observation_1,observation_2,hypothesis_1,hypothesis_2,label
أرادت كيم الذهاب لمشاهدة الفيلم الجديد في المدينة.,أخذت كيم أفضل صديقة لها إلى الفيلم.,لم ترغب كيم في الذهاب لمشاهدة الفيلم وحدها.,كانت كيم تريد مشاهدة الفيلم وحدها.,1
كانت آفا تغسل الملابس.,ذهبت آنا بغضب لتواجه زوجها الذي يخونها.,وجدت آفا رقم هاتف امرأة في جيب زوجها.,وجدت آفا حقيبة يد امرأة في جيب زوجها.,1
كانت جينجر في حمامها تغسل يديها.,لحسن الحظ، لم يكن الحريق سيئًا للغاية.,فقدت المتجر الطاقة.,اشتعلت النار في المتجر.,2
ميلودي أصبحت الآن في السادسة عشرة من عمرها.,الآن، يمكنها الحصول على رخصتها والقيادة في كل مكان!,ميلودي أخذت دروسًا في القيادة، ثم أخذت اختبار القيادة الخاص بها.,ميلودي أخذت دروسًا في الجيتار، ثم أخذت اختبار العرض الخاص بها.,1
جلست بيكس لتبدأ روايتها الجديدة صباح يوم الأحد.,لمدة 6 ساعات القادمة، كتبت دون توقف.,صبّت بيك نفسها فنجانًا من القهوة منزوعة الكافيين، وارتاحت وجعلت عقلها صافيًا.,صبّت بيك نفسها فنجانًا من القهوة، وارتاحت وجعلت عقلها صافيًا.,2
أراد جيم الذهاب إلى مكان للموسيقى الحية.,ذهبوا إلى مكان موسيقى كلاسيكية.,سأل جيم صديقه إذا كان يريد الذهاب إلى فيلم.,سأل جيم صديقه إذا كان يود الذهاب معه.,2
كانت إيمي لا تحب سو.,أصبحت الفتاتان أفضل صديقتين.,ضربت سو إيمي في ذراعها في عيد ميلادها.,أعطت سو لإيمي حقيبة غوتشي في عيد ميلادها.,2
كانت إيمي لا تحب سو.,أصبحت الفتاتان أفضل صديقتين.,كان عليهم العمل على مشروع معًا.,تجاهل كلاهما الآخر.,1
سالي تذهب إلى مدرسة مع الكثير من الأطفال الآخرين.,كانت سالي ممتنة جدًا.,التقت سالي بصديقة لطيفة.,كانت سالي قد قضت يومًا رهيبًا في المدرسة.,1
سالي تذهب إلى مدرسة مع الكثير من الأطفال الآخرين.,كانت سالي ممتنة جدًا.,اشترى الأطفال الآخرون لسالي هدية عيد ميلاد.,تعرضت سالي للتنمر من قبل الأطفال بشكل سيء للغاية.,1
يقضي مايك الكثير من وقته على الإنترنت.,الآن يحب الناس الآخرون الإنترنت بسبب موقع مايك الإلكتروني.,أنشأ مايك موقعًا إلكترونيًا يساعد الأشخاص على البحث.,أنشأ مايك موقعًا إلكترونيًا يساعد الأشخاص على المواعدة.,1
عادت آمبر إلى المنزل من العمل ليلة واحدة,تكلف إصلاح سيارة صديقها الكثير من المال.,انهارت سيارة آمبر في الطريق هناك.,لم تنهار سيارة آمبر في الطريق هناك.,1
قادت العنبر سيارتها إلى المنزل من العمل ليلة واحدة,كلف إصلاحها صديقها الكثير من المال.,تعرضت السيارة للتلف عندما نمت العنبر.,كانت السيارة آمنة عندما نمت العنبر.,1
كانت تشيان في برانش عيد الفصح.,أخذت رشفة وخرجت على الفور، كرهت الطعم.,عُرض على تشيان ميموزا وهو شامبانيا وعصير برتقال.,عُرض على تشيان ميموزا وهو شامبانيا وعصير أزرق.,1
أنا أزور حماتي هذا الأسبوع.,طلبت ساعة منبه كبيرة لها تقييمات جيدة.,لم أكن بحاجة إلى ساعة منبه لأستيقظ.,كنت بحاجة إلى ساعة منبه جديدة يمكنني رؤيتها بوضوح.,2
صنع كام مغذي طيور في فصل التربية الفنية.,كان كام سعيدًا جدًا بعمل يديه!,صمم كامها لتكرار ليمون طفولتها.,صمم كامها لتكرار منزل طفولتها.,2
صنع كام مغذي للطيور في فصل التربية الفنية.,كان كام سعيدًا جدًا بعمل يديه!,خرج مغذي الطيور بشكل رائع.,خرج مغذي الطيور بشكل رهيب.,1
كره جو بشدة تنظيف منزله.,قام ببرمجة جهاز Roomba الخاص به لتنظيف كل بقعة في منزله.,كان لدى جو خطة لعدم كنس منزله مرة أخرى.,كان لدى جو خطة لتنظيف منزله كل يوم.,1
قبل أن تنتهي المدرسة، اصطحب درو نانسي إلى مكان هادئ.,من ناحية أخرى، احتفظت نانسي بنفس الموقف.,كان درو يتصرف بشكل رومانسي حبيب.,كان درو يتصرف بشكل معادٍ.,1
سوزان تحب ركوب حصانها على المسارات القريبة.,سوزان احتاجت إلى غرز لإغلاق الجرح في رأسها.,سوزان سقطت من على حصانها وقطعت رأسها عندما خاف الحصان.,سوزان سقطت من على دراجتها وقطعت رأسها عندما خاف الحصان.,1
أرادت إيف أن تركب لوح التزلج.,ولكن بعد فترة قصيرة كانت تتزلج جيدًا جدًا!,قررت إيف أن تجرب التزلج أولاً.,قررت إيف أن تجرب الحياكة أولاً.,1
أرادت إيف أن تركب لوح التزلج.,ولكن بعد فترة قصيرة كانت تتزلج جيدًا جدًا!,لم تكن إيف جيدة جدًا وقررت التوقف.,لم تكن إيف جيدة جدًا لكنها استمرت في ذلك.,2
كان لدى لو موعد، لكنه كان منخفضًا جدًا في المال.,ووضع الاثنان في النهاية وقتًا رائعًا!,خطط لو لوجبة غداء نزهة منخفضة التكلفة.,خطط لو لوجبة غداء نزهة باهظة التكلفة ومُقدمة.,1
كان لدى لو موعد، لكنه كان منخفضًا جدًا في المال.,واختتم الاثنان قضاء وقت رائع معًا!,قرر لو عدم الذهاب إلى الموعد.,قرر لو اصطحاب موعدته في نزهة إلى الحديقة.,2
لقد كان لدى لينزي يوم عطلة و أرادت الذهاب إلى مكان ما.,أكلت البط الخبز.,ذهبت لينزي إلى البركة المملوءة بأنواع مختلفة من الحيوانات.,ذهبت لينزي إلى البركة المملوءة بحيوانات ميتة.,1
لقد كان لدى لينزي يوم عطلة وتريد الذهاب إلى مكان ما.,أكلت البط الخبز.,هي مع رغيف من الحرمان.,هي مع رغيف من الخبز.,2
كانت أقلام جينا مفقودة منذ يومين.,ولكن كان الوقت قد حان للتخلي عن بحثها.,جينا لم تبحث عنه أبدًا.,بحثت جينا عنه لفترة من الوقت.,2
جان استمرت تشم رائحة غريبة في الحمام.,أخيرًا وجدت جزءًا من عنب قديم من فطور الأسبوع الماضي.,جان قررت أن تجد ما كان يسبب الرائحة الكريهة.,جان قررت أن تتجنب ما كان يسبب الرائحة الكريهة.,1
جان استمرت في شم شيء في الحمام.,أخيرًا وجدت جزءًا من عنب قديم من فطور الأسبوع الماضي.,بحثت جان الحمام بعناية فائقة.,بحثت جان الطابق السفلي بعناية فائقة.,1
كان هانك يشعر أن أبنائه يتجسسون على هدايا عيد الميلاد.,حتى الصباح سمع صراخًا وطرقات على باب القبو.,هانك أخفى الهدايا في القبو.,هانك باع الهدايا في القبو.,1
كره ألان دروس التربية البدنية.,لم يكره ألان دروس التربية البدنية مرة أخرى!,أخيرًا وجد ألان نشاطًا كان سيئًا فيه.,أخيرًا وجد ألان نشاطًا كان جيدًا فيه.,2
كانت جين جالسة على مقعد في الحديقة.,أكل الطائر ذلك.,سقطت جين بالخطأ الصفحة الأخيرة من كتابها.,سقطت جين بالخطأ اللقمة الأخيرة من شطيرتها.,2
طهيت جين السبانخ والدجاج على العشاء.,عندما سمعوا هذا، التهى أطفالها السبانخ!,كره أطفالها السبانخ.,أعجب أطفالها بالسبانخ.,2
كان جوش يتعلم كيفية قطري المصفوفات.,عملت Wolfram Alpha بشكل مثالي وأصبح جوش سعيدًا!,لعق جوش الكتاب المدرسي مرتين.,قرأ جوش الكتاب المدرسي مرتين.,2
كان جوش يتعلم كيفية قطري المصفوفات.,عملت Wolfram Alpha بشكل مثالي وأصبح جوش سعيدًا!,ذهب جوش إلى الإنترنت للعثور على موارد تساعد في تعلمه.,ذهب جوش إلى الإنترنت للعثور على موارد تساعد في تعلمه، لكنه لم يجد شيئًا.,1
وجد جوش ترامبولين مستعمل للبيع عبر الإنترنت.,يحب أطفال جوش الترامبولين!,قرر جوش شراء الترامبولين.,قرر جوش عدم شراء الترامبولين.,1
وجد جوش ترامبولين مستعمل للبيع عبر الإنترنت.,يحب أطفال جوش الترامبولين!,ذهب جوش ليرى الترامبولين لدفعه ثمنه.,ذهب جوش ليرى المتحدث لدفعه ثمنه.,1
أدا شاهدت طائرا روبن أحمر يهبط على حديقتها.,أدا كانت مندهشة قليلا من عنف الطبيعة!,أدا شاهدت الروبن ينتزع عيني قطتها.,قطة أدا قفزت ومزقت الطائر إربا إربا.,2
شاهدت آدا طائر روبن أحمر يهبط على حديقتها.,كانت آدا مندهشة قليلاً من عنف الطبيعة!,كان طائر الروبن الأحمر قد تعرض للإصابة.,بدا طائر الروبن الأحمر جميلًا في ضوء الشمس.,1
أخذني صديقي للخروج لتناول المشروبات في عيد ميلادي.,قررنا الذهاب إلى مكان آخر.,كان النادل في الحانة التي ذهبنا إليها رجلاً بلا مبالاة.,كان النادل في الحانة التي ذهبنا إليها الأفضل على الإطلاق.,1
أخذني صديقي للخروج لتناول المشروبات في عيد ميلادي.,قررنا الذهاب إلى مكان آخر.,كان أول بار ذهبنا إليه مزدحمًا للغاية مع طابور خارج الباب.,كان أول بار ذهبنا إليه مشهورًا مع طابور خارج الباب.,1
ذهبت فرقة مدرستي الثانوية إلى نيويورك.,كانت تجربة مرهقة.,وجدت حافلتهم الطريق إلى هناك، ومع ذلك، واستغرقت الرحلة عشر دقائق للوصول إلى الفندق.,فقدت حافلتهم الطريق إلى هناك، ومع ذلك، واستغرقت الرحلة ثلاث ساعات إضافية للوصول إلى الفندق.,2
وقع خلاف بين زوجتي وأنا أثناء العشاء.,ولكني أرفض أن أعتذر لأنّه مملح أكثر من اللازم.,قالت زوجتي إنّ الستيك يحتوي على الكثير من الفلفل.,قالت زوجتي إنّ الستيك مملح أكثر من اللازم.,2
كانت ليديا تحب الرسم بالألوان المائية.,فازت لوحتها بالجائزة الأولى ومنحة دراسية في كلية الفنون!,صنعت ليديا لوحة مذهلة.,صنعت ليديا لوحة رهيبة.,1
كانت ليديا تحب الرسم بالألوان المائية.,فازت لوحتها بالجائزة الأولى ومنحت منها منحة دراسية في كلية الفنون!,شاركت في مسابقة الرسم التي أقيمت في مدرستها.,لم تشارك في مسابقة الرقص التي أقيمت في مدرستها.,1
ذهبت أنا وأصدقائي إلى متجر A&P للبقالة أثناء عملية بيع كبيرة.,الآن لدي لافتة كبيرة من A&P في غرفة المعيشة الخاصة بي.,كان المتجر يقدم اللافتات مجانًا.,كان المتجر المغلق يقدم اللافتات مجانًا.,1
كان توم يحب أكل حبوب تشيريو.,قرر توم أن حبوب تشيريو ليست جيدة مع الماء.,أضاف توم الماء إلى وعاء تشيريو، كان ذلك فظيعًا.,أضاف توم الحليب إلى وعاء تشيريو، كان ذلك فظيعًا.,1
كان توم يحب أكل تشيريو.,قرر توم أن تشيريو لا تصلح مع الماء.,كان توم قد نفد حليبه واستخدم كريمر.,كان نفد حليبه واستخدم الماء.,2
استيقظ آدم مبكرًا وجرى بحماس إلى غرفة والديه.,كان سعيدًا جدًا لتلقي أربعة مجموعات ليغو وألعاب معدات التجسس!,كانت صباحًا عاديًا فقط.,كانت صباح عيد الميلاد.,2
كان جاي يركب دراجته بأسرع ما يمكن.,ركب المتنمرون من جانبه، ضاحكين، بينما بكى جاي.,لوح مجموعة من الأطفال لجاي وهو يبعد عن دراجته.,دفعت مجموعة من المتنمرين جاي عن دراجته.,2
كان جاي يركب دراجته بأسرع ما يمكن.,ركب المتنمرون من جانبه، ضاحكين، بينما كان جاي يبكي.,عرقل المتنمرون جاي عن الدراجة.,عرقل جاي المتنمرين عن دراجتهم.,1
لم يستطع مايكل تحمل تقويم الأسنان عندما كان طفلاً.,الآن يستمتع مايكل بالابتسام أكثر من часто.,حصل مايكل على تقويم الأسنان لاحقًا في الحياة.,لم يحصل مايكل على تقويم الأسنان أبدًا.,1
الاسبوع الماضي قررنا انا والشباب ان نشاهد الرياضة.,بشكل عام الجميع استمتعوا باليوم.,شربنا الجعة و كرة القدم غير مراقبة معا.,شربنا الجعة و شاهدنا كرة القدم معا.,2
طلبت بساتين الفاوانيا لحبيبتي في يوم فالنتاين.,أرسلوا دفعة جديدة في اليوم التالي وكانت رائعة جدًا.,كانت بساتين الفاوانيا ميتة.,بدت بساتين الفاوانيا جميلة.,1
طلبت بساتين الفاوانيا لحبيبتي في يوم فالنتاين.,أرسلوا دفعة جديدة في اليوم التالي وكانت رائعة جدًا.,كانت بساتين الفاوانيا جميعها مكسورة.,لم تكن بساتين الفاوانيا جميعها مكسورة.,1
انتهى الطباخون من أطباقهم.,نظرًا لأن الطعام كان حارًا، لم يكن قادرًا على تناوله.,شعر أحد الطباخين بالغثيان في قدميه.,شعر أحد الطباخين بالغثيان في معدته.,2
انتهى الطباخون من أطباقهم.,نظرًا لأن الطعام كان حارًا، لم يتمكن من تناوله.,قدموا الأطباق.,نسيوا تقديم الأطباق.,1
كانت كارا معجبة بصبي في فصل اللغة الإنجليزية اسمه راي.,بعد فترة قصيرة بدأوا يخرجون مع بعض - وحصلوا على درجة ممتازة في مشروعهم!,تم تعيين كارا لمشروع مع راي.,تم تعيين كارا لفصل آخر بدون راي.,1
كانت كارا معجبّة بصبي في فصل اللغة الإنجليزية اسمه راي.,قريبًا بدأوا يخرجون مع بعض - وحصلوا على درجة ممتازة في مشروعهم!,زوج المعلم كارا وراي معًا.,زوج المعلم كارا وراي معًا، لكنهم كرهوا ذلك.,1
اليوم اصطحبني أبي وإخوتي إلى حديقة الحيوان.,قال أبي أننا سنذهب مرة أخرى قريبًا جدًا.,لا أريد العودة الآن!.,لا أستطيع الانتظار للعودة الآن!.,2
اليوم اصطحبني أبي وإخوتي إلى حديقة الحيوان.,قال أبي أننا سنذهب مرة أخرى قريبًا جدًا.,كانت لدينا يوم سيء و توسلنا للذهاب مرة أخرى.,كانت لدينا يومًا رائعًا و توسلنا للذهاب مرة أخرى.,2
كانت الأطفال داخل اللعب عندما سمعوا الموسيقى.,ألقى الأطفال المال في الشارع.,كان هناك فرقة موسيقية تتقدم في الشارع وتلعب موسيقى حية وسعيدة.,كان الشارع يتقدم على فرقة موسيقية تعزف موسيقى حية وسعيدة.,1
كانت الأطفال داخل المنزل يلعبون عندما سمعوا الموسيقى.,اشترى الأطفال بأثارة مخروطات الآيس كريم.,خرج الأطفال لملاقاة شاحنة الآيس كريم.,خرج الأطفال لملاقاة شاحنة البريد.,1
كانت ليلة رأس السنة الجديدة هي العطلة التي أحبتها جولي أكثر من أي شيء.,كل ضيف قضى وقتًا رائعًا حقًا ولم يستطع الانتظار حتى العام المقبل.,قررت أن تبقى في المنزل وحدها.,قررت أن تقيم حفلًا.,2
كان لدى هانك أفضل شواية في المدينة.,كان هانك مدمرًا بسبب فقدان الشواية الخاصة به.,ترك هانك الشواية في الفناء الأمامي ليلة واحدة.,أدخل هانك الشواية إلى المنزل ليلة واحدة.,1
كان لدى هانك أفضل شواية في المدينة.,كان هانك مدمرًا بسبب فقدان الشواية الخاصة به.,جاء بعض اللصوص لكنهم لم يسرقوا الشواية.,سرق بعض اللصوص الشواية من فناء هانك.,2
كنت أحاول أن أخبر عمي رسالة.,لم يقل لي كلمة واحدة لبقية اليوم.,أخبرت عمي أن صديقته الجديدة لا تريد رؤيته anymore.,أخبرت جدتي أن صديقته الجديدة لا تريد رؤيته anymore.,1
كنت أحاول أن أخبر عمي برسالة.,لم يقل لي كلمة واحدة لبقية اليوم.,كنت أستخدم حركات اليد وظن أنني أقذفه.,كنت أستخدم حركات اليد وظن أنني أعلمه شيئًا.,1
كانت كورا وأصدقاؤها في رحلة نهارية.,كانت كورا وأصدقاؤها في يوم رائع على الشاطئ!,كانت كورا وأصدقاؤها يريدون تسلق الجبال.,كانت كورا وأصدقاؤها يريدون السباحة.,2
كانت كورا وأصدقاؤها في رحلة نهارية.,كانت كورا وأصدقاؤها في يوم رائع على الشاطئ!,قرروا الابتعاد عن الشاطئ.,قرروا الذهاب إلى الشاطئ.,2
وصلت جينا وعائلتها أخيرًا إلى منزل جدتها.,جلسوا يتحدثون ويضحكون لمدة ساعة.,تحدثت جينا وعائلتها عن كل ما حدث في حياتهم.,التقت جينا وعائلتها وتجادلوا.,1
وصلت جينا وعائلتها أخيرًا إلى منزل جدتها.,جلسوا يتحدثون ويضحكون لمدة ساعة.,كانت جينا متحمسة لزيارة جدتها.,كانت جينا متحمسة للزيارة.,2
اشتريت زوجًا رائعًا من الأحذية الحمراء في متجر الأحذية.,و انتهى بي الأمر أنني حصلت على زوج أبيض بدون كعب.,لم أستطع إعادتهم لأنهم سُرقوا.,كان عليّ إعادتهم لأنهم كانوا ضيقة جدًا.,2
اشتريت زوجًا رائعًا من الأحذية الحمراء في متجر الأحذية.,و انتهى بي الأمر أن حصلت على زوج أبيض بدون كعب.,الأحذية الحمراء التي حصلت عليها تؤلمني قدمي بشدة.,الأحذية البيضاء التي حصلت عليها تؤلمني قدمي بشدة.,1
بعد أن سُمح لمايك قانونيًا بالشرب، شكّل بعض العادات السيئة.,قرر مايك التوقف عن شرب الكحول من ذلك الحين فصاعدًا.,كان لمايك وقتًا ممتعًا أثناء الشرب ورغب في الاستمرار في القيام بذلك.,وجد أن كل مرة يشرب فيها كان ذلك بشكل مفرط، مما يجعله يتصرف بشكل سيء ويمرض بعد ذلك.,2
بعد أن سُمح لمايك بالشرب قانونيًا، شكّل بعض العادات السيئة.,قرر مايك التوقف عن شرب الكحول من ذلك الحين فصاعدًا.,كان مايك يسكر ويستمتع.,كان مايك يشعر بالتعب من فعل الأشياء السيئة.,2
ثلاث فتيات صغيرات كانوا يقفون بجانب حمام سباحة في حفل.,تم إنقاذ الفتاة الصغيرة على يد والدها.,انزلقت فتاة واحدة وسقطت في حمام السباحة ولكنها لم تعرف كيف تسبح.,قامت فتاة واحدة بالقفز ولكنها لم تعرف كيف تسبح.,1
ثلاث فتيات صغيرات كانوا يقفون بجانب حمام سباحة في حفل.,تم إنقاذ الفتاة الصغيرة من قبل والدها.,سقط أخ الفتيات في الماء.,سقطت فتاة صغيرة في الماء.,2
ثلاث فتيات صغيرات كانوا يقفون بجانب حمام سباحة في حفل.,تم سحب الأب بعد ذلك من قبل الفتاة.,مشى الأب ووقع عن طريق الخطأ في حمام السباحة وبدأ يغرق.,مشَت الفتيات ووقعن عن طريق الخطأ في حمام السباحة وبدأن يغرقن.,1
التقطت عمتي صورة عائلية للجميع في الحفلة.,لم أتعب نفسي لسؤالها عن نسخة وانتهى بي الأمر أن أبتعد.,استمتعت بالكثير من المرح وطلبت من عمتي نسخة.,كنت أستمتع بكثير من المرح في الحفلة.,2
كان ميكا في العمل.,لم يكن قادرًا على العثور عليه.,تذكر أنه فقد شيئًا ما.,تذكر أنه وجد شيئًا ما.,1
ذهبت رايا لزيارة عائلتها في إيران.,كانت رايا سعيدة بالعودة إلى ديارها في أمريكا.,بقيت رايا دقيقتين مع عائلتها.,بقيت رايا أسبوعين مع عائلتها.,2
ذهبت رايا لزيارة عائلتها في إيران.,كانت سعيدة بالعودة إلى ديارها في أمريكا.,لم تكن رحلة الطيران إلى إيران ممتعة.,لم تكن رحلة الطيران إلى لندن ممتعة.,1
أوسوالد أراد أن يتعلم القيادة.,أوسوالد قرر ألا يقود مرة أخرى.,أوسوالد أخذ درسًا في القيادة وتعرض لحادث.,أوسوالد أخذ درسًا في القيادة وأصبح مدمنًا عليها.,1
وقع فريد في حادث سيارة وظن أنه كان السبب.,قال فريد له ألا يقلق بشأن الضرر على الإطلاق.,رفض فريد التحدث إلى سائق السيارة الأخرى.,تحدث فريد إلى سائق السيارة الأخرى.,2
فريد اصطدم بسيارة وقال أنها خطؤه.,قال فريد له أن لا يقلق بشأن الضرر على الإطلاق.,لم يفعل السائق الآخر ذلك.,فعل السائق الآخر ذلك أيضًا.,1
أمبير وروب أخذوا بعض الوقت للابتعاد,قرر روب وأمبير الانتقال للعيش معًا مرة أخرى,انتقل أمبير وروب كلاهما إلى الأمام مع علاقات جديدة.,أدرك أمبير وروب أنهما يفتقدان بعضهما البعض.,2
صديقة جينا تامي كان لديها مجلد أرادت جينا الحصول عليه.,فقررت هي أن تحاول العثور على المجلد بمفردها.,لم تكن تامي تريد أن يكون لدى جينا نفس المجلد، لذلك لم تخبرها من أين حصلت عليه.,لم تكن جينا تريد أن يكون لدى تامي نفس المجلد، لذلك لم تخبرها من أين حصلت عليه.,1
صديقة جينا تامي كان لديها مجلد أرادت جينا الحصول عليه.,فقررت هي أن تحاول العثور على المجلد بمفردها.,لم تكن تامي على استعداد لمنحها المجلد.,أعطتها تامي المجلد.,1
في أعماق مستنقعات لويزيانا، كان هناك أسطورة عن أشباح تطارد.,هربوا بسرعة وذهبوا إلى المنزل في صباح اليوم التالي.,حاول مجموعة من الأصدقاء التحقيق في إحدى الليالي.,حاول مجموعة من الأصدقاء التحقيق في إحدى الليالي لكنهم قرروا البقاء في المنزل بدلاً من ذلك.,1
في أعماق مستنقعات لويزيانا، كان هناك أسطورة عن أشباح تطارد.,هربوا بسرعة وذهبوا إلى المنزل في صباح اليوم التالي.,عندما كان الأطفال يخيمون، سمعوا أصواتا مخيفة تأتي من قرب المستنقعات طوال الليل.,عندما كان الأطفال يخيمون، سمعوا لا أصوات تأتي من قرب المستنقعات طوال الليل.,1
كانت عيد ميلادي.,عندما عدت إلى المنزل كان الحفل قد أقيم لأخي.,كان أصدقائي سيقيمون حفلاً مفاجئاً لي.,كنت سأفاجئ أصدقائي بحفل.,1
كانت عيد ميلادي.,عندما عدت إلى المنزل كان الحفل قد أقيم لأخي.,كان أصدقائي سيقيمون حفلاً مفاجئاً لي.,كان أصدقائي سيذهبون إلى أصدقائي مع حفلاً.,1
ولد ريتز في فضل كبير من 12 جروًا آخرين.,تم اليتم ريتز وكان لا بد من إرساله إلى ملجأ.,مالك ريتز لم يكن مسؤولاً ولا يستطيع العناية بهم.,مالك ريتز كان ثريًا وقادرًا على العناية بالعديد من الكلاب.,1
ولد ريتز في فضل كبير من 12 جروًا آخرين.,بدأ مالكه يركض 12 ميلًا في اليوم.,ريتز أحب أن يذهب لمسافات طويلة.,ريتز لم يحب أن يذهب لمسافات طويلة.,1
ولد ريتز في فضلات كبيرة من 12 جروًا آخرين.,بدأ مالكه في الجري 12 ميلًا في اليوم.,تم تبني ريتز من قبل عداء ماراثون.,لم يتم تبني ريتز من قبل عداء ماراثون.,1
كانت جدة ميكي تتقدم في العمر بشكل كبير.,وكانت ميكي وجدتها تعتززان بالوقت الذي يقضونه معًا.,بقيت ميكي في المنزل.,قررت ميكي أن تزور قبل أن تموت جدتها.,2
كانت جدة ميكي تتقدم في العمر بشكل كبير.,وكانت ميكي وجدتها تعتززان بالوقت الذي يقضونه معًا.,لم تكن ميكي تحب جدتها.,أخذت ميكي جدتها إلى حديقة لتنزه وغداء.,2
كانت جينا آخر من وصلوا إلى السيارة.,كانت مستاءة عندما أجبرتها والدتها على الجلوس في الوسط.,كانت جينا تكره الجلوس بجانب النافذة.,كانت جينا تريد الجلوس بجانب النافذة.,2
كانت جينا آخر من وصلوا إلى السيارة.,كانت مستاءة عندما أجبرتها والدتها على الجلوس في الوسط.,ادّعى كل من أخوي جينا الأصغر سنًا مقعد الوسط.,ادّعى كل من أخوي جينا الأصغر سنًا مقعد النافذة الخلفية.,2
كان لدى جيل غرفة فوضوية.,تمكنت من تنظيف الغرفة بأكملها في يومها المرضي.,ذهبت جيل إلى العمل.,اتصلت جيل بالعمل لتقول إنها مريضة وتريد البقاء في المنزل.,2
كان لدى جيل غرفة فوضوية.,كانت قادرة على تنظيف الغرفة بأكملها في يومها المرضي.,كان عليها أن تجعل غرفتها فوضوية لأنها فقدت عملًا مهمًا.,كان عليها أن تنظف غرفتها لأنها فقدت عملًا مهمًا.,2
ضحك تشارلز على أصدقائه لأنهم ذهبوا إلى السجن.,اتصلت صديقته بالشرطة واعتقل تشارلز.,بدأ تشارلز لعبة مع صديق آخر.,بدأ تشارلز مشاجرة مع صديق آخر.,2
عاش جو حياة منعزلة.,طلب جو بعض القنوات الكبلية الجديدة، لكنه ظل غير سعيد.,قرر جو إيقاف التلفزيون الخاص به.,قرر جو مشاهدة بعض التلفزيون الواقعي.,2
عاش جو حياة منعزلة.,كان جو أكثر سعادة الآن بعد أن كان لديه بعض الرفاق في حياته.,قرر نادي اجتماعي الانضمام إلى جو.,قرر جو الانضمام إلى نادي اجتماعي.,2
عاش جو حياة وحيدة.,كان جو أكثر سعادة الآن بعد أن كان لديه بعض الرفاق في حياته.,تخلى جو عن بعض الحيوانات الأليفة.,اشترى جو بعض الحيوانات الأليفة.,2
خسر فريدي معظم ثروته في صفقة تجارية سيئة.,كان فريدي سعيدًا لأنه باع الطائرة.,قرر فريدي الاستمرار على الرغم من الخسائر.,قرر فريدي أن يكون أكثر عملية.,2
كانت جيني تلعب الكرة في المنزل.,أرضت أم جينيها.,ضربت جيني نافذة بأمان بكرة ناعمة.,كسرت جينا نافذة بكرة لها.,2
كانت جيني تلعب الكرة في المنزل.,أرضت أم جينيها.,لم تضرب جيني الكرة على أي شيء.,ضربت جيني الكرة من خلال النافذة.,2
كانت آنا تمشي في التلال خلف منزلها.,كانت آنا مضطرة للعودة إلى المنزل للعلاج.,لم تأخذ آنا الأنسولين في ذلك اليوم.,لم تأخذ آنا حذاءها في ذلك اليوم.,1
كانت آنا تمشي في التلال خلف منزلها.,كانت آنا مضطرة للعودة إلى المنزل للعلاج.,تعثرت آنا وسقطت في رقعة من اللبلاب السام.,تعثرت آنا وسقطت في بحيرة.,1
أردت بعض الخزانات لوضعها في غرفة نومي.,بعد شهرين من العمل ، كنت قد صنعت بعض الخزانات الجميلة!,كان علي أن أشتري المواد أولاً.,كان علي أن أشتري الخزانات أولاً.,1
أردت بعض الخزانات لوضعها في غرفة نومي.,بعد شهرين من العمل ، صنعت بعض الخزانات الجميلة!,لم أستطع أن آخذ فصلًا دراسيًا في المتجر.,أخذت فصلًا دراسيًا في النجارة.,2
كان آدم جالسًا في الكرسي عندما بدأت معدته تتأرجح.,جلس و استمتع بكوب من الحبوب.,سكب آدم بعض القهوة والحليب.,سكب آدم بعض الحبوب والحليب.,2
كان آدم جالسًا في الكرسي عندما بدأت معدته تتألم.,جلس و استمتع بكوب من الحبوب.,ذهب إلى المطبخ ليحصل على كوب من الحبوب.,ذهب إلى المطبخ ليحصل على كوب من السكر.,1
كان ويل وأخته يحبون صنع فطائر الطين في الصيف.,لم تستطع أخته التوقف عن الضحك.,رمت أخت ويل فطيرة طين في وجهه.,رمت أخت ويل فطيرة طين في وجهه لكنها أخطأت الهدف.,1
استيقظت كارين هذا الصباح تشعر بالمرض.,كارين تخبر زوجها بأنهم سيكون لديهم طفل بعد 8 أشهر.,كارين كانت تعاني فقط من الإمساك.,أخذت كارين اختبار الحمل.,2
كان ريتشارد يتمنى دائمًا أن تكون لديه علاقة أفضل مع والده.,ريتشارد ووالده أقرب الآن لأن ريتشارد هو من بدأ الاتصال.,قرر ريتشارد أن يتصل بوالده ليعتذر ويتصالح معه.,قرر ريتشارد أن يتصل بمعلمه ليعتذر ويتصالح معه.,1
كان ميل يحب أعواد الحلوى.,انكسر إلى نصفين أثناء محاولة استخدامه مما جعله حزينًا.,لم تسقط عصا الحلوى الخاصة بميل على الأرض.,سقطت عصا الحلوى الخاصة بميل على الأرض.,2
طير طار في السماء وهبط على شجرة بجانب بيتي.,قالت لي أن من المرجح أن يكون طائرًا ذهبيًا.,تعلمت أن الطائر كان روبن من كتاب الطيور الخاص بي.,سألت أمي ما نوع الطائر.,2
كانت إيمي تتصفح ألبومات قصاصات والدتها القديمة.,أدركت إيمي أن والدتها كانت قد واعدت أستاذها للتاريخ.,وجدت إيمي صورًا لأستاذها للتاريخ ووالدتها معًا.,وجدت إيمي صورًا لوالدها ووالدتها معًا.,1
