observation_1,observation_2,hypothesis_1,hypothesis_2,label
كانت عيد ميلاد جودي.,خرجت الحلويات ووقعت في كل مكان.,جودي لديها حفلة بيناتا.,بيناتا مليئة بالحلويات كانت تضرب جودي معلقة في شجرة.,1
كانت بدء تتجمد خارج المنزل.,تمكنت عائلة سميث من البقاء دافئة طوال فصل الشتاء بأكمله.,تخزنت عائلة سميث الكثير من الطعام المعلب.,خرج أبي وبدأ يقطّع الخشب للوقود.,2
مدرب القاعدة الثالثة أعطى إشارة خاطئة للاعب في القاعدة الأولى.,كانت تلك هي الثالثة خارج و انتهى الشوط.,حاول اللاعب بسرقة الثانية و تم أبعده.,دوران اللاعب الثانية كرمي المدافع الأيسر الكرة إلى القاعدة الأولى.,2
كان إيلي يفكر في زراعة حديقة.,أدرك أن العمل يستحق العناء وكان سعيدًا جدًا.,عمل إيلي طوال اليوم في الشمس الباردة بزراعة الزهور.,خلال الصيف أدرك إيلي مقدار العمل المطلوب للحفاظ على الحديقة.,2
كان ألكس بمفرده في المنزل ليلة الجمعة.,جاء ثلاثة أصدقاء لزيارته، وقضوا ليلة رائعة.,كان ألكس حزينًا لقضاء كامل المساء بمفرده.,نشر ألكس على فيسبوك أنه كان يشعر بالوحدة في المنزل.,2
أنا وأصدقاؤها احتاجوا إلى شيء للقيام به.,ما زالوا يضحكون ويمرحون.,ذهبوا إلى الحديقة، ولكن كان المطر يهطل.,لم يرغب أصدقاؤها في الخروج.,1
كانت لدى جولي زميل في العمل يدعى باري وكان يحب أن يسبب المشاكل للآخرين.,جولي أعطت باري عناق وشكرته.,ساعد باري جولي يومًا ما خلال موقف أزمة.,اعتذر باري عن السخرية من شعرها.,2
طلبت وجبة عشاء من مطعم محلي.,نظرًا لأنني لم يكن لدي المال، أعطاني المطعم غرامة.,عندما وصلت الفاتورة، أدركت أنني لا أملك المال لدفع ثمن الوجبة.,أحضرت المال في محفظتي من المنزل، وكلت كل شيء كان قد قدم.,1
احتفلنا برأس السنة الصينية في 7 فبراير.,استقبلنا العام الجديد بمشاهدة فيديو على يوتيوب للألعاب النارية.,أردنا رؤية نبات الميسل.,كان يومًا باردًا جدًا لذا اخترنا البقاء في المنزل.,2
اشترى بيتر لسعادته لأبيه ساعة في عيد الميلاد.,ولكن بعد ذلك أبتسم أبيه و عرف بيتر أنه يحب الهدية!,كان عضوًا عائلًا ضائعًا منذ فترة طويلة.,عندما فتح الهدية، لم يظهر أي مشاعر.,2
و أراد جو ورافائيل معرفة من يمكنه طهي أجنحة أفضل.,وافق الجميع على أن أجنحة جو كانت أفضل.,كان لجو ورافائيل سباق رقص في الفناء الخلفي.,كان لجو ورافائيل سباق طهي لاحق في ذلك الأسبوع.,2
ذهب رجل إلى مدرسة الكتار لتلقي الدروس.,صد السنساي الهجوم ولكم الرجل الغبي.,قاتل السنساي الرجل.,قاتل الرجل السنساي.,2
أعزف الكمان وأقدم على العديد من اختبارات الأوركسترا.,أنا الآن عضو في الأوركسترا وأحب عملي.,قررت أن أجرب الانضمام إلى الأوركسترا الجديدة. تقدمت للاختبار ولم يتم قبولني.,أمارس العديد من الساعات في الأسبوع.,2
كان توم يحتاج إلى ربع دولار آخر لرسوم الحافلة.,شعر توم بالحظ وهو يتجه إلى محطة الحافلة.,وجد توم ربع دولار على الأرض.,أعطت السيدة العجوز توم ربع ساندويتش.,1
بابلو يحب أكل الديدان.,بابلو يستمتع بالديدان ويراها من الأطعمة الفاخرة.,ولد في تايلاند.,بابلو يأكل الديدان منذ يومين.,1
كانت عيد الهالوين منذ عدة أسابيع.,أخذت كل الحلويات المتبقية إلى العمل.,كان في عملي الكثير من الحلويات.,كل الحلويات قد ذهبت.,1
رأى راندي أن يكون في فرقة موسيقية.,رندى حصل على فرصة للانضمام إلى الفرقة ك مغني!,رندى سمع في جميع أنحاء المدينة للحصول على وظيفة تمثيلية.,رندى ذهب إلى تجربة أداء.,2
لم أستمتع كثيرًا بعيد الشكر لأن ليس لدي الكثير من العائلة.,عندما انتهينا، قلنا وداعًا وذهبت إلى المنزل لأنام.,بعد أن تزوجت، احتفلت أنا وزوجتي مع عائلتي.,ذهبت إلى منزل صديقي هذا العام.,2
استيقظت في الساعة 7 صباحًا.,كان لديه أنفاس سيئة حقًا.,انحنيت في السرير وقبلت زوجي.,تجاهلني ساعي البريد من أجل توصيل طرد.,1
استخدم جان وكيم نموذج التعليم المونتسوري.,أعاد جان الكتب.,اقترض جان بعض الكتب من كيم.,اقترضت كيم بعض الكتب من جان.,1
كانت سو تعاني من حمى شديدة حقًا.,شعرت بتحسن في اليوم التالي.,قررت سو أن تبقى في المنزل وتتظاهر بأنها مريضة.,أخذت سو يومًا إجازة، تناولت بعض الأسبرين وقامت بالنوم طوال اليوم.,2
كانت لورا لديها شغف للفن.,كانت لورا سعيدة لإظهار الناس فنها.,عملت لورا بجد لتعلم الرسم.,رأى الناس مشروع فن لورا و أعجبوا به.,1
كان جيمس يمشي عبر الثلج.,ركض جيمس بسرعة إلى المنزل ليغير ملابسه إلى ملابس جديدة.,شعر جيمس أن شعره أصبح مبللا.,انزلق وسقط في الوحل.,2
في يوم من الأيام، ذهب جيم وتوم إلى الشاطئ.,لم يأكل جيم وتوم أي هت دوج آخر بعد ذلك اليوم.,اصيبوا بتسمم غذائي من بعض البرغر السيئ.,جعلهم الهت دوج الذي اشتراه جيم مريضين.,2
كانت مونيك تكمل رواية جديدة.,أخذت النسخة وصفعت غاري بقوة على الرأس بها.,تسرب غاري من خلفها وخافها لأنها كانت غارقة في قراءة روايتها.,كانت تختبر غاري بشأن ذلك.,1
هوايتي هي التقاط السيلفي أمام قبور الشعراء.,التقطت العديد من السيلفي أمام قبر هذا الشاعر.,المفضلة لدي هي مايا أنجيلو.,ذهبت إلى قبر ووجدت علامة لشخصية رياضية.,1
كانت كارين ترغب في أن يكون لها طفل خاص بها.,لم تكن كارين أكثر سعادة في حياتها.,ولدت كارين في النهاية أرنبًا صغيرًا.,سألت كارين صديقها إذا كان يريد واحدًا أيضًا فقال نعم.,2
كان لدى توم الكثير من سماعات الرأس.,لم يكن لديه مشكلة في تفكيك سماعات الرأس مرة أخرى.,لم يستغرق الأمر وقتًا طويلاً لتفكيكها.,اختار توم استخدام المعدات اللاسلكية.,2
كنت أشعر بالملل في غرفتي يومًا ما.,كنت ما زلت أشعر بالملل، فتوقفت.,قررت أن ألعب بعض ألعاب الفيديو.,فقررت أن أجرب التلاعب بالكرات.,2
اليوم ذهبنا في رحلة طيران.,حلف أن لا أركب طائرة مرة أخرى.,لم تكن الطائرة لها رحلة سلسة.,وكان هناك قتال على اللعبة.,1
فتحت حقيبة النوم الخاصة بي والتي لم أستخدمها منذ عشر سنوات.,لحسن الحظ، كنت أعرف شخصًا يمكنه إصلاحها.,كان هناك فأر في حقيبة النوم الخاصة بي.,وكان هناك العديد من الثقوب الناتجة عن العث في المادة.,2
جيل كانت دائمًا تحصل على درجات سيئة في الرياضيات.,لدهشتها، حصلت على كل الأسئلة صحيحة.,جيل درست بجد حقًا.,جيل درست بجد حقًا لامتحانها الإنجليزي القادم.,1
في صباح يوم السبت الباكر بينما كنت جالسًا أقرأ الكتاب المقدس، طار فراشة أمامي.,راقبتها حتى اختفت ثم استأنفت دراستي.,كانت تتحرك كما لو كانت ترقص في الهواء.,صباح يوم السبت استيقظت مبكرًا وقرأت الكتاب المقدس كما أفعل دائمًا.,1
لم يكن لدى لوسي ملابس نظيفة.,وقعت لوسي في حب الشعور بالكنزة، دافئة من المجفف.,قررت لوسي غسل ملابسها.,رمت لوسي كنزتها.,1
ذهبت ليز لطلب برجرها.,رمت ليز برجرها بعيدًا.,أدركت ليز أنها ليست برجرًا.,لم تكن ليز جائعة حقًا.,2
كانديس تحب التاكو.,كانديس التزمت بوصفتها الأصلية للتاكو.,كانديس جربت وصفة تاكو جديدة، لكنها كانت لذيذة بشكل رهيب.,كانديس قررت شراء بعضها.,1
ألكس رجل أناني.,الآن، ألكس يخطب فتاة وهو كريم للغاية ولطيف.,غير طريقته للعثور على حبيب.,التقى ألكس فتاة يحبها حقًا.,2
الأسبوع الماضي، كانت والدتي محبطة لأن يبدو أن لا شيء يعمل.,لمدة نصف ساعة بكت، وفجأة تشغل مثل السحر.,كان جهاز الكمبيوتر الخاص بها فقط لا يعمل.,لن يتم إيقاف تشغيل الطاقة في المنزل.,1
كانت إيف في بازار.,كانت جميلة جدًا لدرجة أنها قررت شراء واحدة.,رأت إيف قبعة ساحرة في أحد الأكشاك.,رأى الناس الذين يملكون الكثير من القبعات إيف.,1
كانت لدى لوسي اختبار غدًا في المدرسة ولم تدرس كثيرًا.,نجحت لوسي في الاختبار.,كانت لوسي ذكية جدًا ودائمًا ما تولي اهتمامًا في الفصل.,قررت لوسي الدراسة في المرة القادمة للاختبار النهائي.,1
قرر بيتر الذهاب للنزهة.,اتجه إلى المنزل لتغيير ملابسه.,بيتر أصيب بالبلل في الجفاف.,نصف الطريق خلال سيره، بدأت تهطل الأمطار بغزارة.,2
ماريا قررت أن تكون في مسرحية مدرسية.,ماريا كانت فخورة في النهاية عندما حصلت على تصفيق حار.,جينيفر تدربت على سطورها وعواطفها.,ماريا قرأت النص عدة مرات لتذكر كل سطر.,2
لاحظت ليزا وجود فتاة جديدة في المدرسة.,كانت ليزا سعيدة بمساعدتها.,بدت ليزا وكأنها ضائعة.,دعت ليزا الفتاة الجديدة إلى الجلوس معها وتناول الغداء.,2
كان سام يجزّ حديقته الأمامية.,وضعهم مرة أخرى في العش في الشجرة.,سحق سام بيض الطيور على حديقته الأمامية.,رأى سام ثلاثة طيور صغيرة على الأرض.,2
أرادت أليسيا الذهاب إلى ميامي لحفلة.,كانت الفتيات غاضبات لأن من المفترض أن تكون رحلة بنات.,دعت أليسيا صبيًا للذهاب معها.,لكن أختها الصغيرة لم تسمح لها بالذهاب وحدها.,1
ذهب مات وصديقته إلى يوسمايت في مايو الماضي.,قاموا برحلة رائعة وهم متحمسون للعودة.,كان الطقس جميلًا في يوسمايت.,مات كان قد اصيب بإنفلوانزا المعدة.,1
طلبت لي من والديها أن تدعه يبقى صاحية حتى وقت متأخر.,ولكن بحلول الساعة الحادية عشر، كانت قد نمت نومًا عميقًا!,كانت تريد أن تستيقظ لكي تذهب للسباحة.,قال والديا لي أنها يمكن أن تبقى صاحية حتى منتصف الليل.,2
تعلم جيف كيفية العزف على الجيتار في سن مبكرة جدًا.,قاموا باصطحاب الفرقة في جولة وحققوا نجاحًا كروكستارز.,وقع جيف في الحب كل يوم وأصبح جزءًا من فرقة.,أحب والدوا جيف الاستماع إلى فرقته وهو يعزف.,2
يكتشف عالم أن هناك مرضًا يبدأ في الانتشار.,ينقذ العالم.,يتجاهلون السلطات.,يخلق العالم لقاحًا.,2
ماثيو أراد الذهاب إلى خدع أو علاج مع صديقه ميكا.,جمع جاك وماثيو الكثير من الحلوى.,اضطر ميكا إلى البقاء في المنزل مريضًا.,كان لدى ميكا كيس ضخم لجمع الحلوى.,1
جون حصل على وظيفة في شرق تكساس.,قرر جون ترك الوظيفة.,جون لا يحب أمه.,كانت على بعد ساعة من منزله.,2
بنى الفلاح سياجًا لإبقاء خيوله داخل المزرعة.,لعن الفلاح وأدرك أن سياجه قصير جدًا.,هربت خيول الفلاح جميعها من السياج.,لا يمكن لأي حصان الهروب من السياج.,1
نانسي في الأربعينيات وقررت الحصول على شهادة جامعية.,نانسي فوجئت بمدى تغير الأشياء في المدارس.,في جامعتها الجديدة، جميع الدورات الدراسية تتطلب مشاركة عبر الإنترنت.,نانسي أصغر بكثير من معظم طلاب فصولها.,1
كان لدى مايك شجرة ليمون في فناءه الخلفي.,سرعان ما أدرك أنه نسي وضع أي سكر فيها!,صنع مايك بعض الليموناضة مع إضافة السكر وتناول مشروبًا كبيرًا.,صنع مايك بعض الليموناضة وتناول مشروبًا كبيرًا.,2
اصطحبت أبنائي إلى حفل موسيقي أول لهم.,قرر أبنائي أنهم يفضلون الخروج والجلوس على العشب.,اشتريت لهم مقاعد في الصف الأمامي.,نوم أبنائي.,1
يريد جيم رؤية فيلم أكشن لكن جين تريد رؤية فيلم رومانسي.,كانت جين سعيدة جدًا لدرجة أنها ذهبت لرؤية فيلم جيم في الليلة التالية.,وافق جيم على رؤية الفيلم الرومانسي مع جين.,وافقت جين على رؤية الفيلم الرومانسي مع جيم.,1
ذهب تيتو إلى ركوب الأمواج في صباح يوم ما في هاواي.,اصطدم برأسه على مرجان ومات.,ألقت موجة كبيرة تيتو من لوح ركوب الأمواج الخاص به.,رأى تيتو أن الظروف خطرة.,1
قرر لاري مساعدة أصدقائه على التحضير للحفلة.,قرر لاري عدم حضور الحفلة.,اصيب لاري بالإنفلوانزا بعد الحفلة مباشرة.,اصيب لاري بالإنفلوانزا قبل بداية الحفلة بقليل.,2
كانت هناك بقعة مفضلة لدى ميمي وأليس لقضاء الوقت فيها.,الآن كل ما لديهم من تلك البقعة المفضلة هو الذكريات التي صنعوها,تم تدمير تلك البقعة.,تم الحفاظ على بقعة ميمي وأليس المفضلة كونه موقعًا تاريخيًا.,1
سارة أرادت إرسال بطاقة.,كان خطاب سارة يتجه قريبًا إلى وجهته.,وضعت طوابع عليه.,تمشي سارة إلى صندوق البريد أسفل الطريق.,1
ذهبت ليزا لركوب دراجتها كالمعتاد.,بعض الأيام تتحول إلى مغامرات عظيمة.,رأت ليزا قطة واتبعتها خارج المسار.,رأت ليزا الكثير من الطعام الرائع.,1
طلب والد أندريا منها الحصول على حطب.,ثم أحضرتها إلى الداخل.,التقطت أندريا أكبر قدر ممكن من الخشب.,ذهبت أندريا ووجدت بعض اليراعات.,1
عمل جاك بجد فائق لأسابيع.,حصل على الترقية.,لاحظ رئيس جاك مدى صعوبة تناول الطعام.,تم استدعاء جاك إلى مكتب رئيسه.,2
كانت جينا في وسط المقعد الخلفي محاطة بأخواتها.,كانت جينا مستاءة.,أصيبت أخت جينا بمرض السيارة و تقيأت.,بدأ أشقاء جينا يشمون أنوفهم.,2
كانت سارة تسير إلى المنزل من فصلها الجامعي.,بحلول الوقت الذي عادت فيه، كان الوقت قد حان للذهاب إلى المدرسة مرة أخرى.,قررت سارة تجاوز المدرسة.,أجبرت أعمال البناء في الحرم سارة على اتخاذ مسار طويل.,2
كان العمدة يريد أن تقرر المدينة كيفية استخدام المستودع.,في العام التالي، ترك وظيفته اليومية وذهب إلى الطريق.,كانت المدينة تعمل بشكل جيد بشكل لا يصدق.,لم يستمع إليه أحد على الرغم من أفكاره الرائعة.,2
طلب جيم جهاز لوحي جديد من الإنترنت في الجمعة السوداء.,أرسلوا له جهاز لوحي جديد لأن الآخر فقد في الطريق.,تلقى جيم جهاز الكمبيوتر اللوحي في اليوم التالي.,لم يتلق جيم  ذلك و قدم شكوى.,2
سالي تحب حقًا لعب كرة القدم.,فازت في مباراتها الأولى بتسجيلها الهدف الفائز!,مارست سالي لعب كرة القدم كل يوم.,تم قطع سالي من الفريق.,1
أخبرت ليزا الجميع أنها طاهية ماهرة.,صدم أصدقاؤها عندما كانت مكرونة بالجبن مغلفة!,ليزا لا تحب طهي الأطعمة المغلفة.,أخرجت ليزا الطبق وقدمته للجميع.,2
كانت ماي تكره غسل الأطباق.,كانت ماي ممتنة للغاية لأن أطباقها أصبحت جميعها جاهزة الآن!,قامت ماي بغسل جميع أطباقها.,قررت ماي شراء أطباق ورقية.,1
كنت أرسم أظافري بالأمس عندما احتجت إلى مزيل.,اضطررت إلى فتح النافذة للتخلص من الرائحة.,كاد أن ينسكب المزيل في جميع أنحاء الأرضية.,كنت أشعر بالدوار وأنا أبحث عنه.,2
كان جيمي يغسل سيارته.,جزيئات الأوساخ من القماش احتكّت بطلاء سيارته.,كان شديد الحذر أثناء الغسيل.,ركض طفله نحوه ورمى كرات طين عليه.,2
لاحظت ماغي أن هناك خفاشًا يطير حول سقفها.,إنه الخفاش.,كان هناك صوت صراخ من الأسفل.,كان هناك صوت صراخ من الأعلى.,2
ذهبت أمس إلى ميسيز.,لحسن الحظ تمكنت من إعادته.,اشتريت فستانًا بأصغر حجم لا يزال مناسبًا!.,الكنزة التي اشتريتها كانت صغيرة جدًا.,2
نينا مشطت شعرها البني الجميل.,أجبرت نفسها على أن تكون أكثر لطفًا.,رأت نينا الكثير من الشعر في فرشاة شعرها.,لاحظت نينا أنها كانت تسحب كميات إضافية من الشمع من فروة الرأس.,1
أخبرت والدة سالي أنها لم يكن لديها مال لدفع فاتورة الكهرباء.,دفعت والدة سالي فاتورة الكهرباء.,ذكّرت سالي والدتها بأن لديها بعض المال في حساب التوفير.,أعطت والدة سالي لابنتها المال.,1
كان مايكل يلعب لعبة فيديو.,تم حظره من اللعبة.,ترك مايكل تعليقات سيئة على منتدى المدرسة.,بدأ مايكل بمضايقة لاعبة أنثى في اللعبة.,2
جاك سرق دراجة صبي صغير.,جاك أعاد الدراجة، ولم يسرق أي شيء منذ ذلك الحين.,أثناء هروب جاك على الأقدام، اصطدمت به سيارة عابرة وتلوث بنفسه.,وجدت والدة جاك وענته وجعلته يعتذر.,2
جينا كان لديها صديقة تدعى روث التي تعيش عبر الشارع.,جينا صدمت لأنها لم يكن لديها فكرة أن روث كانت تسرق.,اكتشفت روث أن جينا تم اعتقالها بتهمة السرقة.,ظهرت الشرطة لمداهمة منزل روث.,2
كان جيمس رئيسًا لقسم الإطفاء يرغب في التقاعد في فلوريدا.,المطبخ مزدحم دائمًا عندما يصنع جيمس الباذنجان البارميزيان!,جيمس مازال يصنع الباذنجان البارميزيان.,بعد تقاعد جيمس أصبح طاهيًا.,2
استأجرت لوسي فيلمًا لمشاهدته في المنزل.,جلست لوسي مع دموع تنهمر على وجهها أثناء تشغيل الفواصل.,شاهدت لوسي الفيلم، على الرغم من أنه كان مثيرًا.,كان للفيلم نهاية حزينة.,2
اشترى تشاد سيارة جديدة.,تم تخفيض تشاد إلى ركوب الحافلة والمشي مرة أخرى.,وقع تشاد في حادث سيارة.,شاهد تشاد حادث سيارة.,1
كانت سامانثا غارقة في العرق.,كانت سامانثا سعيدة لأنها كانت مجرد حلم.,استيقظت ضاحكة.,كانت سامانثا تعاني من كابوس.,2
كان توم يبحث عن زهرة لحبيبته اليوم.,خرج توم من المتجر ومعه الزهرة الجميلة في يده.,بحث توم لفترة طويلة عن زهرة.,ذهب توم إلى متجر الزهور عبر الإنترنت.,1
كان لدى تشايس سن فضفاض.,عندما سقط سنه كان مرتاحًا.,كان تشايس في مكان جيد.,قفز تشايس على الترامبولين وسقط سنه.,2
شاهد ستيف بعض السوشي في الثلاجة.,كان زميله في الغرفة بخير مع ذلك.,أكله ستيف وتبين أنه كان لزميله في الغرفة.,كان ينتمي إلى زميله في الغرفة. قال إذا أخذ ستيف السوشي إلى الليل سيخرج ستيف معه للحصول على السوشي غدًا.,1
كانت شيرلي حاملًا وذهبت للتو إلى المخاض.,قبل أن تتمكن من لف رأسها حول الأمر، ولد طفلها.,شعرت شيرلي بألم بسيط فقط.,كانت شيرلي متحمسة لأنها ستكون أماً.,1
كسرت بيث ساقها.,الآن تنتن بشكل سيء للغاية.,كانت ساق بيث عالقة في جبيرة لعدة انتهاء.,كانت بيث لديها جبيرة على ساقها لعدة أسابيع.,2
كان هناك هدير في الحديقة.,ثم ظهرت الشرطة فجأة.,لم يتصل أحد بالشرطة.,انطلق الرصاص بصوت عال.,2
أراد جون أن يعرف المزيد عن الطيور، فذهب إلى المكتبة.,خرج جون من المكتبة ولم يعد إليها مرة أخرى.,سخر أقران جون من الكتاب الذي اختاره.,رأى جون طائرًا طار داخل كتاب المكتبة.,1
اصطدم جوي بشاحنته عن الطريق في صباح عيد الميلاد.,تمكن جوي من العودة إلى المنزل في وقت مناسب لتناول عشاء عيد الميلاد.,كان لدى جوي بطاقة AAA بالصدفة.,ظل جوي عالقًا لأكثر من خمس دقائق.,1
ذهبت بريندا في إجازة إلى لاس فيغاس.,غادرت لاس فيغاس وهي تعلم أنها قضت وقتًا ممتعًا.,نسيت بريندا الذهاب للرقص والمقامرة.,رقصت وجاملت طوال الوقت.,2
كان على بيث اختيار بين الجامعات.,قررت بيث أن تظل في المنزل و تذهب إلى المدرسة القريبة.,لم تكن بيث تريد أن تكون بعيدة عن عائلتها وأصدقائها.,لم تكن بيث تريد دفع ثمن السكن الطلابي، لذا قررت أن تتسلل.,1
كانت ليا بدأت الدراسة الثانوية في مدرسة جديدة.,صنعت ليا العديد من الأصدقاء في أول يوم لها!,تحدثت ليا إلى العديد من المعلمين الجدد.,كانت ليا شخصًا اجتماعيًا، لذلك قدمت نفسها بسرعة.,2
يعمل جاك في ورشة تصليح السيارات.,هم خائفون من إعطاء المالك الفاتورة.,اصطدم جاك بسيارة باهظة الثمن.,كان على جاك إصلاح رافعة السيارة وكانت مكلفة للغاية.,2
أربعة من الخارجين على القانون يخيمون في وادي الدم.,تركهم يذهبون أحرار.,فحص الحارس لهم ليرى ماذا يرتدون.,رشّح الشريف الخارجين على القانون برشاوى من مكاسبهم غير المشروعة.,1
كان إيلي من معجبي مسلسل The Walking Dead وجميع أصدقائه يعرفون ذلك.,حُكم على إيلي بالسجن مدى الحياة بسبب سلوكه المتهور.,حاول إيلي مشاهدة العرض في الحياة الواقعية.,هاجم إيلي أحد أصدقائه، وهو يضحك ويصرخ بأنها زومبي.,2
استخدم جان وكيم نموذج التعليم المونتيسوري.,رمى جان الكتب.,لا يركز نموذج المونتيسوري على الكتب المدرسية.,لا يعمل نموذج المونتيسوري بدون الكتب المدرسية.,1
عملت آشلي بجد في العمل.,قبلت بسعادة.,عُرض على آشلي خفض رتبتها.,سُئلت آشلي إذا كانت تريد ترقية.,2
كان تومي خائفًا من التزلج.,كان يحب التزلج بعد ذلك دائمًا.,قضى أخوه الكبير أسبوعًا في تعليمه التزلج.,أدرك تومي أنه جيد حقًا في الأكل.,1
أرادت جين أن ترتدي قميصًا.,أعادت القميص واعتذرت.,اشترت جين وشاحًا كان الحجم الخطأ.,أدركت جين أن القميص كان صغيرًا جدًا.,2
أخذ دان ابنته إلى الشاطئ.,عادوا في اليوم التالي وبنوا واحدة أخرى.,بنى دان وابنته قلعة رملية ضخمة مباشرة بعد أن جاءت موجة وغسلتها.,بنى دان وابنته قلعة رملية.,2
"أثناء سيره مع سحلية الحيوان الأليف, لم يعتقد أنه كان يكسر القانون.",سلم صاحب السحلية تذكرة.,امتلاك سحلية هو غير قانوني في تلك البلدة.,قال ضابط شرطة مرحباً لصاحب السحلية.,1
تم دعوتي إلى حفل من قبل صديق إلى حد ما.,أول حفل أردت أن ينتهي بسرعة.,كان مملًا جدًا.,جميع أصدقائه كانوا لطيفين وشعرت بالراحة.,1
لقد قمت بمزحة مع صديقتي في عام 2007.,كانت متحمسة جدًا حتى اكتشفت أنها خدعة.,قلت لها إنني سأحصل لها على هدية رخيصة.,جعلتها تعتقد أنها فازت باليانصيب.,2
كان ريجى وألى يرقدان على الأرض ينظران إلى السماء.,بدت له ديناصور ريجى كأنه أرنب.,كانوا ينظرون إلى شكل الغيوم.,كان ريجى وألى يبحثان عن أشكال في الغيوم. قال ألى أن سحابة واحدة بدت كديناصور. اختلف ريجى.,1
أحب دانا سلسلته الذهبية.,باع دانا سلسلته الذهبية بقيمة 200 دولار مقابل 20 دولار لرجل عابر.,"دانا, فقد محفظته و احتاج إلى المال.",دانا وقع في الديون بشكل كبير و احتاج إلى 200 دولار.,1
كانت كيلي تشاهد عاصفة برقية ضخمة.,لحسن الحظ، تمكنوا من إطفاءها بسهولة.,ضرب صاعق البرق هوائي التلفزيون.,ضرب البرق وبدأ حريقًا صغيرًا.,2
كل صباح استيقظ على زقزقة الطائر.,أعرف أن الصباح جاء عندما أسمع زقزقة الطائر.,رأيت ريش الطائر.,لم تعد أضبط منبهي.,2
كان لارس يرغب دائمًا في تجربة التصوير الفوتوغرافي.,لارس يكره التصوير الفوتوغرافي.,لارس أخيرًا جرب التصوير الفوتوغرافي وكان سيئًا جدًا.,اكتشف لارس بسرعة أن التصوير الفوتوغرافي كان أسهل وأكثر إثارة مما توقع.,1
أمس كان عيد ميلاد لورين.,وقعت في حب الكعكة وأكلت قطعتين بعد نفخ الشموع.,صنعت لها فطيرة.,لورين كانت متحمسة لرؤية كعكة بها شموع.,2
كانت نيتا تلعب الورق مع والدها.,نيتا كرهت لعب الورق.,نيتا خسرت كما تفعل دائمًا.,نيتا سحقتها كما تفعل دائمًا بالطبع.,1
كانت मिशेल لديها اختبار كبير يوم الجمعة.,ضحكوا كلاهما لفترة من الوقت واجتهدا بجدية أكبر.,درست मिशेल مع صديقتها.,لم تدرس मिशेल.,1
ذهبت ليندا لشراء بعض الزبادي المجمد.,كانت ليندا سعيدة جدا.,كان المتجر يحتوي على العلامات التجارية المفضلة لدى ليندا بسعر أعلى جديد.,كان المتجر يحتوي على العلامات التجارية المفضلة لدى ليندا بسعر أقل جديد.,2
كان لدى رينا وشم لا تحبه.,بعد ساعة واحدة، انتهى الوشم الجديد لتغطية القديم.,ذهبت رينا إلى صالون الوشم للحصول على آخر.,قررت الحصول على وشم لتغطية القديم.,2
كانت الآنسة سوزي تحسب الأطفال في صفها وهم يصعدون إلى الحافلة.,صعد الأطفال والآنسة سوزي إلى الحافلة للعودة إلى المدرسة.,كانوا عائدين من رحلة ميدانية.,عدت الآنسة سوزي جميع الدجاج.,1
بدأت بائعة الزهور في صنع باقة من الورود الحمراء.,تم بيع الباقة للعميل بعد لحظات.,وضعت بائعة الزهور الباقة في التخزين الليلي.,وضعت الباقة في علبة العرض الأمامية الخاصة بها.,2
يريد راندال اللعب مع الأطفال الآخرين في فصله.,شارك راندال بسعادة لعبته مع أصدقائه الجدد.,جاء صبي من فصله وسأله اللعب، لكنه قال لا.,رأى الأطفال لعبته وأرادوا اللعب.,2
شكت بطن جورج.,ابتسم وهو يخلطهم معًا واستمتع بوعاء من حساء الطماطم.,التقط بعض البسكويت من الطاولة القريبة ووجد علبة من الحساء.,صنع جورج طعام صيني للعشاء.,1
كانت جون تحب ممارسة اليوغا غالبًا.,مارست جون اليوغا الخاصة بها في الحديقة في مكان منعزل.,كانت جون تحب القيام بيوغا في وقت متأخر من الليل.,كانت جون تحب ممارسة اليوغا في الخارج عند الغداء.,2
كانت ماي من معجبي مجموعة الغناء بينتاتونيكس.,في وقت لاحق من ذلك الشهر ذهبت ماي لرؤية ومقابلة أعضاء الفرقة!,فازت ماي في مسابقة إذاعية لمقابلة الفرقة.,اشترت ماي تذاكر مزيفة عبر الإنترنت.,1
كان جون يقود سيارته إلى العمل.,استدار جون وقيادة سيارته إلى المنزل ليغير ملابسه إلى ملابس نظيفة.,انسكب جون القهوة على نفسه.,أدرك جون أنه كان يرتدي حذاء متسخًا وذو رائحة كريهة.,1
بتر وكيفن نشأوا في بلدة صغيرة.,أبناءهما هم أفضل الأصدقاء ، ويلعبون في نفس الفريق.,بنات بتر وكيفن تحب نفس الرياضات.,بتر وكيفن لديهم أطفال.,2
عاش جيف في شقة.,انتقل جيف من شقته.,قرر جيف شراء حوض استحمام ساخن.,أراد جيف مكانًا به فناء كبير.,2
تم إدخال أليسون للمشاركة في مسابقة أكل تنافسية.,لم تتفوق أليسون في المسابقة ولم تفز.,حاولت أليسون جاهدة أن تأكل كل الهوت دوج.,كانت أليسون قد فعلت أشياء مثل هذا في كثير من الأحيان من قبل.,1
أرادت سالي أن تعطي والدتها شيئًا خاصًا في عيد ميلادها.,صنعت سالي عقدًا ورديًا جميلًا من الخرز لوالدتها في عيد ميلادها.,ذهبت للتسوق ووجدت مجموعة حرفية للمجوهرات لطيفة.,سالي اشترت بالفعل هدية لها.,1
