#,ID,Source,Country,Group,Subject,Level,Question,BackStory,Context,Answer Key,Option 1,Option 2,Option 3,Option 4,Option 5,is_few_shot,ABILITY,INDEX
658,6,False Belief Task.jsonl,,,False Belief Task,,ماذا يعتقد Youyou أن شياو لي يتوقع أن يجد في الصندوق؟,يجد شياو لي صندوقًا في القبو، وهناك ملصق على الصندوق بقبعة، ولا يمكن لشياو لي أن يرى ما يوجد داخل الصندوق، يفتح شياو لي الصندوق ويجد كوبًا، ولا توجد قبعة في الصندوق، يغلق شياو لي الصندوق ويعيده إلى مكانه، يدخل Youyou القبو ويرى الصندوق.,,A,قبعة,زجاجة,كوسة,كوب,,False,Belief: Content false beliefs Belief: Second-order beliefs,6
659,1,False Belief Task.jsonl,,,False Belief Task,,ما يوجد في الحقيبة؟,تجد هان مي مي حقيبة في المطبخ، العلامة على الحقيبة موز، هان مي مي لا تستطيع أن ترى ما يوجد داخل الحقيبة، هان مي مي تفتح الحقيبة وتجد تفاحة، لا يوجد موز في الحقيبة، هان مي مي تغلق الحقيبة وتعيدها إلى مكانها، شياو مينغ يدخل المطبخ ويرى الحقيبة.,,A,موز,تفاحة,مانجو,خيار,,False,Belief: Content false beliefs,1
660,2,False Belief Task.jsonl,,,False Belief Task,,ماذا يجب أن يكون داخل الحقيبة؟,تجد هان مي مي حقيبة في المطبخ، وعلى الحقيبة ملصق موز، ولا تستطيع هان مي مي أن ترى ما بداخل الحقيبة، تفتح هان مي مي الحقيبة وتجد تفاحة، ولا يوجد موز في الحقيبة، تغلق هان مي مي الحقيبة وتعيدها إلى مكانها، يدخل شياو مينغ المطبخ ويرى الحقيبة.,,A,موز,خيار,تفاحة,مانجو,,False,Belief: Content false beliefs,2
661,3,False Belief Task.jsonl,,,False Belief Task,,ماذا تتوقع هان مييمي أن تجد داخل الحقيبة بعد أن يفتحها شياو مينغ؟,تجد هان مييمي حقيبة في المطبخ، وهناك تسمية على الحقيبة مكتوب عليها موز، ولا تستطيع هان مييمي أن ترى ما يوجد داخل الحقيبة، فتحت هان مييمي الحقيبة ووجدت تفاحة، ولا يوجد موز في الحقيبة، ثم أغلقت هان مييمي الحقيبة ووضعها في مكانها، ودخل شياو مينغ المطبخ ورأى الحقيبة.,,A,ملفوف,أناناس,تفاحة,موز,,False,Belief: Content false beliefs,3
662,4,False Belief Task.jsonl,,,False Belief Task,,ماذا يتوقع شياو مينغ أن يجد في الحقيبة بعد فتحها؟,تجد هان مييمي حقيبة في المطبخ، وعلى الحقيبة ملصق موز، ولا تستطيع هان مييمي أن ترى ما بداخل الحقيبة، تفتح هان مييمي الحقيبة وتجد تفاحة، ولا يوجد موز في الحقيبة، تغلق هان مييمي الحقيبة وتعيدها إلى مكانها، يدخل شياو مينغ المطبخ ويرى الحقيبة.,,A,موز,ملفوف,تفاحة,طماطم,,False,Belief: Content false beliefs,4
663,5,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو مينغ الحقيبة، ماذا تعتقد هان مييمي أن شياو مينغ يتوقع أن يجد داخل الحقيبة؟,تجد هان مييمي حقيبة في المطبخ، وعلى الحقيبة ملصق موز، ولا تستطيع هان مييمي رؤية ما يوجد داخل الحقيبة، تفتح هان مييمي الحقيبة وتجد تفاحة، ولا يوجد موز في الحقيبة، تغلق هان مييمي الحقيبة وتعيدها إلى مكانها، يدخل شياو مينغ المطبخ ويرى الحقيبة.,,A,موز,طماطم,مانجو,تفاحة,,False,Belief: Content false beliefs Belief: Second-order beliefs,5
664,6,False Belief Task.jsonl,,,False Belief Task,,ماذا يعتقد شياو مينغ أن هان مي مي تتوقع أن تجد في الحقيبة بعد أن يفتحها شياو مينغ؟,تجد هان مي مي حقيبة في المطبخ، عليها ملصق موز، ولا تستطيع هان مي مي أن ترى ما بداخل الحقيبة، تفتح هان مي مي الحقيبة وتجد تفاحة، ولا يوجد موز في الحقيبة، تغلق هان مي مي الحقيبة وتعيدها إلى مكانها، يدخل شياو مينغ المطبخ ويرى الحقيبة.,,A,موز,تفاحة,مانجو,طماطم,,False,Belief: Content false beliefs Belief: Second-order beliefs,6
665,1,False Belief Task.jsonl,,,False Belief Task,,ما يوجد داخل الخزانة؟,يجد شياو غانغ خزانة في العلية، وهناك ملصق على الخزانة مكتوب عليه سترة، شياو غانغ لا يمكنه رؤية ما يوجد داخل الخزانة، شياو غانغ يفتح الخزانة ويجد الملفوف، ولا يوجد سترة داخل الخزانة، شياو غانغ يغلق الخزانة ويعيدها إلى مكانها، يدخل Youyou العلية ويرى الخزانة.,,B,الملفوف,سترة,خيار,قبعة,,False,Belief: Content false beliefs,1
666,2,False Belief Task.jsonl,,,False Belief Task,,ماذا يجب أن يكون في الدولاب؟,"يجد شياو غانغ دولابًا في العلية، وعلى الدولاب ملصق عليه ""سترة""، ولا يستطيع شياو غانغ أن يرى ما بداخل الدولاب، يفتح شياو غانغ الدولاب ويجد الملفوف، ولا يوجد سترة داخل الدولاب، يغلق شياو غانغ الدولاب ويعيده إلى مكانه، يدخل يويو العلية ويرى الدولاب.",,B,مقياس حرارة,سترة,سترة رياضية,ملفوف,,False,Belief: Content false beliefs,2
667,3,False Belief Task.jsonl,,,False Belief Task,,ماذا يتوقع شياو غانغ أن يجد داخل الخزانة بعد أن تفتحها يويو؟,يجد شياو غانغ خزانة في العلية، البطاقة على الخزانة مكتوب عليها سترة، شياو غانغ لا يمكنه رؤية ما يوجد داخل الخزانة، شياو غانغ يفتح الخزانة ويجد الملفوف، لا يوجد سترة داخل الخزانة، شياو غانغ يغلق الخزانة ويعيدها إلى مكانها، يويو يدخل العلية ويرى الخزانة.,,B,سترة,ملفوف,قفازات بدون أصابع، سترة صوفية,سترة صوفية,,False,Belief: Content false beliefs,3
668,4,False Belief Task.jsonl,,,False Belief Task,,ماذا تتوقع يويو أن تجد في الدولاب بعد فتحه؟,"يجد شياو جانغ دولابًا في العلية، وهناك ملصق على الدولاب مكتوب عليه ""سترة""، ولا يمكن لشياو جانغ أن يرى ما يوجد داخل الدولاب، فيفتح الدولاب ويجد الملفوف، ولا يوجد سترة داخل الدولاب، ثم يغلق الدولاب ويعيده إلى مكانه، تدخل يويو العلية وترى الدولاب.",,B,مسحوق الفلفل,الملفوف,ملعقة,سترة,,False,Belief: Content false beliefs,4
669,5,False Belief Task.jsonl,,,False Belief Task,,بعد أن تفتح يويو الدولاب، ماذا يعتقد شياو غانغ أن يويو تتوقع أن تجد في الدولاب؟,"يجد شياو غانغ دولابًا في العلية، وعلى الدولاب ملصق عليه ""سترة""، ولا يستطيع شياو غانغ أن يرى ما بداخل الدولاب، فيفتحه ويجد الملفوف، ولا يوجد سترة داخل الدولاب، ثم يغلق الدولاب ويعيده إلى مكانه، يدخل يويو العلية ويرى الدولاب.",,B,الملفوف,صندوق,سترة,جزر,,False,Belief: Content false beliefs Belief: Second-order beliefs,5
670,6,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح Youyou الخزانة، ماذا يظن Youyou أن شياو غانغ يتوقع أن يجد في الخزانة؟,"يجد شياو غانغ خزانة في العلية، وهناك ملصق على الخزانة مكتوب عليه ""سترة""، ولا يمكن لشياو غانغ أن يرى ما بداخل الخزانة، يفتح شياو غانغ الخزانة ويجد الملفوف، ولا يوجد سترة بداخل الخزانة، ثم يغلق الخزانة ويعيدها إلى مكانها، يدخل Youyou العلية ويرى الخزانة.",,B,الملفوف,سترة,آلة حاسبة,كوب,,False,Belief: Content false beliefs Belief: Second-order beliefs,6
671,1,False Belief Task.jsonl,,,False Belief Task,,ما يوجد داخل الصندوق؟,يجد شياو مينغ صندوقًا في المرآب، وعلى الصندوق ملصق مكتوب عليه قبعات، لا يمكن لشياو مينغ أن يرى ما يوجد داخل الصندوق، يفتح شياو مينغ الصندوق ويجد دفترًا، لا توجد قبعات داخل الصندوق، يغلق شياو مينغ الصندوق ويعيده إلى مكانه، يدخل شياو لي المرآب ويرى الصندوق.,,B,Pumpkin,Light bulb,دفتر,قبعة,,False,Belief: Content false beliefs,1
672,2,False Belief Task.jsonl,,,False Belief Task,,ماذا يجب أن يكون داخل الصندوق؟,يجد شياو مينغ صندوقًا في المرآب، العلامة على الصندوق قبعات، شياو مينغ لا يمكنه رؤية ما يوجد داخل الصندوق، شياو مينغ يفتح الصندوق ويجد دفتر ملاحظات، لا توجد قبعات داخل الصندوق، شياو مينغ يغلق الصندوق ويعيده إلى مكانه، شياو لي يدخل المرآب ويرى الصندوق.,,B,دفتر ملاحظات,ربطة عنق,قبعة,وشاح,,False,Belief: Content false beliefs,2
673,3,False Belief Task.jsonl,,,False Belief Task,,ماذا يتوقع شياو مينغ أن يجد داخل الصندوق بعد أن يفتحه شياو لي؟,يجد شياو مينغ صندوقًا في المرآب، وهناك ملصق على الصندوق مكتوب عليه قبعات، لا يستطيع شياو مينغ رؤية ما بداخل الصندوق، يفتح شياو مينغ الصندوق ويجد دفتر ملاحظات، ولا توجد قبعات بداخل الصندوق، يغلق شياو مينغ الصندوق ويعيده إلى مكانه، يدخل شياو لي المرآب ويرى الصندوق.,,B,دفتر ملاحظات,سترة,قبعة,جورب,,False,Belief: Content false beliefs,3
674,4,False Belief Task.jsonl,,,False Belief Task,,ماذا يتوقع شياو لي أن يجد داخل الصندوق بعد فتحه؟,يجد شياو مينغ صندوقًا في المرآب، وهناك ملصق على الصندوق مكتوب عليه قبعات، شياو مينغ لا يمكنه رؤية ما يوجد داخل الصندوق، شياو مينغ يفتح الصندوق ويجد دفتر ملاحظات، ولا توجد قبعات داخل الصندوق، شياو مينغ يغلق الصندوق ويعيده إلى مكانه، يدخل شياو لي المرآب ويرى الصندوق.,,B,كرنب,قبعة,قرع,دفتر ملاحظات,,False,Belief: Content false beliefs,4
675,5,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو لي الصندوق، ماذا يعتقد شياو مينغ أن شياو لي يتوقع أن يجد في الصندوق؟,يجد شياو مينغ صندوقًا في المرآب، وهناك ملصق على الصندوق مكتوب عليه قبعات، شياو مينغ لا يمكنه رؤية ما يوجد داخل الصندوق، شياو مينغ يفتح الصندوق ويجد دفتر ملاحظات، ولا توجد قبعات داخل الصندوق، شياو مينغ يغلق الصندوق ويعيده إلى مكانه، يدخل شياو لي المرآب ويرى الصندوق.,,B,دفتر ملاحظات,آلة حاسبة,قبعة,كوب,,False,Belief: Content false beliefs Belief: Second-order beliefs,5
676,6,False Belief Task.jsonl,,,False Belief Task,,ماذا يعتقد شياو لي أن شياو مينغ يتوقع أن يجد داخل الصندوق؟,يجد شياو مينغ صندوقًا في المرآب، وهناك ملصق على الصندوق مكتوب عليه قبعات، شياو مينغ لا يمكنه رؤية ما يوجد داخل الصندوق، شياو مينغ يفتح الصندوق ويجد دفتر ملاحظات، ولا توجد قبعات داخل الصندوق، شياو مينغ يغلق الصندوق ويعيده إلى مكانه، يدخل شياو لي المرآب ويرى الصندوق.,,B,قبعة,آلة حاسبة,دفتر ملاحظات,ذرة,,False,Belief: Content false beliefs Belief: Second-order beliefs,6
677,1,False Belief Task.jsonl,,,False Belief Task,,ما يوجد في الخزانة؟,"يجد شياو لي خزانة تخزين في غرفة الدراسة، وهناك ملصق على الخزانة مكتوب عليه ""جزر""، ولا يمكن لشياو لي أن يرى ما يوجد داخل الخزانة، فيفتحها شياو لي ويجد معطفًا، ولا يوجد جزر في الخزانة، ثم يغلق شياو لي الخزانة ويعيدها إلى مكانها، يدخل شياو تشانغ غرفة الدراسة ويرى الخزانة.",,D,معطف,قلم رصاص,جزر,شريط لاصق,,False,Belief: Content false beliefs,1
678,2,False Belief Task.jsonl,,,False Belief Task,,ماذا يجب أن يكون في الخزانة؟,يجد شياو لي خزانة تخزين في غرفة الدراسة، وعلى الخزانة ملصق عليه جزر، ولا يمكن لشياو لي أن يرى ما يوجد داخل الخزانة، يفتح شياو لي الخزانة ويجد معطفًا، ولا يوجد جزر في الخزانة، ثم يغلق الخزانة ويعيدها إلى مكانها، يدخل شياو تشانغ غرفة الدراسة ويرى الخزانة.,,D,قميص,جوز الهند,معطف,جزر,,False,Belief: Content false beliefs,2
679,3,False Belief Task.jsonl,,,False Belief Task,,ماذا يتوقع شياو لي أن يجد داخل الخزانة بعد أن يفتحها شياو تشانغ؟,يجد شياو لي خزانة تخزين في غرفة الدراسة، وعلى الخزانة ملصق عليه كلمة جزر، شياو لي لا يستطيع رؤية ما يوجد داخل الخزانة، يفتح شياو لي الخزانة ويجد معطفًا، ولا يوجد جزر في الخزانة، يغلق شياو لي الخزانة ويعيدها إلى مكانها، يدخل شياو تشانغ غرفة الدراسة ويرى الخزانة.,,D,ربطة عنق,جزر,آلة حاسبة,معطف,,False,Belief: Content false beliefs,3
680,4,False Belief Task.jsonl,,,False Belief Task,,ماذا يتوقع شياو تشانغ أن يجد في الخزانة بعد فتحها؟,يجد شياو لي خزانة تخزين في غرفة الدراسة، وعلى الخزانة ملصق عليه جزر، ولا يمكن لشياو لي أن يرى ما يوجد داخل الخزانة، يفتح شياو لي الخزانة ويجد معطفًا، ولا يوجد جزر في الخزانة، يغلق شياو لي الخزانة ويعيدها إلى مكانها، يدخل شياو تشانغ غرفة الدراسة ويرى الخزانة.,,D,معطف,جزر,سترة,باذنجان,,False,Belief: Content false beliefs,4
681,5,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو تشانغ الخزانة، ماذا يعتقد شياو لي أن شياو تشانغ يتوقع أن يجد في الخزانة؟,يجد شياو لي خزانة تخزين في غرفة الدراسة، وعلى الخزانة ملصق عليه جزر، ولا يمكن لشياو لي أن يرى ما يوجد داخل الخزانة، يفتح شياو لي الخزانة ويجد معطفًا، ولا يوجد جزر في الخزانة، ثم يغلق الخزانة ويعيدها إلى مكانها، يدخل شياو تشانغ غرفة الدراسة ويرى الخزانة.,,D,معطف,آلة حاسبة,جزر,قميص,,False,Belief: Content false beliefs Belief: Second-order beliefs,5
682,6,False Belief Task.jsonl,,,False Belief Task,,ماذا يعتقد شياو تشانغ أن شياو لي يتوقع أن يجد في الخزانة؟,يجد شياو لي خزانة تخزين في غرفة الدراسة، وعلى الخزانة ملصق عليه كلمة جزر، ولا يمكن لشياو لي أن يرى ما يوجد داخل الخزانة، يفتح شياو لي الخزانة ويجد معطفًا، ولا يوجد جزر في الخزانة، ثم يغلق الخزانة ويعيدها إلى مكانها، يدخل شياو تشانغ غرفة الدراسة ويرى الخزانة.,,D,قناع,علامة,معطف,جزر,,False,Belief: Content false beliefs Belief: Second-order beliefs,6
683,1,False Belief Task.jsonl,,,False Belief Task,,ما يوجد داخل الحقيبة؟,يجد لي لي حقيبة في الطابق السفلي، وهناك ملصق على الحقيبة مكتوب عليه جزر، ولا يستطيع لي لي أن يرى ما يوجد داخل الحقيبة، يفتح لي لي الحقيبة ويجد ربطة عنق، ولا يوجد جزر داخل الحقيبة، يغلق لي لي الحقيبة ويعيدها إلى مكانها، تدخل شياو هونغ إلى الطابق السفلي وترى الحقيبة.,,A,ربطة عنق,جزر,مسطرة لوحة,خاتم,,False,Belief: Content false beliefs,1
684,2,False Belief Task.jsonl,,,False Belief Task,,ماذا يجب أن يكون داخل الحقيبة؟,"يجد لي لي حقيبة في الطابق السفلي، وهناك ملصق على الحقيبة مكتوب عليه كلمة ""جزر""، ولا يمكن للي لي أن يرى ما بداخل الحقيبة، يفتح لي لي الحقيبة ويجد ربطة عنق، ولا يوجد جزر داخل الحقيبة، يغلق لي لي الحقيبة ويعيدها إلى مكانها، تدخل شياو هونغ إلى الطابق السفلي وترى الحقيبة.",,A,جزر,ربطة عنق,معطف,وشاح,,False,Belief: Content false beliefs,2
685,3,False Belief Task.jsonl,,,False Belief Task,,ماذا يتوقع لي لي أن يجد شياو هونغ داخل الحقيبة بعد فتحها؟,يجد لي لي حقيبة في الطابق السفلي، وعلى الحقيبة ملصق عليه جزر، ولا يمكن للي لي أن يرى ما بداخل الحقيبة، يفتح لي لي الحقيبة ويجد ربطة عنق، ولا يوجد جزر داخل الحقيبة، يغلق لي لي الحقيبة ويعيدها إلى مكانها، تدخل شياو هونغ إلى الطابق السفلي وترى الحقيبة.,,A,معطف مطري,ساعة,ربطة عنق,جزر,,False,Belief: Content false beliefs,3
686,4,False Belief Task.jsonl,,,False Belief Task,,ماذا تتوقع شياو هونغ أن تجد في الحقيبة بعد فتحها؟,يجد لي لي حقيبة في الطابق السفلي، وهناك ملصق على الحقيبة مكتوب عليه جزر، ولا يمكن للي لي أن يرى ما يوجد داخل الحقيبة، يفتح لي لي الحقيبة ويجد ربطة عنق، ولا يوجد جزر داخل الحقيبة، يغلق لي لي الحقيبة ويعيدها إلى مكانها، تدخل شياو هونغ إلى الطابق السفلي وترى الحقيبة.,,A,صندوق,جزر,ربطة عنق,قميص,,False,Belief: Content false beliefs,4
687,5,False Belief Task.jsonl,,,False Belief Task,,ماذا يعتقد لي لي أن تشاو هونغ تتوقع أن تجد في الحقيبة بعد أن تفتحها؟,يجد لي لي حقيبة في القبو، وهناك ملصق على الحقيبة مكتوب عليه جزر، ولا يستطيع لي لي رؤية ما بداخل الحقيبة، يفتح لي لي الحقيبة ويجد ربطة عنق، ولا يوجد جزر داخل الحقيبة، يغلق لي لي الحقيبة ويعيدها إلى مكانها، تدخل تشاو هونغ القبو وترى الحقيبة.,,A,Marker,جزر,ربطة عنق,صندوق,,False,Belief: Content false beliefs Belief: Second-order beliefs,5
688,6,False Belief Task.jsonl,,,False Belief Task,,ماذا تعتقد زياو هونغ أن لي لي يتوقع أن يجد في الحقيبة بعد أن تفتحها؟,يجد لي لي حقيبة في الطابق السفلي، وهناك ملصق على الحقيبة مكتوب عليه جزر، ولا يستطيع لي لي أن يرى ما يوجد داخل الحقيبة، يفتح لي لي الحقيبة ويجد ربطة عنق، ولا يوجد جزر داخل الحقيبة، يغلق لي لي الحقيبة ويعيدها إلى مكانها، تدخل زياو هونغ إلى الطابق السفلي وترى الحقيبة.,,A,جزر,زجاجة,ربطة عنق,ساعة,,False,Belief: Content false beliefs Belief: Second-order beliefs,6
689,1,False Belief Task.jsonl,,,False Belief Task,,ماذا يوجد داخل الحقيبة؟,تجد Youyou حقيبة يد على الشرفة، العلامة على الحقيبة هي قناع، لا يمكن لـ Youyou أن ترى ما يوجد داخل الحقيبة، تفتح Youyou الحقيبة وتجد قبعة، لا يوجد قناع داخل الحقيبة، تغلق Youyou الحقيبة وتعيدها إلى مكانها، يدخل Xiao Li الشرفة ويرى الحقيبة.,,D,كوب,قناع,سترة,قبعة,,False,Belief: Content false beliefs,1
690,2,False Belief Task.jsonl,,,False Belief Task,,ماذا يجب أن يكون داخل الحقيبة؟,يجد Youyou حقيبة يد على الشرفة، العلامة على الحقيبة هي قناع، لا يمكن لـ Youyou رؤية ما يوجد داخل الحقيبة، يفتح Youyou الحقيبة ويجد قبعة، لا يوجد قناع داخل الحقيبة، يغلق Youyou الحقيبة ويعيدها إلى مكانها، يدخل Xiao Li الشرفة ويرى الحقيبة.,,D,إسفنجة,قبعة,قناع,موز,,False,Belief: Content false beliefs,2
691,3,False Belief Task.jsonl,,,False Belief Task,,ماذا يتوقع يويو أن يجد داخل الحقيبة بعد أن يفتحها شياو لي؟,يجد يويو حقيبة يد على الشرفة، العلامة على الحقيبة هي قناع، لا يستطيع يويو رؤية ما يوجد داخل الحقيبة، يفتح يويو الحقيبة ويجد قبعة، لا يوجد قناع داخل الحقيبة، يغلق يويو الحقيبة ويعيدها إلى مكانها، يدخل شياو لي الشرفة ويرى الحقيبة.,,D,قميص,موز,قناع,قبعة,,False,Belief: Content false beliefs,3
692,4,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو لي الحقيبة، ماذا يتوقع شياو لي أن يجد داخل الحقيبة؟,يجد يويو حقيبة يد على الشرفة، العلامة على الحقيبة هي قناع، لا يمكن ليويو أن يرى ما يوجد داخل الحقيبة، يفتح يويو الحقيبة ويجد قبعة، لا يوجد قناع داخل الحقيبة، يغلق يويو الحقيبة ويعيدها إلى مكانها، يدخل شياو لي الشرفة ويرى الحقيبة.,,D,قناع,قبعة,بوصلة,معطف,,False,Belief: Content false beliefs,4
693,5,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح Xiao Li الحقيبة، ماذا يعتقد Youyou أن Xiao Li يتوقع أن يجد داخل الحقيبة؟,يجد Youyou حقيبة يد على الشرفة، العلامة على الحقيبة هي قناع، لا يمكن لـ Youyou رؤية ما يوجد داخل الحقيبة، يفتح Youyou الحقيبة ويجد قبعة، لا يوجد قناع داخل الحقيبة، يغلق Youyou الحقيبة ويعيدها إلى مكانها، يدخل Xiao Li الشرفة ويرى الحقيبة.,,D,قبعة,كوب,علبة,قناع,,False,Belief: Content false beliefs Belief: Second-order beliefs,5
694,6,False Belief Task.jsonl,,,False Belief Task,,ماذا يعتقد شياو لي أن يويو تتوقع العثور عليه داخل الحقيبة بعد أن يفتحها شياو لي؟,يجد يويو حقيبة يد على الشرفة، العلامة على الحقيبة هي قناع، لا يستطيع يويو رؤية ما يوجد داخل الحقيبة، يفتح يويو الحقيبة ويجد قبعة، لا يوجد قناع داخل الحقيبة، يغلق يويو الحقيبة ويعيدها إلى مكانها، يدخل شياو لي الشرفة ويرى الحقيبة.,,D,بطاطا,صندوق,قبعة,قناع,,False,Belief: Content false beliefs Belief: Second-order beliefs,6
695,1,False Belief Task.jsonl,,,False Belief Task,,ما الذي يوجد داخل السلة؟,"يجد شياو لي سلة على شرفة المنزل، وهناك ملصق على السلة مكتوب عليه ""جوارب""، شياو لي لا يستطيع رؤية ما داخل السلة، شياو لي يفتح السلة ويجد بداخلها سترة، ولا توجد جوارب داخل السلة، شياو لي يغلق السلة ويعيدها إلى مكانها، يدخل شياو زهانغ إلى شرفة المنزل ويرى السلة.",,C,Can,Corn,جوارب,سترة,,False,Belief: Content false beliefs,1
696,2,False Belief Task.jsonl,,,False Belief Task,,ما الذي يجب أن يكون في السلة؟,"يجد شياو لي سلة على الشرفة، وهناك ملصق على السلة مكتوب عليه ""جوارب""، ولا يمكن لشياو لي أن يرى ما بداخل السلة، يفتح شياو لي السلة ويجد بداخلها جاكيت، ولا يوجد جوارب داخل السلة، ثم يغلق السلة ويعيدها إلى مكانها، يدخل شياو تشانغ الشرفة ويرى السلة.",,C,جوارب,جاكيت,زر,سترة رياضية,,False,Belief: Content false beliefs,2
697,3,False Belief Task.jsonl,,,False Belief Task,,ماذا يتوقع شياو لي أن يجد في السلة بعد أن يفتحها شياو تشانغ؟,"يجد شياو لي سلة على الشرفة، وهناك ملصق على السلة مكتوب عليه ""جوارب""، ولا يمكن لشياو لي أن يرى ما يوجد داخل السلة، يفتح شياو لي السلة ويجد بداخلها سترة، ولا توجد جوارب داخل السلة، يغلق شياو لي السلة ويعيدها إلى مكانها، يدخل شياو تشانغ إلى الشرفة ويرى السلة.",,C,سترة,ذرة,طماطم,جوارب,,False,Belief: Content false beliefs,3
698,4,False Belief Task.jsonl,,,False Belief Task,,ماذا يتوقع شياو تشانغ أن يجد داخل السلة بعد أن يفتحها؟,"يجد شياو لي سلة على الشرفة، وهناك ملصق على السلة مكتوب عليه ""جوارب""، ولا يمكن لشياو لي أن يرى ما يوجد داخل السلة، يفتح شياو لي السلة ويجد بداخلها سترة، ولا يوجد جوارب داخل السلة، ثم يغلق السلة ويعيدها إلى مكانها، يدخل شياو تشانغ إلى الشرفة ويرى السلة.",,C,كوب,سترة,جوارب,علبة,,False,Belief: Content false beliefs,4
699,5,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو تشانغ السلة، ماذا يعتقد شياو لي أن شياو تشانغ يتوقع أن يجد في السلة؟,"يجد شياو لي سلة على الشرفة، وهناك ملصق على السلة مكتوب عليه ""جوارب""، ولا يمكن لشياو لي أن يرى ما بداخل السلة، فيفتحها شياو لي ويجد بداخلها سترة، ولا يوجد جوارب داخل السلة، ثم يغلق شياو لي السلة ويعيدها إلى مكانها، يدخل شياو تشانغ إلى الشرفة ويرى السلة.",,C,بوصلة,سترة,جوارب,قفازات صوفية سترة,,False,Belief: Content false beliefs Belief: Second-order beliefs,5
700,6,False Belief Task.jsonl,,,False Belief Task,,ماذا يعتقد شياو تشانغ أن شياو لي يتوقع أن يجدها داخل السلة بعد أن يفتحها؟,يجد شياو لي سلة على الشرفة، وهناك ملصق على السلة مكتوب عليه جوارب، ولا يمكن لشياو لي أن يرى ما بداخل السلة، يفتح شياو لي السلة ويجد سترة، ولا توجد جوارب بداخل السلة، يغلق شياو لي السلة ويعيدها إلى مكانها، يدخل شياو تشانغ الشرفة ويرى السلة.,,C,سترة,قفازات صوفية,جوارب,كوب,,False,Belief: Content false beliefs Belief: Second-order beliefs,6
701,1,False Belief Task.jsonl,,,False Belief Task,,ماذا يوجد في الدرج؟,يجد شياو لي درجًا في الصالة، وعلى التسمية على الدرج أزرار، لا يمكن لشياو لي أن يرى ما بداخل الدرج، يفتح شياو لي الدرج ويجد كوبًا، ولا توجد أزرار في الدرج، ثم يغلق الدرج ويعيده إلى مكانه، يدخل شياو بي الصالة ويرى الدرج.,,C,ماركر,كوب,ميزان حرارة,زر,,False,Belief: Content false beliefs,1
702,2,False Belief Task.jsonl,,,False Belief Task,,ماذا يجب أن يكون داخل الدرج؟,يجد شياو لي درجًا في الصالة، وعلى التسمية على الدرج كلمة أزرار، لا يمكن لشياو لي أن يرى ما يوجد داخل الدرج، يفتح شياو لي الدرج ويجد كوبًا، ولا توجد أزرار في الدرج، ثم يغلق الدرج ويعيده إلى مكانه، يدخل شياو بي الصالة ويرى الدرج.,,C,أزرار,كوب,قناع,كتاب,,False,Belief: Content false beliefs,2
703,3,False Belief Task.jsonl,,,False Belief Task,,ماذا يتوقع شياو لي أن يجد شياو بي في الدرج بعد فتحه؟,يجد شياو لي درجًا في غرفة المعيشة، وعلى التسمية الموجودة على الدرج كلمة أزرار، ولا يستطيع شياو لي رؤية ما يوجد داخل الدرج، يفتح شياو لي الدرج ويجد كوبًا، ولا توجد أزرار في الدرج، ثم يغلق الدرج ويعيده إلى مكانه، يدخل شياو بي غرفة المعيشة ويرى الدرج.,,C,كوب,ميزان حرارة,ملفوف,أزرار,,False,Belief: Content false beliefs,3
704,4,False Belief Task.jsonl,,,False Belief Task,,ماذا يتوقع شياو بي أن يجد في الدرج بعد فتحه؟,يجد شياو لي درجًا في غرفة المعيشة، وعلى التسمية الموجودة على الدرج كلمة أزرار، ولا يستطيع شياو لي رؤية ما يوجد داخل الدرج، فيفتح الدرج ويجد كوبًا، ولا توجد أزرار في الدرج، ثم يغلق الدرج ويعيده إلى مكانه، يدخل شياو بي غرفة المعيشة ويرى الدرج.,,C,ملفوف,زر,كوب,لمبة,,False,Belief: Content false beliefs,4
705,5,False Belief Task.jsonl,,,False Belief Task,,بعد أن يفتح شياو بي الدرج، ماذا يعتقد شياو لي أن شياو بي يتوقع أن يجد في الدرج؟,يجد شياو لي درجًا في غرفة المعيشة، وعلى الدرج علامة تقول أزرار، ولا يمكن لشياو لي أن يرى ما يوجد بالداخل، فيفتح الدرج ويجد كوبًا، ولا توجد أزرار في الدرج، ثم يغلق الدرج ويعيده إلى مكانه، يدخل شياو بي غرفة المعيشة ويرى الدرج.,,C,زجاجة,كوب,وشاح,زر,,False,Belief: Content false beliefs Belief: Second-order beliefs,5
