observation_1,observation_2,hypothesis_1,hypothesis_2,label
كان ألكس بمفرده في المنزل ليلة الجمعة.,جاء ثلاثة أصدقاء لزيارته، وقضوا ليلة رائعة.,نشر ألكس على فيسبوك أنه كان يشعر بالوحدة في المنزل.,كان ألكس حزينًا لقضاء كامل المساء بمفرده.,1
أنا وأصدقاؤها احتاجوا إلى شيء للقيام به.,ما زالوا يضحكون ويمرحون.,لم يرغب أصدقاؤها في الخروج.,ذهبوا إلى الحديقة، ولكن كان المطر يهطل.,2
كانت لدى جولي زميل في العمل يدعى باري وكان يحب أن يسبب المشاكل للآخرين.,جولي أعطت باري عناق وشكرته.,اعتذر باري عن السخرية من شعرها.,ساعد باري جولي يومًا ما خلال موقف أزمة.,1
طلبت وجبة عشاء من مطعم محلي.,نظرًا لأنني لم يكن لدي المال، أعطاني المطعم غرامة.,أحضرت المال في محفظتي من المنزل، وكلت كل شيء كان قد قدم.,عندما وصلت الفاتورة، أدركت أنني لا أملك المال لدفع ثمن الوجبة.,2
احتفلنا برأس السنة الصينية في 7 فبراير.,استقبلنا العام الجديد بمشاهدة فيديو على يوتيوب للألعاب النارية.,كان يومًا باردًا جدًا لذا اخترنا البقاء في المنزل.,أردنا رؤية نبات الميسل.,1
اشترى بيتر لسعادته لأبيه ساعة في عيد الميلاد.,ولكن بعد ذلك أبتسم أبيه و عرف بيتر أنه يحب الهدية!,عندما فتح الهدية، لم يظهر أي مشاعر.,كان عضوًا عائلًا ضائعًا منذ فترة طويلة.,1
و أراد جو ورافائيل معرفة من يمكنه طهي أجنحة أفضل.,وافق الجميع على أن أجنحة جو كانت أفضل.,كان لجو ورافائيل سباق طهي لاحق في ذلك الأسبوع.,كان لجو ورافائيل سباق رقص في الفناء الخلفي.,1
ذهب رجل إلى مدرسة الكتار لتلقي الدروس.,صد السنساي الهجوم ولكم الرجل الغبي.,قاتل الرجل السنساي.,قاتل السنساي الرجل.,1
أعزف الكمان وأقدم على العديد من اختبارات الأوركسترا.,أنا الآن عضو في الأوركسترا وأحب عملي.,أمارس العديد من الساعات في الأسبوع.,قررت أن أجرب الانضمام إلى الأوركسترا الجديدة. تقدمت للاختبار ولم يتم قبولني.,1
كان توم يحتاج إلى ربع دولار آخر لرسوم الحافلة.,شعر توم بالحظ وهو يتجه إلى محطة الحافلة.,أعطت السيدة العجوز توم ربع ساندويتش.,وجد توم ربع دولار على الأرض.,2
بابلو يحب أكل الديدان.,بابلو يستمتع بالديدان ويراها من الأطعمة الفاخرة.,بابلو يأكل الديدان منذ يومين.,ولد في تايلاند.,2
كانت عيد الهالوين منذ عدة أسابيع.,أخذت كل الحلويات المتبقية إلى العمل.,كل الحلويات قد ذهبت.,كان في عملي الكثير من الحلويات.,2
رأى راندي أن يكون في فرقة موسيقية.,رندى حصل على فرصة للانضمام إلى الفرقة ك مغني!,رندى ذهب إلى تجربة أداء.,رندى سمع في جميع أنحاء المدينة للحصول على وظيفة تمثيلية.,1
لم أستمتع كثيرًا بعيد الشكر لأن ليس لدي الكثير من العائلة.,عندما انتهينا، قلنا وداعًا وذهبت إلى المنزل لأنام.,ذهبت إلى منزل صديقي هذا العام.,بعد أن تزوجت، احتفلت أنا وزوجتي مع عائلتي.,1
استيقظت في الساعة 7 صباحًا.,كان لديه أنفاس سيئة حقًا.,تجاهلني ساعي البريد من أجل توصيل طرد.,انحنيت في السرير وقبلت زوجي.,2
استخدم جان وكيم نموذج التعليم المونتسوري.,أعاد جان الكتب.,اقترضت كيم بعض الكتب من جان.,اقترض جان بعض الكتب من كيم.,2
كانت سو تعاني من حمى شديدة حقًا.,شعرت بتحسن في اليوم التالي.,أخذت سو يومًا إجازة، تناولت بعض الأسبرين وقامت بالنوم طوال اليوم.,قررت سو أن تبقى في المنزل وتتظاهر بأنها مريضة.,1
كانت لورا لديها شغف للفن.,كانت لورا سعيدة لإظهار الناس فنها.,رأى الناس مشروع فن لورا و أعجبوا به.,عملت لورا بجد لتعلم الرسم.,2
كان جيمس يمشي عبر الثلج.,ركض جيمس بسرعة إلى المنزل ليغير ملابسه إلى ملابس جديدة.,انزلق وسقط في الوحل.,شعر جيمس أن شعره أصبح مبللا.,1
في يوم من الأيام، ذهب جيم وتوم إلى الشاطئ.,لم يأكل جيم وتوم أي هت دوج آخر بعد ذلك اليوم.,جعلهم الهت دوج الذي اشتراه جيم مريضين.,اصيبوا بتسمم غذائي من بعض البرغر السيئ.,1
كانت مونيك تكمل رواية جديدة.,أخذت النسخة وصفعت غاري بقوة على الرأس بها.,كانت تختبر غاري بشأن ذلك.,تسرب غاري من خلفها وخافها لأنها كانت غارقة في قراءة روايتها.,2
هوايتي هي التقاط السيلفي أمام قبور الشعراء.,التقطت العديد من السيلفي أمام قبر هذا الشاعر.,ذهبت إلى قبر ووجدت علامة لشخصية رياضية.,المفضلة لدي هي مايا أنجيلو.,2
كانت كارين ترغب في أن يكون لها طفل خاص بها.,لم تكن كارين أكثر سعادة في حياتها.,سألت كارين صديقها إذا كان يريد واحدًا أيضًا فقال نعم.,ولدت كارين في النهاية أرنبًا صغيرًا.,1
كان لدى توم الكثير من سماعات الرأس.,لم يكن لديه مشكلة في تفكيك سماعات الرأس مرة أخرى.,اختار توم استخدام المعدات اللاسلكية.,لم يستغرق الأمر وقتًا طويلاً لتفكيكها.,1
كنت أشعر بالملل في غرفتي يومًا ما.,كنت ما زلت أشعر بالملل، فتوقفت.,فقررت أن أجرب التلاعب بالكرات.,قررت أن ألعب بعض ألعاب الفيديو.,1
اليوم ذهبنا في رحلة طيران.,حلف أن لا أركب طائرة مرة أخرى.,وكان هناك قتال على اللعبة.,لم تكن الطائرة لها رحلة سلسة.,2
فتحت حقيبة النوم الخاصة بي والتي لم أستخدمها منذ عشر سنوات.,لحسن الحظ، كنت أعرف شخصًا يمكنه إصلاحها.,وكان هناك العديد من الثقوب الناتجة عن العث في المادة.,كان هناك فأر في حقيبة النوم الخاصة بي.,1
جيل كانت دائمًا تحصل على درجات سيئة في الرياضيات.,لدهشتها، حصلت على كل الأسئلة صحيحة.,جيل درست بجد حقًا لامتحانها الإنجليزي القادم.,جيل درست بجد حقًا.,2
في صباح يوم السبت الباكر بينما كنت جالسًا أقرأ الكتاب المقدس، طار فراشة أمامي.,راقبتها حتى اختفت ثم استأنفت دراستي.,صباح يوم السبت استيقظت مبكرًا وقرأت الكتاب المقدس كما أفعل دائمًا.,كانت تتحرك كما لو كانت ترقص في الهواء.,2
لم يكن لدى لوسي ملابس نظيفة.,وقعت لوسي في حب الشعور بالكنزة، دافئة من المجفف.,رمت لوسي كنزتها.,قررت لوسي غسل ملابسها.,2
ذهبت ليز لطلب برجرها.,رمت ليز برجرها بعيدًا.,لم تكن ليز جائعة حقًا.,أدركت ليز أنها ليست برجرًا.,1
كانديس تحب التاكو.,كانديس التزمت بوصفتها الأصلية للتاكو.,كانديس قررت شراء بعضها.,كانديس جربت وصفة تاكو جديدة، لكنها كانت لذيذة بشكل رهيب.,2
ألكس رجل أناني.,الآن، ألكس يخطب فتاة وهو كريم للغاية ولطيف.,التقى ألكس فتاة يحبها حقًا.,غير طريقته للعثور على حبيب.,1
الأسبوع الماضي، كانت والدتي محبطة لأن يبدو أن لا شيء يعمل.,لمدة نصف ساعة بكت، وفجأة تشغل مثل السحر.,لن يتم إيقاف تشغيل الطاقة في المنزل.,كان جهاز الكمبيوتر الخاص بها فقط لا يعمل.,2
كانت إيف في بازار.,كانت جميلة جدًا لدرجة أنها قررت شراء واحدة.,رأى الناس الذين يملكون الكثير من القبعات إيف.,رأت إيف قبعة ساحرة في أحد الأكشاك.,2
كانت لدى لوسي اختبار غدًا في المدرسة ولم تدرس كثيرًا.,نجحت لوسي في الاختبار.,قررت لوسي الدراسة في المرة القادمة للاختبار النهائي.,كانت لوسي ذكية جدًا ودائمًا ما تولي اهتمامًا في الفصل.,2
قرر بيتر الذهاب للنزهة.,اتجه إلى المنزل لتغيير ملابسه.,نصف الطريق خلال سيره، بدأت تهطل الأمطار بغزارة.,بيتر أصيب بالبلل في الجفاف.,1
ماريا قررت أن تكون في مسرحية مدرسية.,ماريا كانت فخورة في النهاية عندما حصلت على تصفيق حار.,ماريا قرأت النص عدة مرات لتذكر كل سطر.,جينيفر تدربت على سطورها وعواطفها.,1
لاحظت ليزا وجود فتاة جديدة في المدرسة.,كانت ليزا سعيدة بمساعدتها.,دعت ليزا الفتاة الجديدة إلى الجلوس معها وتناول الغداء.,بدت ليزا وكأنها ضائعة.,1
كان سام يجزّ حديقته الأمامية.,وضعهم مرة أخرى في العش في الشجرة.,رأى سام ثلاثة طيور صغيرة على الأرض.,سحق سام بيض الطيور على حديقته الأمامية.,1
أرادت أليسيا الذهاب إلى ميامي لحفلة.,كانت الفتيات غاضبات لأن من المفترض أن تكون رحلة بنات.,لكن أختها الصغيرة لم تسمح لها بالذهاب وحدها.,دعت أليسيا صبيًا للذهاب معها.,2
ذهب مات وصديقته إلى يوسمايت في مايو الماضي.,قاموا برحلة رائعة وهم متحمسون للعودة.,مات كان قد اصيب بإنفلوانزا المعدة.,كان الطقس جميلًا في يوسمايت.,2
طلبت لي من والديها أن تدعه يبقى صاحية حتى وقت متأخر.,ولكن بحلول الساعة الحادية عشر، كانت قد نمت نومًا عميقًا!,قال والديا لي أنها يمكن أن تبقى صاحية حتى منتصف الليل.,كانت تريد أن تستيقظ لكي تذهب للسباحة.,1
تعلم جيف كيفية العزف على الجيتار في سن مبكرة جدًا.,قاموا باصطحاب الفرقة في جولة وحققوا نجاحًا كروكستارز.,أحب والدوا جيف الاستماع إلى فرقته وهو يعزف.,وقع جيف في الحب كل يوم وأصبح جزءًا من فرقة.,1
يكتشف عالم أن هناك مرضًا يبدأ في الانتشار.,ينقذ العالم.,يخلق العالم لقاحًا.,يتجاهلون السلطات.,1
ماثيو أراد الذهاب إلى خدع أو علاج مع صديقه ميكا.,جمع جاك وماثيو الكثير من الحلوى.,كان لدى ميكا كيس ضخم لجمع الحلوى.,اضطر ميكا إلى البقاء في المنزل مريضًا.,2
جون حصل على وظيفة في شرق تكساس.,قرر جون ترك الوظيفة.,كانت على بعد ساعة من منزله.,جون لا يحب أمه.,1
بنى الفلاح سياجًا لإبقاء خيوله داخل المزرعة.,لعن الفلاح وأدرك أن سياجه قصير جدًا.,لا يمكن لأي حصان الهروب من السياج.,هربت خيول الفلاح جميعها من السياج.,2
نانسي في الأربعينيات وقررت الحصول على شهادة جامعية.,نانسي فوجئت بمدى تغير الأشياء في المدارس.,نانسي أصغر بكثير من معظم طلاب فصولها.,في جامعتها الجديدة، جميع الدورات الدراسية تتطلب مشاركة عبر الإنترنت.,2
كان لدى مايك شجرة ليمون في فناءه الخلفي.,سرعان ما أدرك أنه نسي وضع أي سكر فيها!,صنع مايك بعض الليموناضة وتناول مشروبًا كبيرًا.,صنع مايك بعض الليموناضة مع إضافة السكر وتناول مشروبًا كبيرًا.,1
اصطحبت أبنائي إلى حفل موسيقي أول لهم.,قرر أبنائي أنهم يفضلون الخروج والجلوس على العشب.,نوم أبنائي.,اشتريت لهم مقاعد في الصف الأمامي.,2
يريد جيم رؤية فيلم أكشن لكن جين تريد رؤية فيلم رومانسي.,كانت جين سعيدة جدًا لدرجة أنها ذهبت لرؤية فيلم جيم في الليلة التالية.,وافقت جين على رؤية الفيلم الرومانسي مع جيم.,وافق جيم على رؤية الفيلم الرومانسي مع جين.,2
ذهب تيتو إلى ركوب الأمواج في صباح يوم ما في هاواي.,اصطدم برأسه على مرجان ومات.,رأى تيتو أن الظروف خطرة.,ألقت موجة كبيرة تيتو من لوح ركوب الأمواج الخاص به.,2
قرر لاري مساعدة أصدقائه على التحضير للحفلة.,قرر لاري عدم حضور الحفلة.,اصيب لاري بالإنفلوانزا قبل بداية الحفلة بقليل.,اصيب لاري بالإنفلوانزا بعد الحفلة مباشرة.,1
كانت هناك بقعة مفضلة لدى ميمي وأليس لقضاء الوقت فيها.,الآن كل ما لديهم من تلك البقعة المفضلة هو الذكريات التي صنعوها,تم الحفاظ على بقعة ميمي وأليس المفضلة كونه موقعًا تاريخيًا.,تم تدمير تلك البقعة.,2
سارة أرادت إرسال بطاقة.,كان خطاب سارة يتجه قريبًا إلى وجهته.,تمشي سارة إلى صندوق البريد أسفل الطريق.,وضعت طوابع عليه.,2
ذهبت ليزا لركوب دراجتها كالمعتاد.,بعض الأيام تتحول إلى مغامرات عظيمة.,رأت ليزا الكثير من الطعام الرائع.,رأت ليزا قطة واتبعتها خارج المسار.,2
طلب والد أندريا منها الحصول على حطب.,ثم أحضرتها إلى الداخل.,ذهبت أندريا ووجدت بعض اليراعات.,التقطت أندريا أكبر قدر ممكن من الخشب.,2
عمل جاك بجد فائق لأسابيع.,حصل على الترقية.,تم استدعاء جاك إلى مكتب رئيسه.,لاحظ رئيس جاك مدى صعوبة تناول الطعام.,1
كانت جينا في وسط المقعد الخلفي محاطة بأخواتها.,كانت جينا مستاءة.,بدأ أشقاء جينا يشمون أنوفهم.,أصيبت أخت جينا بمرض السيارة و تقيأت.,1
كانت سارة تسير إلى المنزل من فصلها الجامعي.,بحلول الوقت الذي عادت فيه، كان الوقت قد حان للذهاب إلى المدرسة مرة أخرى.,أجبرت أعمال البناء في الحرم سارة على اتخاذ مسار طويل.,قررت سارة تجاوز المدرسة.,1
كان العمدة يريد أن تقرر المدينة كيفية استخدام المستودع.,في العام التالي، ترك وظيفته اليومية وذهب إلى الطريق.,لم يستمع إليه أحد على الرغم من أفكاره الرائعة.,كانت المدينة تعمل بشكل جيد بشكل لا يصدق.,1
طلب جيم جهاز لوحي جديد من الإنترنت في الجمعة السوداء.,أرسلوا له جهاز لوحي جديد لأن الآخر فقد في الطريق.,لم يتلق جيم  ذلك و قدم شكوى.,تلقى جيم جهاز الكمبيوتر اللوحي في اليوم التالي.,1
سالي تحب حقًا لعب كرة القدم.,فازت في مباراتها الأولى بتسجيلها الهدف الفائز!,تم قطع سالي من الفريق.,مارست سالي لعب كرة القدم كل يوم.,2
أخبرت ليزا الجميع أنها طاهية ماهرة.,صدم أصدقاؤها عندما كانت مكرونة بالجبن مغلفة!,أخرجت ليزا الطبق وقدمته للجميع.,ليزا لا تحب طهي الأطعمة المغلفة.,1
كانت ماي تكره غسل الأطباق.,كانت ماي ممتنة للغاية لأن أطباقها أصبحت جميعها جاهزة الآن!,قررت ماي شراء أطباق ورقية.,قامت ماي بغسل جميع أطباقها.,2
كنت أرسم أظافري بالأمس عندما احتجت إلى مزيل.,اضطررت إلى فتح النافذة للتخلص من الرائحة.,كنت أشعر بالدوار وأنا أبحث عنه.,كاد أن ينسكب المزيل في جميع أنحاء الأرضية.,1
كان جيمي يغسل سيارته.,جزيئات الأوساخ من القماش احتكّت بطلاء سيارته.,ركض طفله نحوه ورمى كرات طين عليه.,كان شديد الحذر أثناء الغسيل.,1
لاحظت ماغي أن هناك خفاشًا يطير حول سقفها.,إنه الخفاش.,كان هناك صوت صراخ من الأعلى.,كان هناك صوت صراخ من الأسفل.,1
ذهبت أمس إلى ميسيز.,لحسن الحظ تمكنت من إعادته.,الكنزة التي اشتريتها كانت صغيرة جدًا.,اشتريت فستانًا بأصغر حجم لا يزال مناسبًا!.,1
نينا مشطت شعرها البني الجميل.,أجبرت نفسها على أن تكون أكثر لطفًا.,لاحظت نينا أنها كانت تسحب كميات إضافية من الشمع من فروة الرأس.,رأت نينا الكثير من الشعر في فرشاة شعرها.,2
أخبرت والدة سالي أنها لم يكن لديها مال لدفع فاتورة الكهرباء.,دفعت والدة سالي فاتورة الكهرباء.,أعطت والدة سالي لابنتها المال.,ذكّرت سالي والدتها بأن لديها بعض المال في حساب التوفير.,2
كان مايكل يلعب لعبة فيديو.,تم حظره من اللعبة.,بدأ مايكل بمضايقة لاعبة أنثى في اللعبة.,ترك مايكل تعليقات سيئة على منتدى المدرسة.,1
جاك سرق دراجة صبي صغير.,جاك أعاد الدراجة، ولم يسرق أي شيء منذ ذلك الحين.,وجدت والدة جاك وענته وجعلته يعتذر.,أثناء هروب جاك على الأقدام، اصطدمت به سيارة عابرة وتلوث بنفسه.,1
جينا كان لديها صديقة تدعى روث التي تعيش عبر الشارع.,جينا صدمت لأنها لم يكن لديها فكرة أن روث كانت تسرق.,ظهرت الشرطة لمداهمة منزل روث.,اكتشفت روث أن جينا تم اعتقالها بتهمة السرقة.,1
كان جيمس رئيسًا لقسم الإطفاء يرغب في التقاعد في فلوريدا.,المطبخ مزدحم دائمًا عندما يصنع جيمس الباذنجان البارميزيان!,بعد تقاعد جيمس أصبح طاهيًا.,جيمس مازال يصنع الباذنجان البارميزيان.,1
استأجرت لوسي فيلمًا لمشاهدته في المنزل.,جلست لوسي مع دموع تنهمر على وجهها أثناء تشغيل الفواصل.,كان للفيلم نهاية حزينة.,شاهدت لوسي الفيلم، على الرغم من أنه كان مثيرًا.,1
اشترى تشاد سيارة جديدة.,تم تخفيض تشاد إلى ركوب الحافلة والمشي مرة أخرى.,شاهد تشاد حادث سيارة.,وقع تشاد في حادث سيارة.,2
كانت سامانثا غارقة في العرق.,كانت سامانثا سعيدة لأنها كانت مجرد حلم.,كانت سامانثا تعاني من كابوس.,استيقظت ضاحكة.,1
كان توم يبحث عن زهرة لحبيبته اليوم.,خرج توم من المتجر ومعه الزهرة الجميلة في يده.,ذهب توم إلى متجر الزهور عبر الإنترنت.,بحث توم لفترة طويلة عن زهرة.,2
كان لدى تشايس سن فضفاض.,عندما سقط سنه كان مرتاحًا.,قفز تشايس على الترامبولين وسقط سنه.,كان تشايس في مكان جيد.,1
شاهد ستيف بعض السوشي في الثلاجة.,كان زميله في الغرفة بخير مع ذلك.,كان ينتمي إلى زميله في الغرفة. قال إذا أخذ ستيف السوشي إلى الليل سيخرج ستيف معه للحصول على السوشي غدًا.,أكله ستيف وتبين أنه كان لزميله في الغرفة.,2
كانت شيرلي حاملًا وذهبت للتو إلى المخاض.,قبل أن تتمكن من لف رأسها حول الأمر، ولد طفلها.,كانت شيرلي متحمسة لأنها ستكون أماً.,شعرت شيرلي بألم بسيط فقط.,2
كسرت بيث ساقها.,الآن تنتن بشكل سيء للغاية.,كانت بيث لديها جبيرة على ساقها لعدة أسابيع.,كانت ساق بيث عالقة في جبيرة لعدة انتهاء.,1
كان هناك هدير في الحديقة.,ثم ظهرت الشرطة فجأة.,انطلق الرصاص بصوت عال.,لم يتصل أحد بالشرطة.,1
أراد جون أن يعرف المزيد عن الطيور، فذهب إلى المكتبة.,خرج جون من المكتبة ولم يعد إليها مرة أخرى.,رأى جون طائرًا طار داخل كتاب المكتبة.,سخر أقران جون من الكتاب الذي اختاره.,2
اصطدم جوي بشاحنته عن الطريق في صباح عيد الميلاد.,تمكن جوي من العودة إلى المنزل في وقت مناسب لتناول عشاء عيد الميلاد.,ظل جوي عالقًا لأكثر من خمس دقائق.,كان لدى جوي بطاقة AAA بالصدفة.,2
ذهبت بريندا في إجازة إلى لاس فيغاس.,غادرت لاس فيغاس وهي تعلم أنها قضت وقتًا ممتعًا.,رقصت وجاملت طوال الوقت.,نسيت بريندا الذهاب للرقص والمقامرة.,1
كان على بيث اختيار بين الجامعات.,قررت بيث أن تظل في المنزل و تذهب إلى المدرسة القريبة.,لم تكن بيث تريد دفع ثمن السكن الطلابي، لذا قررت أن تتسلل.,لم تكن بيث تريد أن تكون بعيدة عن عائلتها وأصدقائها.,2
كانت ليا بدأت الدراسة الثانوية في مدرسة جديدة.,صنعت ليا العديد من الأصدقاء في أول يوم لها!,كانت ليا شخصًا اجتماعيًا، لذلك قدمت نفسها بسرعة.,تحدثت ليا إلى العديد من المعلمين الجدد.,1
يعمل جاك في ورشة تصليح السيارات.,هم خائفون من إعطاء المالك الفاتورة.,كان على جاك إصلاح رافعة السيارة وكانت مكلفة للغاية.,اصطدم جاك بسيارة باهظة الثمن.,1
أربعة من الخارجين على القانون يخيمون في وادي الدم.,تركهم يذهبون أحرار.,رشّح الشريف الخارجين على القانون برشاوى من مكاسبهم غير المشروعة.,فحص الحارس لهم ليرى ماذا يرتدون.,2
كان إيلي من معجبي مسلسل The Walking Dead وجميع أصدقائه يعرفون ذلك.,حُكم على إيلي بالسجن مدى الحياة بسبب سلوكه المتهور.,هاجم إيلي أحد أصدقائه، وهو يضحك ويصرخ بأنها زومبي.,حاول إيلي مشاهدة العرض في الحياة الواقعية.,1
استخدم جان وكيم نموذج التعليم المونتيسوري.,رمى جان الكتب.,لا يعمل نموذج المونتيسوري بدون الكتب المدرسية.,لا يركز نموذج المونتيسوري على الكتب المدرسية.,2
عملت آشلي بجد في العمل.,قبلت بسعادة.,سُئلت آشلي إذا كانت تريد ترقية.,عُرض على آشلي خفض رتبتها.,1
كان تومي خائفًا من التزلج.,كان يحب التزلج بعد ذلك دائمًا.,أدرك تومي أنه جيد حقًا في الأكل.,قضى أخوه الكبير أسبوعًا في تعليمه التزلج.,2
أرادت جين أن ترتدي قميصًا.,أعادت القميص واعتذرت.,أدركت جين أن القميص كان صغيرًا جدًا.,اشترت جين وشاحًا كان الحجم الخطأ.,1
أخذ دان ابنته إلى الشاطئ.,عادوا في اليوم التالي وبنوا واحدة أخرى.,بنى دان وابنته قلعة رملية.,بنى دان وابنته قلعة رملية ضخمة مباشرة بعد أن جاءت موجة وغسلتها.,1
"أثناء سيره مع سحلية الحيوان الأليف, لم يعتقد أنه كان يكسر القانون.",سلم صاحب السحلية تذكرة.,قال ضابط شرطة مرحباً لصاحب السحلية.,امتلاك سحلية هو غير قانوني في تلك البلدة.,2
تم دعوتي إلى حفل من قبل صديق إلى حد ما.,أول حفل أردت أن ينتهي بسرعة.,جميع أصدقائه كانوا لطيفين وشعرت بالراحة.,كان مملًا جدًا.,2
لقد قمت بمزحة مع صديقتي في عام 2007.,كانت متحمسة جدًا حتى اكتشفت أنها خدعة.,جعلتها تعتقد أنها فازت باليانصيب.,قلت لها إنني سأحصل لها على هدية رخيصة.,1
كان ريجى وألى يرقدان على الأرض ينظران إلى السماء.,بدت له ديناصور ريجى كأنه أرنب.,كان ريجى وألى يبحثان عن أشكال في الغيوم. قال ألى أن سحابة واحدة بدت كديناصور. اختلف ريجى.,كانوا ينظرون إلى شكل الغيوم.,2
أحب دانا سلسلته الذهبية.,باع دانا سلسلته الذهبية بقيمة 200 دولار مقابل 20 دولار لرجل عابر.,دانا وقع في الديون بشكل كبير و احتاج إلى 200 دولار.,"دانا, فقد محفظته و احتاج إلى المال.",2
كانت كيلي تشاهد عاصفة برقية ضخمة.,لحسن الحظ، تمكنوا من إطفاءها بسهولة.,ضرب البرق وبدأ حريقًا صغيرًا.,ضرب صاعق البرق هوائي التلفزيون.,1
كل صباح استيقظ على زقزقة الطائر.,أعرف أن الصباح جاء عندما أسمع زقزقة الطائر.,لم تعد أضبط منبهي.,رأيت ريش الطائر.,1
كان لارس يرغب دائمًا في تجربة التصوير الفوتوغرافي.,لارس يكره التصوير الفوتوغرافي.,اكتشف لارس بسرعة أن التصوير الفوتوغرافي كان أسهل وأكثر إثارة مما توقع.,لارس أخيرًا جرب التصوير الفوتوغرافي وكان سيئًا جدًا.,2
أمس كان عيد ميلاد لورين.,وقعت في حب الكعكة وأكلت قطعتين بعد نفخ الشموع.,لورين كانت متحمسة لرؤية كعكة بها شموع.,صنعت لها فطيرة.,1
كانت نيتا تلعب الورق مع والدها.,نيتا كرهت لعب الورق.,نيتا سحقتها كما تفعل دائمًا بالطبع.,نيتا خسرت كما تفعل دائمًا.,2
كانت मिशेल لديها اختبار كبير يوم الجمعة.,ضحكوا كلاهما لفترة من الوقت واجتهدا بجدية أكبر.,لم تدرس मिशेल.,درست मिशेल مع صديقتها.,2
ذهبت ليندا لشراء بعض الزبادي المجمد.,كانت ليندا سعيدة جدا.,كان المتجر يحتوي على العلامات التجارية المفضلة لدى ليندا بسعر أقل جديد.,كان المتجر يحتوي على العلامات التجارية المفضلة لدى ليندا بسعر أعلى جديد.,1
كان لدى رينا وشم لا تحبه.,بعد ساعة واحدة، انتهى الوشم الجديد لتغطية القديم.,قررت الحصول على وشم لتغطية القديم.,ذهبت رينا إلى صالون الوشم للحصول على آخر.,1
كانت الآنسة سوزي تحسب الأطفال في صفها وهم يصعدون إلى الحافلة.,صعد الأطفال والآنسة سوزي إلى الحافلة للعودة إلى المدرسة.,عدت الآنسة سوزي جميع الدجاج.,كانوا عائدين من رحلة ميدانية.,2
بدأت بائعة الزهور في صنع باقة من الورود الحمراء.,تم بيع الباقة للعميل بعد لحظات.,وضعت الباقة في علبة العرض الأمامية الخاصة بها.,وضعت بائعة الزهور الباقة في التخزين الليلي.,1
يريد راندال اللعب مع الأطفال الآخرين في فصله.,شارك راندال بسعادة لعبته مع أصدقائه الجدد.,رأى الأطفال لعبته وأرادوا اللعب.,جاء صبي من فصله وسأله اللعب، لكنه قال لا.,1
شكت بطن جورج.,ابتسم وهو يخلطهم معًا واستمتع بوعاء من حساء الطماطم.,صنع جورج طعام صيني للعشاء.,التقط بعض البسكويت من الطاولة القريبة ووجد علبة من الحساء.,2
كانت جون تحب ممارسة اليوغا غالبًا.,مارست جون اليوغا الخاصة بها في الحديقة في مكان منعزل.,كانت جون تحب ممارسة اليوغا في الخارج عند الغداء.,كانت جون تحب القيام بيوغا في وقت متأخر من الليل.,1
كانت ماي من معجبي مجموعة الغناء بينتاتونيكس.,في وقت لاحق من ذلك الشهر ذهبت ماي لرؤية ومقابلة أعضاء الفرقة!,اشترت ماي تذاكر مزيفة عبر الإنترنت.,فازت ماي في مسابقة إذاعية لمقابلة الفرقة.,2
كان جون يقود سيارته إلى العمل.,استدار جون وقيادة سيارته إلى المنزل ليغير ملابسه إلى ملابس نظيفة.,أدرك جون أنه كان يرتدي حذاء متسخًا وذو رائحة كريهة.,انسكب جون القهوة على نفسه.,2
بتر وكيفن نشأوا في بلدة صغيرة.,أبناءهما هم أفضل الأصدقاء ، ويلعبون في نفس الفريق.,بتر وكيفن لديهم أطفال.,بنات بتر وكيفن تحب نفس الرياضات.,1
عاش جيف في شقة.,انتقل جيف من شقته.,أراد جيف مكانًا به فناء كبير.,قرر جيف شراء حوض استحمام ساخن.,1
تم إدخال أليسون للمشاركة في مسابقة أكل تنافسية.,لم تتفوق أليسون في المسابقة ولم تفز.,كانت أليسون قد فعلت أشياء مثل هذا في كثير من الأحيان من قبل.,حاولت أليسون جاهدة أن تأكل كل الهوت دوج.,2
أرادت سالي أن تعطي والدتها شيئًا خاصًا في عيد ميلادها.,صنعت سالي عقدًا ورديًا جميلًا من الخرز لوالدتها في عيد ميلادها.,سالي اشترت بالفعل هدية لها.,ذهبت للتسوق ووجدت مجموعة حرفية للمجوهرات لطيفة.,2
لم توافق والدة جيريمي على نمطه في الحياة.,جيريمي استمتع بكونه أكثر مسؤولية.,جيريمي حصل على وظيفة وانتقل للداخل.,جيريمي حصل على وظيفة وانتقل للخارج.,2
استمتعت مورغان بالمشي الطويل على الشاطئ.,كان صديقها قلقًا لأنه لم يخطط لطلب يدها أولاً.,لم يكن صديق مورغان يحب الشاطئ ولكن أفضل صديق لها مايك كان يذهب معها دائمًا.,يريد صديقها الزواج منها بالتأكيد.,1
كان الأطفال على الشاطئ.,هم أحبوا القفز فوق الأمواج.,لعب الأطفال في الماء.,الأطفال أحبوا الأمواج.,1
اشترت راشيل سمكة ذهبية لطفلها.,سألها طفلها لماذا فقد سمكها الكثير من الوزن.,لم يطعم طفلها الكلب.,بدت السمكة الذهبية وكأنها فقدت وزنها بسرعة كبيرة.,2
عدت إلى المنزل من العمل يومًا ما.,صنعت قليًا لذيذًا وتناولته.,كنت جائعًا لذا ذهبت إلى المطبخ وطلبت شيئًا للأكل.,أردت تجربة شيء جديد مع بقايا الطعام لدي.,2
