#,ID,Source,Country,Group,Subject,Level,Question,BackStory,Context,Answer Key,Option 1,Option 2,Option 3,Option 4,Option 5,is_few_shot
483,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما هي النية الحقيقية للرئيس عندما يقول هذا؟,"يقف شياو وانغ، المنتدب حديثًا، مع رئيس القسم المسن في نقطة الحراسة للسيطرة على الوباء. مهمة الحراسة ليست شاقة، لكن الرئيس يشعر بتعب شديد بعد الوقوف لنصف يوم. لسوء الحظ، المعدات في نقطة السيطرة بسيطة، ولا يوجد سوى مقعد واحد. يقول الرئيس لشياو وانغ: ""شياو وانغ، لقد وقفت نصف يوم أيضًا، ولا يوجد سوى مقعد واحد، اجلس قليلًا.""",,A,يأمل الرئيس أن يعطيه شياو وانغ المقعد ليجلس عليه.,يهتم الرئيس بصحة شياو وانغ ويأمل أن يجلس ليستريح.,يريد الرئيس أن يمنح شياو وانغ فرصة الجلوس ويفضل أن يقف هو.,يأمل الرئيس أن يفتح حديثًا عن عدم كفاية تجهيزات العمل.,,False
484,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما هو القصد الحقيقي للقائد عندما يقول هذا؟,"لاحظ رئيس تشانغ جي أن تشانغ جي كان متأخرًا عن العمل مؤخرًا. في أحد الأيام، سأله الرئيس: ""تشانغ جي، هل تعرف في أي وقت تصل أول حافلة تابعة للشركة إلى المحطة كل يوم؟""",,B,يسأل الرئيس تشانغ جي عما إذا كان يعرف وقت تشغيل حافلة الشركة.,ينبه الرئيس تشانغ جي إلى أنه يجب أن يصل إلى الشركة في وقت أبكر وألا يتأخر بعد الآن.,يريد الرئيس أن يتولى تشانغ جي مسؤولية إدارة عمل جدولة الحافلات القادم.,يختبر الرئيس ملاحظة تشانغ جي وذاكرته.,,False
485,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما الذي تريده شياويويه حقًا أن تقوله عندما تقول هذا؟,"تحب شياويويه القراءة، لكن المساحة على رف الكتب في المنزل غير كافية لكتبها الجديدة. تقول لوالدها: ""يا أبي، أترى الكتب على الرف تكاد تتراكم حتى السقف"".",,C,تريد شياويويه من والدها أن يتبرع ببعض الكتب.,تأمل شياويويه أن يساعدها والدها في بيع بعض الكتب القديمة.,تأمل شياويويه أن يشتري لها والدها رف كتب أكبر.,تأمل شياويويه أن يبيع والدها بسرعة أشياء أخرى غير ضرورية في المنزل لإفساح المجال للكتب الجديدة.,,False
486,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما الذي قصده شياوتشانغ بقوله هذا تحديدًا؟,"عادت شياوهوا مؤخرًا من الخارج وحضرت مأدبة. على المائدة، أحضر المضيف الكثير من خمر الماوتاي. بعد وقت قصير من البداية، أخذ صديق شياوهوا، خبير تذوق النبيذ شياوتشانغ، رشفة من الماوتاي الموجود على المائدة وقال: ""الماوتاي... طعمه فيه شيء.""، ثم تذرع بعذر للانتقال إلى النبيذ الأحمر، وكأنه لم يرق له.",,C,شياوتشانغ يفضل شرب النبيذ الأحمر على الماوتاي,يعتقد شياوتشانغ أن جودة الماوتاي أفضل من النبيذ الأحمر,يشير شياوتشانغ إلى أن الماوتاي الذي يقدمه المضيف قد لا يكون أصليًا,يعتقد شياوتشانغ أن تنوع أنواع النبيذ في هذه المأدبة يجب أن يكون أكبر,,False
487,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما الذي قصده لو يينغ تحديدًا بقوله هذه العبارة؟,"تشانغ تشنغ على وشك التخرج من الجامعة. بالإضافة إلى بعض الكتب المهنية التي سيرسلها إلى المنزل، يخطط لبيع بقية كتب المواد العامة. يوجد العديد من البائعين في الحرم الجامعي يشترون الكتب المستعملة. اختار عشوائيًا بائعًا لبيع كتبه. أخبره البائع أن وزن الحقيبة 40 *جِين* (وحدة وزن صينية قديمة)، وبسعر نصف *يوان* (العملة الصينية) لكل *جِين*، أعطى البائع تشانغ تشنغ 20 *يوان*. ثم أراد أن يضع الكتب على سيارته (ربما يشير إلى وضعها بسرعة أو باستهتار). في هذه اللحظة، مرّ صديق تشانغ تشنغ، لو يينغ، وقال فجأة باستغراب: ""غريب! كيف نقص وزني فجأة هكذا؟!"" ثم ابتعد دون أن يلتفت.",,B,لو يينغ يوحي بأنه فقد وزنه مؤخرًا.,لو يينغ يشير إلى أن ميزان البائع قد يكون غير دقيق أو مُعدّل.,لو يينغ يقترح على تشانغ تشنغ أن يحافظ على لياقته دائمًا.,لو يينغ يعتقد أنه قد يكون مريضًا مؤخرًا.,,False
488,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما الذي يقصده شياو تشانغ بقوله هذا تحديدًا؟,"في لقاء بين الزملاء، وبينما الأجواء احتفالية والجميع يتبادلون أطراف الحديث، يقول شياو تشانغ لصديقه شياو ليو: ""علي أن أستيقظ باكرًا غدًا.""",,C,لدى شياو تشانغ التزامات مهمة يجب عليه القيام بها غدًا.,شياو تشانغ يحب الاستيقاظ مبكرًا لممارسة الرياضة.,شياو تشانغ يلمح إلى رغبته في المغادرة الآن.,شياو تشانغ يشكو لـ شياو ليو من ضغوط حياته.,,False
489,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ماذا يقصد تشانغ الصغير حقًا بقوله هذا؟,"كان تشانغ الصغير، ذو الثلاثة أعوام، يتسوق مع والده في السوبر ماركت. توجها إلى قسم الفاكهة ودار بينهما الحوار التالي: ""أبي، ما هذا؟"" ""موز."" ""هل يستطيع الأطفال أكله؟""",,A,يريد تشانغ الصغير أن يشتري له والده موزة.,تشانغ الصغير فضولي بشأن قسم الفاكهة.,يريد تشانغ الصغير أن يعرف هل يستطيع الأطفال أكل الموز.,تشانغ الصغير فضولي بشأن طعم الموز.,,False
490,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ماذا يعني ليو وي حقًا عندما يقول هذا؟,"ليو وي رجل ذو عضلات قوية وبنية جسدية ضخمة. ذات يوم، ذهب إلى منزل والد زوجته للمرة الأولى. بعد أن انتهى من وعاء من الأرز، أخبر الجميع قصة: ""قبل أيام قليلة، ذهبت إلى الجبال ورأيت نمرًا ضخمًا، مخلب ذلك النمر..."" قلب الوعاء الفارغ على الطاولة، ""بهذا الكبر!""",,C,يوحي ليو وي بأنه يعتقد أن تصميم الوعاء جميل,يوحي ليو وي بأنه مهتم جدًا بالنمور,يوحي ليو وي بأنه لم يشبع بعد,يأمل ليو وي في مشاركة لقاءاته العفوية في البرية مع الجميع,,False
491,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما الذي أراد الحمو أن يوصله تحديداً بكلماته تلك؟,"ليو وي رجل مفتول العضلات، ذو جسم قوي البنية. في أحد الأيام، يذهب لزيارة بيت حماه لأول مرة. بعد أن فرغ وعاءً كاملاً من الأرز، بدأ يحكي قصة: ""منذ بضعة أيام، ذهبت إلى الجبل ورأيت نمراً ضخماً، مخالبه كانت..."" ثم قلب الوعاء الفارغ على الطاولة وقال: ""بهذا الكبر!"" فكر الحمو ملياً، وظن أن ليو وي ما زال جائعاً، فاستدار بهدوء شديد ودخل المطبخ ليحضر له المزيد من الأرز. لكنه عندما وصل إلى المطبخ، لم يجد حبة أرز واحدة متبقية. بعد لحظة تفكير، خرج الحمو حاملاً القدر، وقلب القدر الفارغ على الطاولة قائلاً: ""هل رأس النمر بهذا الحجم؟""",,C,يلمح الحمو إلى أنه رأى نمراً كبيراً في الماضي.,يريد الحمو تذكير ليو وي بعدم التباهي بشجاعته.,يلمح الحمو إلى أنه لم يتبق أي أرز في القدر.,يستهزئ الحمو بآداب أكل ليو وي.,,False
492,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ماذا تقصد الأم تحديدًا عندما قالت هذا الكلام؟,"في الماضي، في أيام العطل، كان لي الأب يرسل ابنه، لي الصغير، إلى بيت أمه دائمًا. لاحقًا، توقف لي الصغير تدريجيًا عن الذهاب. في أحد الأيام، اتصلت الأم بـ لي الأب. \n""يا بني، ركّبت واي فاي في البيت واشتريت كمان كمبيوتر جديد، قول لحفيدي ييجي يشوفهم.""",,A,تتمنى الأم أن يحضر لي الأب لي الصغير إلى بيتها أكثر.,تتمنى الأم أن يساعد لي الصغير في تعلم استخدام الكمبيوتر الجديد.,تتمنى الأم أن تُطلع لي الأب على التغييرات الجديدة في بيتها.,تتمنى الأم أن يساعد لي الصغير في اختبار شبكة الواي فاي الجديدة.,,False
493,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ماذا تعني هذه المرأة حقًا عندما تقول هذه الجملة؟,"تلقى مركز قيادة مكتب الأمن العام في مدينة ليوتشو مكالمة من الشرطة فجأة، بدأت امرأة تقول: ""أريد طلب وجبتين سفري من جراد البحر، حار جداً، العنوان هو 367 شارع وانبينغ. تذكر، يجب إضافة التوابل، أريد أن آكل حاراً جداً جداً.""",,C,المرأة جائعة جداً وتريد طلب وجبتين سفري من جراد البحر بسرعة.,المرأة تفضل المذاق الحار جداً في وجبة جراد البحر.,قد تكون المرأة تواجه حالة طارئة وتأمل في الحصول على مساعدة الشرطة.,تحاول المرأة طلب وجبة عشاء لمركز الشرطة كتعبير عن شكرها.,,False
494,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما الذي يعنيه الابن حقًا عندما يقول هذا؟,"ذات مرة، اصطحب تشنغ وي ابنه إلى المركز التجاري ورافقه إلى ملعب الأطفال. فجأة، رأى شخصًا يقود كلبًا إلى الداخل. سأل تشنغ وي هذا الشخص: ""ألا ترى اللافتة التي تقول ممنوع دخول الحيوانات الأليفة؟"". بدا الطرف الآخر وكأنه لا يبالي ولم يكن لديه نية للاهتمام به. في هذه اللحظة، ضحك ابنه وقال له: ""أبي، أنت مضحك جدًا، الكلاب لا تعرف القراءة"".",,A,الابن يسخر من هذا الشخص لافتقاره إلى الأخلاق الاجتماعية.,الابن يمزح مع والده، محاولاً تخفيف التوتر.,الابن يحب الكلاب ويتمنى أن يحصل على واحد.,الابن يريد أن يخبر والده أن الكلاب لا تستطيع فهم لغة البشر.,,False
495,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ماذا يقصد شياو وانغ حقًا بقوله هذا؟,"في بهو الفندق، رأى النادل شياو وانغ شخصًا يرمي عقب سيجارة على الأرض، فاقترب منه وقال: ""يا سيدي، لقد وقع منك شيء.""",,C,يذكّر شياو وانغ هذا الشخص بأنه فقد شيئًا.,يسأل شياو وانغ هذا الشخص عما إذا كان عقب السيجارة يخصه.,يلمّح شياو وانغ إلى أنه يجب على هذا الشخص التقاط عقب السيجارة الذي رماه على الأرض.,يلاحظ شياو وانغ عادة التدخين لدى هذا الشخص.,,False
496,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما الذي يقصده شياو ليو حقًا عندما أرسل هذه الصور؟,أقرض شياو ليو ستة آلاف وخمسمائة يوان لصديق، لكن الصديق لم يسدد المبلغ في الموعد المحدد. ذات يوم، أرسل شياو ليو صورة لـ ليو تشيان إلى صديقه على تطبيق WeChat، ثم أرسل صورة لـ وو باي.,,D,شياو ليو يشارك ببساطة الفنانين المفضلين لديه مؤخرًا.,شياو ليو يريد أن يذكر صديقه بالحفل الموسيقي الذي حضروه معًا سابقًا.,شياو ليو يلمح إلى صديقه بأن وضعه المالي ليس على ما يرام.,شياو ليو يستخدم تلميحات تعتمد على تشابه اللفظ للإشارة إلى أن صديقه يجب أن يسدد المال (تورية لفظية).,,False
497,1,Hinting Task Test.jsonl,,,Hinting Task Test,,عندما قال مدير المسرح هذه الكلمات، ماذا كان يقصد تحديدًا؟,"في القرن التاسع عشر، في فيينا، النمسا، كانت النساء مولعات بارتداء قبعات عالية وضخمة. كن يذهبن إلى المسرح لمشاهدة المسرحيات، وحرصًا على مظهرهن، لم يرغبن في خلع قبعاتهن، مما حجب الرؤية عن الجمهور في الصفوف الخلفية. صعد مدير المسرح إلى المنصة ليطلب من السيدات خلع قبعاتهن، لكنهن تجاهلنه بعد جدال طويل. أخيرًا، أضاف المدير جملة أخرى بنبرة ساخرة: ""حسنًا، سيداتي، السيدات الأكبر سنًا يمكنهن الاحتفاظ بقبعاتهن، لا داعي لخلعها.""",,A,كان يأمل أن تخلع جميع السيدات قبعاتهن.,كان يأمل فقط أن تخلع السيدات الشابات قبعاتهن.,كان منزعجًا من السيدات اللاتي يرتدين القبعات.,كان يلمح بسخرية إلى أناقة السيدات الأكبر سنًا.,,False
498,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ماذا يعني شياو تشانغ حقًا عندما يقول هذه الكلمات؟,"يعمل لاو وانغ في أقوى فريق في الشركة، وكل فرد في الفريق يملك قدرات عمل عالية. إنه شخص يميل إلى الكمال ولا يمكنه تحمل أي عيوب في عمله. في اجتماع عمل، يلخص لاو وانغ العديد من مشاكل التفاصيل الموجودة في العمل الحالي. يسأل شياو تشانغ فجأة لاو وانغ، ""لاو وانغ، هل تحب أكل السمك؟""",,C,شياو تشانغ يسأل عن عادات أكل لاو وانغ من أجل دعوة لاو وانغ لتناول الطعام في المستقبل.,يريد شياو تشانغ دعوة لاو وانغ لتناول السمك لتعزيز علاقتهما.,شياو تشانغ يسخر من لاو وانغ لكونه صعب الإرضاء.,يريد شياو تشانغ تغيير الموضوع لتخفيف حدة التوتر في اجتماع العمل.,,False
499,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما الذي تقصده تشانغ شيا على الأرجح عندما تقول هذه الكلمات؟,"تشنغ لو وتشانغ شيا حبيبان. في مساء يوم 10 فبراير، سألت تشانغ شيا تشنغ لو فجأة ببعض الدلال: ""أتعرف أي يوم سيحل علينا بعد أيام قليلة؟""",,A,إنها على الأرجح تريد تذكير تشنغ لو بألا ينسى تحضير هدية عيد الحب.,قد تريد أن تعرف ما إذا كان تشنغ لو يتذكر عيد ميلادها.,قد تكون تختبر ما إذا كان تشنغ لو يعرف ذكرى علاقتهما.,قد تكون تذكر تشنغ لو بأن السنة القمرية على الأبواب.,,False
500,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما الذي كانت تلمح إليه المعلمة حقاً بقولها هذا؟,"عندما كانت شياو جيان في السنة الأولى من المرحلة الثانوية، كانت مهووسة بالروايات، تختبئ في اللحاف لتقرأ كل ليلة، وأحياناً كانت تقرأ أثناء الدرس، لذلك لم يكن تركيزها جيداً في الحصة. في أحد الأيام، بينما كانت على وشك الخروج من الفصل للقيام بالتمارين الصباحية، أتت إليها المعلمة وقالت: ""شياو جيان، هل أنتِ متوعكة هذه الأيام؟""",,A,المعلمة تلمح إلى أن شياو جيان يجب أن تنتبه للدرس وألا تكون شاردة الذهن طوال الوقت.,المعلمة تستفسر عن صحة شياو جيان.,المعلمة تريد من شياو جيان أن تقلل من الوقت الذي تقضيه في قراءة الروايات.,المعلمة تريد من شياو جيان أن تخلد إلى النوم مبكراً للحفاظ على صحتها.,,False
501,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما الذي تقصده الأم تحديدًا بقولها هذا؟,"لي مينغ طالب في الصف الخامس الابتدائي انغمس مؤخرًا في لعبة إلكترونية مشهورة. ولأن اللعبة جذابة للغاية، فإنه يمضي وقتًا طويلاً في لعبها كل يوم. ذات يوم، قالت والدته لـ لي مينغ وهو يلعب اللعبة: ""ما شاء الله، مستواك في اللعبة في تحسن مستمر وسريع في الفترة الأخيرة!"".",,D,الأم تستمتع حقًا بمشاهدة لي مينغ وهو يلعب الألعاب.,الأم تريد أن يعلمها لي مينغ طريقة لعب هذه اللعبة.,الأم سعيدة بتحسن مستوى لي مينغ في اللعبة.,الأم تلمح إلى أن لي مينغ يمضي وقتًا طويلاً جدًا في اللعبة هذه الأيام، أكثر من اللازم.,,False
502,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ماذا تعني الأم حقًا عندما تقول هذه الكلمات؟,"الأم تطبخ العشاء في المطبخ، تفتح الثلاجة، وتقول لابنها لي مينغ الذي يشاهد التلفاز في غرفة المعيشة: ""يا إلهي، لا يوجد بيض في المنزل، وكنت ناوية أعمل بيض بالطماطم.""",,C,الأم تريد أن تخبر لي مينغ أن البيض قد نفد.,الأم تشكو من أن لي مينغ لا يجدد الطعام في الوقت المناسب.,الأم تأمل أن يذهب لي مينغ لشراء بعض البيض.,الأم تلمح إلى أنها قد تحتاج إلى تغيير قائمة العشاء.,,False
503,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما الذي يقصده لاو وانغ تحديدًا عندما يقول هذا الكلام؟,"تم تعيين شياو لي حديثًا، وهو متهاون إلى حد ما في عمله وغالبًا ما يكون غائبًا عن الشركة. في أحد الأيام، يتصل به رئيسه، لاو وانغ، ويقول: ""يبدو أن نظام تسجيل الحضور في شركتنا فيه خلل، لا أرى بيانات حضورك.""",,C,يأمل لاو وانغ أن يتمكن شياو لي من إصلاح نظام تسجيل الحضور.,يأمل لاو وانغ أن تستبدل الشركة نظام تسجيل الحضور بآخر جديد.,يأمل لاو وانغ أن يلتزم شياو لي بمواعيد العمل.,لاو وانغ قلق من تأثير عطل نظام تسجيل الحضور على سير العمل، ويرى ضرورة إصلاحه على وجه السرعة.,,False
504,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما الذي يقصده الوزير تشن العجوز حقًا بقوله هذا؟,"في يوم عمل مشمس، يتجمع الجميع في الشركة لمناقشة استراتيجية التسوق لـ ""يوم العزاب"" (الحادي عشر من نوفمبر) بحماس. في هذه اللحظة، يأتي الوزير تشن العجوز ويقول: ""ما هذا النقاش المحتدم؟""",,C,الوزير تشن العجوز يريد أيضًا الانضمام إلى هذا النقاش المحتدم.,الوزير تشن العجوز سعيد بمناقشة الجميع لاستراتيجية التسوق معًا.,الوزير تشن العجوز يأمل أن يتوقف الجميع عن النقاش والعودة إلى العمل.,"الوزير تشن العجوز يريد فهم استراتيجية التسوق ليوم ""يوم العزاب"" (الحادي عشر من نوفمبر).",,False
505,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما الذي يقصده شياو تشن تحديدًا عندما يقول هذا الكلام؟,"يأتي تيان يي إلى متجر فاخر، ويتردد في شراء ساعة طالما أثارت إعجابه. في هذه اللحظة، يتقدم الموظف شياو تشن، ويلقي نظرة على الساعة، ثم يقول لتيان يي: ""هذه آخر ساعة متبقية لدينا في المتجر.""",,B,يعبر شياو تشن عن أسفه لحالة بيع هذه الساعة.,يوحي شياو تشن بأن على تيان يي شراؤها بأسرع ما يمكن حتى لا تضيع عليه الفرصة.,يبلغ شياو تشن تيان يي بأن مخزون المتجر قليل جدًا.,يشارك شياو تشن تيان يي إعجابه بهذه الساعة.,,False
506,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ماذا تقصد شياو هونغ حقًا بقولها هذا؟,"في أحد أيام العمل بعد الظهر، يسأل شياو تشانغ زميلته شياو هونغ عن كيفية الاستعداد لخطاب الغد. فتقول شياو هونغ: ""حلقي ناشف ومش قادرة أركز، فيه محل عصير جديد فاتح جنبنا والناس بتقول إنه كويس.""",,A,شياو هونغ تريد من شياو تشانغ أن يعزمها على شاي الفقاعات.,شياو هونغ تلمح إلى أنها لا تريد مساعدة شياو تشانغ.,شياو هونغ متعبة جدًا بحيث لا تستطيع استيعاب سؤال شياو تشانغ.,شياو هونغ ترغب في شرب بعض الماء الآن.,,False
507,1,Hinting Task Test.jsonl,,,Hinting Task Test,,شو قصدها بالضبط لما حكت هيك؟,"رجل يعجب بامرأة ويشتري لها عقدًا غاليًا. تبتسم المرأة وتقول: ""العقد حلو كتير. قبل فترة صاحبي جابلي عقد زيه. ما كنت متوقعة يكون ذوقكم متقارب لهالدرجة.""",,C,المرأة بدها تعبر عن إعجابها بالعقد.,المرأة بتلمح إنها ما بتحب هاد الستايل من العقود.,المرأة بتلمح إنه عندها صاحب أصلاً.,المرأة بتمتدح ذوق الرجل.,,False
508,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ماذا يعني وانغ وي حقًا عندما يقول هذا؟,"بعد يوم عمل، يعود وانغ وي إلى المنزل. زوجته، تشانغ لي، تشاهد التلفزيون. يقول وانغ وي: ""أرى أن العشب في الحديقة قد تحول إلى ملعب كرة قدم.""",,B,وانغ وي يحب كرة القدم ويريد أن يلعبها على العشب.,وانغ وي يلمح إلى أن على تشانغ لي تنظيف العشب.,وانغ وي يثني على حجم حديقتهم ويرى أنها مناسبة لملعب كرة قدم.,وانغ وي يخطط لدعوة أصدقائه للعب كرة القدم في المنزل.,,False
509,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما الذي يعنيه لي جيا تحديدًا بقوله هذا؟,"عاد لي جيا إلى البيت بعد يوم عمل مُضْنٍ، وتطلع إلى أن يجد ما يسدُّ به جوعه في الثلاجة، لكنها كانت خاوية على عروشها. فالتفت إلى زوجته، وانغ هونغ، قائلاً: ""ثلاجتنا هذه، حتى النمل اللي مارّ من جنبها بيموت من الجوع!""",,C,يأمل لي جيا أن تقوم زوجته بتنظيف الثلاجة.,يعتقد لي جيا أن النمل موجود في ثلاجة المنزل.,يلمّح لي جيا إلى أن الثلاجة فارغة تمامًا وتحتاج إلى إعادة ملء.,يشعر لي جيا بالتعب والإرهاق من عمل اليوم.,,False
510,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ماذا كانت والدته تعني بقولها هذا؟,"بدأ شياو لي للتو المدرسة الابتدائية. بعد العمل، أتت والدته إلى غرفة شياو لي ورأت ألعابًا مختلفة مبعثرة على الأرض. قالت والدته: ""شياو لي، يبدو أنك أقمت للتو فوضى عارمة!""",,C,كانت والدته تريد أن تعرف إذا كان شياو لي قد أقام حفلة.,كانت والدته تريد أن تشير إلى أن غرفة شياو لي في حالة فوضى.,كانت والدته تلمح إلى أن على شياو لي ترتيب غرفته الفوضوية.,كانت والدته تريد أن تثني على مجموعة ألعاب شياو لي.,,False
511,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما الذي يرغب آبين حقًا في قوله عندما يقول هذا؟,"يستعد آبين للامتحان النهائي، وزميله في الغرفة شياولي يستخدم مكبر الصوت للاستماع إلى الموسيقى. يقول آبين: ""لحن هذه الأغنية رائع، ولكن هل لديك فكرة أين سماعاتي؟""",,C,هو يؤكد على جودة لحن الأغنية,هو يبحث عن سماعات الرأس الخاصة به,هو يشير إلى أن زميله في الغرفة قد يخفض مستوى الصوت,هو يريد الانضمام إلى شياولي للاستماع إلى الأغنية,,False
512,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ماذا تعني شو شو حقًا عندما تقول هذا؟,"في المساء، تجلس ليلي تشاهد التلفاز في غرفة المعيشة. تمشي أختها، شو شو، إلى شرفة غرفة ليلي، وتشير إلى حبل الغسيل خارج النافذة وتقول: ""مرحبًا، الجو يوحي بالمطر غدًا.""",,C,تريد شو شو تنبيه ليلي إلى أن الطقس قد يكون سيئًا غدًا.,تقترح شو شو على ليلي ألا تخرج غدًا.,تشير شو شو إلى ضرورة إدخال ليلي للملابس قبل المطر.,تريد شو شو أن تلفت انتباه ليلي إلى الملابس وهي تجف.,,False
513,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ماذا تعني لوسي حقًا عندما تقول هذا؟,"لوسي وصديقاتها يشربن في حانة. عندما سألتها صديقتها إذا كانت تريد مشروبًا رابعًا، أجابت: ""لديّ حصة يوجا صباح الغد، وسأكون متعبة جدًا إذا شربت المزيد.""",,C,لوسي تتطلع إلى حصة اليوجا في الغد.,لوسي لا تريد أن تشرب المزيد حتى لا يؤثر ذلك سلبًا على أدائها في حصة اليوجا غدًا.,تلمح لوسي إلى أنها لا تريد أن تشرب المزيد لكي لا يؤثر ذلك على حصة اليوجا في الغد.,لوسي تريد أن تخبر صديقاتها أنها من محبي اليوغا.,,False
514,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما الذي تريده المعلمة تشاو أن تقوله تحديدًا عندما تقول هذا؟,"لاحظت المعلمة تشاو أن العديد من الطلاب يتهامسون في الفصل، فقالت للصف بأكمله: ""تعتذر المعلمة للجميع، يبدو أنني ربما لا أجذب اهتمامكم بما فيه الكفاية في الفصل.""",,C,تعتقد المعلمة تشاو أن فصلها ممل، وهذه طريقتها في الاعتذار للطلاب.,تريد المعلمة تشاو أن يقدم لها الطلاب اقتراحات حول كيفية جعل الفصل أكثر إثارة للاهتمام.,تلمح المعلمة تشاو إلى أنه يجب على جميع الطلاب تركيز انتباههم على شرح الدرس ومحتواه.,تأمل المعلمة تشاو أن يتمكن الطلاب من فهم الجهد المبذول في التدريس.,,False
515,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ماذا يريد الأب أن يقول حقًا عندما يقول هذا؟,"في الصباح، يستعد الأب للذهاب إلى العمل، ولكن الابن لا يزال نائماً في السرير. ينظر الأب إلى ابنه ويقول: ""يلا الشمس طلعت وانت لسه نايم!""",,D,الأب يلمح إلى أنه سيذهب للاستحمام الشمسي.,الأب يلمح إلى أنه متفاجئ من الطقس الحالي.,الأب يلمح إلى أن الابن بحاجة إلى منع حروق الشمس.,الأب يلمح إلى أن الابن يجب أن يستيقظ.,,False
516,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما الذي تريده الأخت الصغيرة أن تقوله تحديدًا عندما تقول هذا؟,"الأخت الصغيرة تلعب بالألعاب، وترى أخاها يلعب لعبة على هاتفه. تنظر الأخت الصغيرة إلى أخيها وتقول: ""أخي، هذه اللعبة ممتعة جدًا!""",,C,تعتقد الأخت الصغيرة أن على أخيها أن يلعب ألعابًا أكثر تحديًا.,الأخت الصغيرة غير راضية عن تضييع أخيها للوقت في لعب الألعاب.,تريد الأخت الصغيرة أن يسمح لها أخوها بلعب اللعبة لبعض الوقت.,تعتقد الأخت الصغيرة أن على أخيها أن يخفض صوت موسيقى اللعبة.,,False
517,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ماذا كان شياو هوا يقصد تحديدًا بقوله هذا؟,"في المكتبة الوطنية، كان شياو هوا منهمكًا في قراءة كتاب. ثم دخلت فتاة وجلست بجانبه، وشغّلت مشغل الموسيقى على هاتفها، وكان الصوت عاليًا جدًا. رفع شياو هوا رأسه ونظر إليها، ثم عاد إلى قراءة كتابه وقال: ""عفوًا، أهذه المكتبة الوطنية؟""",,D,شياو هوا يسأل عن مكانه الحالي.,شياو هوا يريد من الفتاة أن تشاركَه قراءة الكتب.,شياو هوا مهتم بالموسيقى التي في هاتف الفتاة.,شياو هوا يطلب من الفتاة إطفاء الموسيقى على هاتفها.,,False
518,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ما الذي تعنيه الأم حقًا عندما تقول هذا؟,"تنهي الأم تحضير العشاء، وبعد ذلك تأتي إلى غرفة الطعام لتناول الطعام مع الأب والابن، وترى زوجين من عيدان الأكل على الطاولة، فتقول: ""أمر غريب، كم شخصًا سيأكل معنا اليوم؟""",,C,الأم تسأل عن عدد الأشخاص الذين يتناولون الطعام معًا.,الأم تلمح إلى أنه يجب أن يكون هناك المزيد من الأشخاص قادمين إلى المنزل.,الأم تلمح إلى أنها يجب أن تحضر زوجًا آخر من عيدان الأكل لها.,الأم تلمح إلى أنها ليست جائعة جدًا وقد لا تأكل الكثير من الطعام.,,False
519,1,Hinting Task Test.jsonl,,,Hinting Task Test,,ماذا يعني المدير حقًا بقوله هذا؟,"في اجتماع للشركة، يناقش المدير الإطلاق القادم للمنتج. موظف جديد يواصل طرح الأسئلة، مقاطعًا كلام المدير. ينظر إليه المدير ويقول: ""إن حماسك يثير إعجاب الناس حقًا.""",,B,يعتقد المدير أن هذا الموظف يحب عمله كثيرًا ويقدره.,يلمح المدير إلى أنه يجب على هذا الموظف طرح الأسئلة في الوقت المناسب.,يتوقع المدير من جميع الموظفين إظهار هذا الحماس.,يشجع المدير الموظف الجديد على الاستمرار في طرح الأسئلة.,,False
