question,option_a,option_b,option_c,option_d,answer
"إذا اجتاز شاو تشانغ الامتحان وفشل شانغ داي جون في الامتحان، يجب أن تفشل شاو نا في الامتحان.
إذا كانت هذه الفرضية صحيحة، فإن يمكن الاستنتاج من أي مقدمات أن داي جونون اجتاز الامتحان.","أعطى زهانغ الصينى النتيجة المطلوبة، بينما فشل دايجون. 
",شيو تشانغ و شيو نا فشلا في الامتحان,لم يخذ الامتحان أحد,شيو تشانغ و شيو ناboth تمكنا من اجتياز الامتحان,د
"يوجد بعض الأساتذة ذوي الشعر الطويل، لذلك فإن بعض الأشخاص ذوي الشعر الطويل هم علماء.
لتكون الأطروحة السابقة صحيحة، يجب إضافة ما يلي كحجة أساسية.",بعض الأساتذة هم علماء,جميع العلماء أستاذون,جميع الأساتذة علماء,يوجد بعض العلماء الذين ليسوا أستاذين,س
"تظهر إحصائيات محطة الوقاية من epidemics أن التطعيم للكلاب يمكن أن يقلل من خطر الإصابة بالرعب،  لكن البحث الإحصائي الذي قام به صناعة التأمين الصحي وصل إلى نتيجة خالصة العكس.  الأشخاص الذين تم لدغهم من كلاب تم تطعيمها ضد الرعب أكثر عرضة للإصابة بالرعب من أولئك الذين تم لدغهم من كلاب لم يتم تطعيمها ضد الرعب.


من بين الخيارات التالية ما هو الصحيح والذي يشرح أفضل الصراعات الواضحة في السؤال؟","يتوجب على الأشخاص الذين يتعرضون للهجوم من الكلاب أن يذهبوا إلى محطة مكافحة epidemics  
  على الفور للحصول على المساعدة، ولكنهم قد لا يتواصلون مع شركة التأمين في الوقت المناسب.",أكثر الكلاب التي تبيتها ليست محمية ضد الدفتيريا,يجب على كل شخص يتعرض للهجوم من كلب أن يتلقى حقنة لقاح الدفتيرة,يتمكن الناس عادةً من تطعيم كلبهم بعد ظهور أعراض السلّ للكلاب، وجميعهم يعيشون في أماكن ذات أعلى نسبة للإصابة بالسلّ,د
"قال أَن بَخِف، وقال بَخِف، وقال ج و د إنهم ليسوا بَخِفين.
إذا كان هناك خطأ واحد فقط في أحد الأقوال، فمن يجب أن يكون بَخِفا؟",أ,ب فقط,مقطع سي فقط,فقط ب و ج,ب
"قالت جينغ تشانغ؟ فقط الممثلون الرسميون يمكنهم الكلام. قال قiang ليو؟ نعم؟  هو غوي لي أيضا ممثل رسمي ولكن أيضا تكلم
حسبرة ليو قiang هي تفسير زينغ تشانغ كلمة بشكل خاطئ من بين ما يلي؟",جميع المتحدثين هم ممثلون رسميون,يريد لِيْ غُوِيْ أن يُكَلِم,تحدث جميع الممثلين الرسميين,لا وجود ممثل رسمي يتحدث,ج
"في الاختبار الأخير، كان المعلم يحتاج إلى مشكلة غريبة، و 86% من المرشحين فشلوا. قبل هذا الاختبار، قام ونجيانمين بتقدير؟ ""وفقًا لموقف الاختبار السابق، هذا الاختبار لن يكون له بالتأكيد مشكلة من هذا النوع."" قال هو سيمينغ؟ ""هذا يعني أن هذا الاختبار سوف يكون بالتأكيد لا يوجد مشكلة من هذا النوع. حسنا! ""قال ونجيانمين، ""أنا لا أقصد ذلك.""
ما الذي يظهر فيما قال ونجيانمين؟",لا يمكن للمعلمين فشل في حل تلك النوعية من المشكلات هذه المرة,سوف لا يتمكن المعلم من العثور على نوع من المشكلة هذه المرة,المعلم قد لا يكون يواجه هذا النوع من المشاكل هذه المرة,لا يمكن للučacher أن يكون له هذا النوع من المشكلات,س
"سيد جيد لن يفارق أبداً الشعب. لذلك، إذا فَرق قائد عن الشعب، فهو ليس شخصاً يمكن أن يُدعمه معظم الشعب.
ما الذي يُشبه أكثر من هذا الحوار؟",عديد من القادة هم الناس الذين يفرون عن الجماهير,"يجب على جميع الحواسيب تثبيت البرنامج المناسب لتشغيل برنامج معين. لذلك، إذا لم يكن الحاسوب يحتوي على البرنامج المناسب المثبت، فلا يمكن تشغيل هذا البرنامج 

لذلك، إذا لم يكن الحاسوب يحتوي على البرنامج المناسب المثبت، فلا يمكن تشغيل هذا البرنامج.","يتمنى جميع الأطفال اللعب مع الآخرين. إذا نظمت رياض الأطفال ألعابًا أكثر بين الأطفال، سوف يُشكرها الوالدان بالتأكيد 
 إذا نظمت رياض الأطفال ألعابًا أكثر بين الأطفال، سوف يُشكرها الوالدان بالتأكيد.",لا يمكن الإجابة على هذه السؤال في 5 دقائق. إذا أجاب أحد الأشخاص في 5 دقائق، فهو ليس طالبًا مُكتملاً.,ب
"يُعتقد أن معظم الأشخاص الذين يشربون الكثير من المشروبات الكحولية سوف يشعرون بآلام رأس. إذا لم يشرب سيد ونج، فمن المحتمل أن لا يصاب بآلام رأس.
من بين الجمل السابقة، أي من الجمل التالية مشابه؟",الأشبال الأشبال الأشبال غالبًا ما تكون سهلة التدريب، لذلك يجب أن يكون لشياو ونج مشكلة في تدريب كلبة جديدة اشتراها,"يبدو أن معظم السيارات المحلية سيئة جدا، هذه السيارة تعمل جيدا، لذلك قد لا تكون سيارة محلية 
","ينفعل الممثلون المشهورون جيدًا لأن لاو غاو ليس ممثلًا مشهورًا، لذلك قد لا ينفعل جيدًا. 
 لا يوجد شيء هنا.","يُعتقد أن معظم المهندسين درسوا في المدرسة لسنوات كثيرة، لذلك قد يكون ليو القديم مهندسًا لأنّه درس في المدرسة لسنوات كثيرة 
  قد يكون ليو القديم مهندسًا لأنّه درس في المدرسة لسنوات كثيرة",س
"حتى لو أن أجزاء معينة من جذور بعض الأشجار يمكن أن تُستخدم لعلاج السرطان، يجب على الحكومة توفير الأموال الكافية لدعم البحث لاختبار هذه الفرضية.
يستند الادعاء السابق إلى ما يلي.",يحتوي جذور بعض الأشجار على مواد طبيعية يمكن أن تساعد في علاج السرطان,حسن فرصة العلاج هي سبب لدعم مثل هذه الأبحاث,المعالجة للسرطان من الفوائد الكبيرة للجماعة,المصادر المالية للاستقصاء المذكور الوحيدة هي الحكومة.,د
"قال لاو لي؟ ""على الرغم من انخفاض عدد الطلاب المسجلين في الكليات والجامعات سنويا، إلا أن عدد طلاب المرحلة الابتدائية قد زادت بكثرة. لذلك، اقترح إدارة التربية والتعليم المحلية ببناء مدرسة ابتدائية جديدة. استخدم بعض الفصول الدراسية في الجامعات كفصول دراسية ابتدائية.""

ما الذي يدعم خطة لاو ليو بشكل أفضل؟",يوجد بعض الفصول الدراسية في الكليات التي لا تصلح للاستخدام كفصول دراسية للصفوف الابتدائية,"يُعدّ تكلفة بناء كلية أعلى بكثير من تكلفة بناء مدرسة ابتدائية 
",على الرغم من عدم زيادة معدل المواليد، إلا أن عدد الأسر التي لديها أطفال درسون في الكليات قد زادت بكثرة,كانت العديد من الفصول الدراسية نادرة الاستخدام حتى قبل أن يقل عدد الكليات والجامعات,د
"تتناول الطالبات في الرياضيات أيضًا العديد من المواد الإنسانية. يانغ ينج هي طالبة في الرياضيات، لذلك تتناول أيضًا العديد من المواد الإنسانية.
أي من الحجج التالية يظهر الأخطاء في الاستدلال الأكثر تشابهًا مع الحجة السابقة؟","تتناول جميع الطلاب في قسم الرياضيات دورة ""مبادئ الفلسفة"". هي Pony طالبة في قسم الرياضيات. لذلك درست الرياضيات أيضًا.","يعد المعلم في قسم الفلسفة قد كتب العديد من المقالات الفلسفية. لاو تشانغ هو معلم في قسم الفلسفة، لذلك قد كتب أيضا العديد من المقالات الفلسفية 
","كل المنازل القديمة تحتاج إلى إصلاحات متكررة، هذه المنزل جديدة، لذلك لا تحتاج إلى إصلاحات متكررة 
.",المعلمين في هذه المجموعة الدراسية هما في الغالب طالبات، ووانغ يينغ عضو في هذه المجموعة الدراسية، لذلك فهي أيضا طالبة,ب
"في الآونة الأخيرة، أصدرت مجموعة من الطلاب من جامعة تسينغهوا في جامعة بكين مبادرة تندد بالطلاب الجامعيين بالابتعاد عن الألعاب الإلكترونية غير الصحية.
ما الذي يعد شرطًا أساسيًا لهذه المبادرة؟","تجنب الطلاب الجامعيين لعب الألعاب الإلكترونية غير الصحية على الإنترنت 
","توجد العديد من الطلاب الجامعيين يلعبون الألعاب الإلكترونية على الإنترنت 
",توجد ألعاب إنترنت غير صحية,تكون مهمة الطلاب الجامعيين هي التركيز على التعلم,ج
"تظهر الأبحاث السوقية أن في حرب الأسعار، لا يتجاوز سعر الحواسيب المُصنعة من العلامات التجارية 10%، لذلك لا يتجاوز سعر حاسوب شينزو 10%

ما الذي يمكن أن يفعل أفضل لتفكيك الحجة السابقة؟",لم تكن هناك تخفيضات في الأسعار لجهاز شينزو (Shenzhou Computer) في السنة الماضية,تقلص العديد من الحواسيب من أسعارها بنسبة أكثر من 10%,ليست شينژو كمبيوتر ماركة كمبيوتر,تزايد حصة سوق أجهزة الحاسوب الصينية بنسبة 10%,س
"لا سوف يختفي الحيوانات الأليفة.  السبليوس الأسيوي هو حيوان أليف، لذلك السبليوس الأسيوي لن يختفي. 
من أجل هذا السبب، أي مما يلي صحيح؟",هذا التوجيه خاطئ لأن نهايته خاطئة,هذا التوجيه خاطئ لأن يخالف نفس القانون.,هذا التوجيه صحيح لأن مبدأه صحيح,لا أستطيع أن أكون متأكدا من صحة هذا المنطق.,ب
"يُعتبر فرعون أستاذًا في جامعة وله العديد من المقالات الفلسفية، لذلك يجب أن يكون أستاذًا في قسم الفلسفة.
وبناءً على ما يلي يتم استنتاج ذلك؟",كتب الفرعون العديد من المقالات الفلسفية,حصل كلية الفلسفة على العديد من المقالات الفلسفية,من بين المعلمين الجامعيين، فقط المعلمين في قسم الفلسفة هم الذين كتبوا العديد من المقالات الفلسفية,"كانت القليل من المعلمين قد كتبوا العديد من المقالات الفلسفية. 
",س
"في موقع حفريات الديناصورات في شينجيانغ، افترض الخبراء أن رؤوس الديناصورات قد تُكتشف
ما الذي يُشير إلى نفس المعنى كخبراء؟",لا يمكن أن لا تجد الجمجمة الدينوساوية,لا يُعتبر العظم الجرابي للديناصور ضروريًا للعثور عليه.,لا يُعتبر اكتشاف رؤوس الديناصورات أمرًا محتملًا.,"لا يجب أن تجد الجمجمة الدينوساوية 
",د
"يقول المنطقيون؟ إذا كان 2 плюس 2 يساوي 5، فإن الأرض مربعة.
أي مما يلي هو نفس ما قال المنطقي؟",إذا كانت الأرض مربعة، 2 + 2 = 5,إذا كانت الأرض دائرية، 2 плюس 2 لا يساوي 5,2 + 2 لا يساوي 5 أم أن الأرض مربعة,2 + 2 = 5 أم أن الأرض مربعة,ب
"في توقعات السوق، قال الخبراء؟  لا يمكن أن لا تقوم الحواسيب بقطع الأسعار في العام المقبل
ما الذي هو نفسه ما قاله الخبراء؟",يجب أن تُخفض سعر الحاسوب في العام المقبل,قد تقل أسعار الحواسيب في العام المقبل,لا يمكن التنبؤ بإنخفاض الأسعار من قبل الحاسوب في العام المقبل,لا يُحتمل أن يُقلص سعر الحاسوب في العام المقبل,ا
"ماذا يعتقد؟ ""هل تعتقد أن Mission Impossible 3 ""تمت معالجته جيدًا؟""  ماذا يقول  Xiao Ma؟ ""لا أعتقد أنها جيدة."" ماذا يقول  Xiao Wang؟ ""فأنت تعني أنها سيئة؟"" ماذا يقول  Xiao Ma؟ ""لا، لم أقول سيئة."" ماذا يقول  Xiao Wang؟ ""إذا لم تكن قادرة على قوله جيد، فهي سيئة.""
النقطة التالية لا يمكن أن تكون تقييمًا صحيحًا للجملة بين Xiao Wang وPony، إلا:","يعني شاو ونج أن يقيّم بوني فيلم ""مهمة مستحيلة 3"" بشكل واضح",لا يتفق كلام pony,لم يفهم  ونجو الصحيح معنى الإجابات الثلاثة لپوني,"تعتقد pony أن ""مهمة مستحيلة 3"" هي عامة 
 يتم التقاطها.",ب
"بعد وقوع حالة فساد في شركة، توصل كل من أربعة مراقبين إلى ما يلي: أ. لا فساد من قبل الجميع ب. لا فساد من قبل مدير تشانج ج. لم يكن جميع الأشخاص المشاركين الفاسدين د. بعض الأشخاص ليسوا فاسدين 
إذا توصل واحد فقط من المراقبين الأربعة إلى أن ذلك صحيح، فمن ما يلي صحيح؟",يُعتبر A صحيحًا و Manager Zhang ليس مُفسدًا.,يُعتبر C صحيحاً، Manager Zhang ليس مُفسداً,يُعتقد أن C صحيح، Manager Zhang قد سرق,أقر دنج أن السيد تشانغ لم يسرق,س
"في مسابقة المعرفة في قسم الرياضيات، كان أداء باي هونغ أفضل من أداء سيو لي، وأداء وانغ يينغ أسوأ من أداء زين زين، لذلك أداء باي هونغ أفضل من أداء وانغ يينغ.
النقاط التالية أضيفت إلى premise الأساسية كحجج جديدة. باستثناء واحدة، يمكن أن تُثبت الأسباب في القاعدة الأساسية.  quale النقطة التي لا تجعل الأسباب صحيحة؟",نتائج بائو هونغ هي نفس نتائج زينزين.,"نتائج سiao لي هي نفسها مثل زhenzhen 
",أداء سيو لي أفضل من زين زين,يُعتبر أداء زينزين أفضل من أداء肖 لي,د
"لاو تشانغ؟ فقط مواهب سيتشوان يحبون الفلفل الصيني سيدو ليو؟ صحيح! لاو لي من سيتشوان، لكنه لا يحب الفلفل.
حسبرة سيدو ليو لماذا لاو تشانغ كلمة؟",الناس الذين يحبون الشيلي هم جميعا من سيتشوان.,لي عجيب يحب الحار.,يحب جميع السنجانية الفلفل.,لا يحب الشعب السيشوان صلصة الفلفل.,س
"كان هناك حدث في الفصل حيث لم يشارك ونج يين. وبعدها، سأل المشرف ونج يين: ""لماذا لم تأت هذه المرة؟""
يجب أن يُستخدم سؤال قائد الفريق من بين الخيارات التالية:",وينغ ينج لم يطلب إجازة مسبقاً لعدم حضور هذه الفصل.,وينغ يينغ لم تندمش من النشاطات الفصلية.,وينغ يينغ لم تفتأ تتردد على أنشطة الفصل.,وينغ يينغ غائبة عن أنشطة الفصل السابق.,د
"يتم إجراء اختبارات الصدمات والشد في مختبر مصنع على ثلاثة منتجات أ.ب.ت، وينبغي أن يكون المنتجات التي يمكنها اجتياز هذه الاختبارات المذكورة هي منتجات مؤهلة. نتيجة لذلك، اجتازت منتجاتان الاختبار الصدماتي و اجتازت منتجاتان الاختبار الشددي.
عندما ننظر إلى الاختبارات السابقة، من الضروري أن يكون صحيحاً ما يلي.",هناك نوعان من المنتجات المؤهلة.,يجب أن يتم اجتياز الاختبارات الأخرى أيضًا.,يوجد منتج مؤهل على الأقل.,يحتمل أن لا يكون أي من المنتجات الثلاثة منتجات مؤهلة.,س
"كان الجنود من القوات الإعلامية قد تعلموا الكثير من такتيكات المشاة. كان赵宏 جنديًا من القوات الإعلامية، لذلك تعلم أيضًا الكثير من такتيكات المشاة.
ما الذي يُشبه ذلك فيما يلي؟","تتناول جميع الطالبات في قسم الفلسفة هذا المقرر ""الجبر"". تشمل الطالبات في قسم الفلسفة زهانغ زهونج، لذلك أخذت هذا المقرر ""الجبر"". 
 زهانغ زهونج طالبة في قسم الفلسفة، لذلك أخذت هذا المقرر ""الجبر"".",يعمل عامل في مصنع قد شارك في العديد من المحاضرات العلمية. لاو ما عامل في مصنع، لذا شارك أيضًا في العديد من المحاضرات العلمية.,يتطلب جميع البرامج الحاسوبية القديمة تحديثًا متكررًا. هذا البرنامج الحاسوبي جديد، لذلك لا يحتاج إلى تحديث متكرر.,معظم الأعضاء المشاركين في هذا العرض هم طالبات. شاركت تشانغ زهونغ في هذا العرض، لذلك فهي أيضا طالبة.,ب
"تظهر الإحصائيات أن الأخطاء الطبية الأكثر شيوعًا تحدث في المستشفيات الكبيرة، لذلك safer أن يذهب إلى مستشفى صغير للعلاج الطبي.
أي من الخيارات التالية يرفض الأرجумент السابق؟",تُعتبر حصول الأخطاء الطبية مرتبطة بالجودة doktors.,"تتعلق معظم الحوادث الطبية بالمرضى重,  ويتجه معظم المرضى重 إلى المستشفيات الكبيرة.","يجب أن يذهب المرضى المختلفين إلى مستشفيات مختلفة. 
",يوجد عدد أقل من المستشفيات الكبيرة من المستشفيات الصغيرة.,ب
"يبيع السوبرماركت فقط نوعين من الخمور، الخمر البيضاء والخمر الحمراء. بعض العملاء اشتروا كل أنواع الخمر البيضاء، وبعض العملاء اشتروا كل أنواع الخمر الحمراء.
ما الذي يجب أن يكون صحيحا من ما يلي؟",اشتروا الموظفون في السوبرماركت أيضًا الخمور من السوبرماركت.,اشترى الزبون جميع أنواع الخمور.,اشترى العملاء من جميع أنواع الخمور في السوبرماركت هذا.,يأتي بعض العملاء إلى السوبرماركت، لكنهم لا يشترون الخمور.,س
"قال السيد تشو؟ "" أعرف 200 شخصًا. من بين الناس الذين أعرفهم، يبلغ راتبهم الشهري أكثر من 6000 يوان، لذلك فإن متوسط راتب الشهر في الصين relativly مرتفع.""
أي مما يلي يرفض أفضل तरكيز تشو 'س المنطق؟",معظم الأشخاص الذين يعرفهم السيد تشو هم موظفون ذوو مهنة عالية.,يختلف متوسط الراتب الشهري لمدينة 周 من المدن الأخرى.,لأن هناك العديد من الصناعات، فإن متوسط الراتب الشهري صعب الحصول عليه.,"يبلغ راتب زو الشهرية 10,000 يوان.",ا
"كانت هناك توقعات من خبير بشأن أسعار المنازل في النصف الثاني من العام، أن أسعار المنازل قد ترتفع.
من ما يلي يعني نفس المعنى لكبير الخبراء؟",لا يمكن للأسعار العقارية أن تتوقف عن الزيادة.,لا يزيد دائمًا سعر البيع للبيوت.,لا يزيد دائمًا سعر البيع للبيوت.,صعوبة حدوث ارتفاع أسعار المنازل.,س
"قال البروفيسور ونج: ""ال مقالات التي قدموها لي طلابي تحتوي على الكثير من الأخطاء النحوية و العديد من الجمل ليست سلسة، لذلك الآن مستوى اللغة للطلاب الجامعيين هو ضعيف نسبيًا.""
ما الذي يمكن أن يضعف أقوال البروفيسور ونج أكثر؟",لا توجد أدلة على أن طلاب البروفيسور ونج يمكنهم تمثيل الطلاب العاديين.,لم أعتبر أن الكثير من الجمل في الأطروحة هي جمل متواصلة.,في بعض الأحيان يعتبر الأخطاء في الكتابة خطأً في الكتابة، لكن في الحقيقة هي خطأً في قراءة البروفيسور ونج بنفسه.,السبب في مستوى اللغة السيء للطلاب الجامعيين هو مشكلة خطط التعليم في المرحلة الثانوية.,ا
"كانت هناك تقارير من الصحفي السياسي توم عن كثب عن خطابات و تقارير الرئيس العاشر للولايات المتحدة الأمريكية، و وجد توم أن هناك الكثير من الكذبات. لذلك، استنتج توم أن جميع السياسيين الذين يترشحون للرئاسة في الولايات المتحدة الأمريكية غير صادقين.


من بين الخيارات التالية، ما الذي يتوافق مع استنتاج توم؟",لا يوجد أي سياسي يخدع الناس ويترشح لمنصب رئيس الولايات المتحدة.,لا يوجد سياسي صادق يمكن أن يترشح للرئاسة.,كل السياسيين كاذبون.,لا جميع السياسيين الذين يترشحون للرئاسة في الولايات المتحدة صادقون.,د
"يظهر الاستطلاع أن العامل المهم الذي يؤدي إلى انخفاض أداء الطلاب الجامعيين الأكاديمي هو أن الكثير من الطلاب الجامعيين يلعبون ألعابًا على الإنترنت. من أجل تحسين أداء الطلاب الجامعيين الأكاديمي، قرر المدرسة قرارًا؟ منع لعب الألعاب على الإنترنت على الحرم الجامعي.
ما الذي يطرح السؤال الأفضل حول قرار المدرسة؟",لا يمكن حظر الألعاب الإلكترونية على الإنترنت.,يمكن أن يتحسن جودة الطلاب الجامعيين من خلال اللعب بالعبة على الإنترنت بدرجة معتدلة.,تستخدم الطلاب الجامعيين بشكل أساسي ألعاب الإنترنت في مقاهي الإنترنت.,يصعب تقنيًا منع الطلاب الجامعيين من اللعب في ألعاب الإنترنت على الحرم الجامعي.,ج
"في علاج المرضى الذين يعانون من سعال شديد متكرر، يلجأ بعض الأطباء إلى استخدام المضادات الحيوية بشكل مستمر، مما يؤدي إلى ظهور جانبين سلبيين. الأول، يدمر المضادات الحيوية التوازن في الكولون في المريض. الثاني، يجعل المريض مقاوما. لأن البكتيريا التي لم يتم قتلها بالعقاقير تصبح مقاومة، ويمكنها الاستمرار في التكاثر.
أي من الأسلوبات التالية هو الأكثر احتمالا في حل المشكلة السابقة؟",استخدم فقط المضادات الحيوية التي لها تأثيرات مضادة للالتهاب الجيدة.,البحث عن أنواع جديدة من المضادات الحيوية التي تقلل من الآثار الجانبية.,يتعين استخدام أنواع مختلفة من المضادات الحيوية حسب حالة المريض بشكل دوري.,استخدام الطب الصيني التraditional لاستبدال المضادات الحيوية.,ج
"في منطقة شينجيانغ الشمالية، سيحصل العلامة التجارية للشراب على أعلى درجة من الوضوح بسرعة من خلال الإعلانات الإذاعية المكثفة.
أي من الاستنتاجات التالية هو الأكثر احتمالاً أن ينتج عن هذا التحديد؟",في شمال شينجيانغ، الإذاعة المرورية هي الطريقة الأهم للكحول لفتح السوق,في منطقة شينجيانغ الشمالية، سيكون للكحول المشهور على المستوى الوطني العديد من المستهلكين,في منطقة شنجانج الشمالية، يمكن للراديو الإعلاني للمحطات المرورية أن يصل المعلومات عن الكحول إلى كل منزل,"في منطقة شنجيانغ الشمالية، من أجل الحصول على الشعبية القصوى بسرعة، لا يحتاج نوع معين من الخمور إلى استخدام أدوات أخرى للاعلان التسويقي، باستثناء الإعلانات المكثفة عبر محطات الراديو. 
 في هذه المنطقة، يمكن أن يصل هذا النوع من الخمور إلى الشعبية القصوى بسرعة، دون الحاجة إلى استخدام أدوات أخرى للاعلان التسويقي.",د
"قبل الدوري الصيني لكرة القدم، ناقش أربعة أعضاء من فريق الأمن الوطني أ.ب.ج. ود عن حالة طلبات الانتقال للاعبي النادي.قال أ: ""جميع لاعبي نادينا قد تقدموا بطلبات الانتقال"".قال ب: ""إذا تقدم دا ليو بطلب الانتقال، فإن شياو ونج لم يتقدم بطلب الانتقال"".قال ج: ""تقدم دا ليو بطلب الانتقال"".قال د: ""بعض لاعبي نادينا لم يتقدموا بطلب الانتقال"".
مع العلم أن واحدًا فقط من الأربعة يخون، أي أن واحدًا فقط منهم يبدي الكذب، ما الذي يمكن استخلاصه من ذلك؟","كان كاذبًا، لم يتقدم دا ليو بطلب. 
 لم يتقدم دا ليو بطلب.",قال ب إن إكسو ونج لم يتقدم بطلب.,كذب، لم يتقدم سيدو ونجو بطلب.,قال دنج كذب، أرسل شاوانغ طلبا.,ج
"تتم تنفيذ نشاط التدريب ""سبرنت واحد على واحد"" لامتحان القبول بالجامعة من قبل شركة ""نانيانج للتدريب التعليمي"" حاليًا، مع نصيحة من محللين السوق، اختروا يوكاي وسيينويان، وهما من أشهر المدارس الثانوية المفتوحة، كأولى أهدافهم للتحليل. يعتقد تقرير تحليل السوق أن هذه المدرستين قد جمعتا العديد من الطلاب السنior الثلاثة المتميزين، وتقدم خدمات شخصية ""واحدة على واحدة""، مما يمكن الطلاب من تحقيق رغبتهم في تحسين النتائج المختلفة بعد المدرسة، مما يتيح لهم دخول جامعة أفضل. 


من بين الخيارات التالية، أي من يمكن أن يضعف الاستدلال السابق بدرجة قوية؟","هذه الرسوم التدريبية ل ""مادة امتحان القبول بالجامعة الواحد ضد واحد"" فقط قليلا أعلى من الرسوم للتدريبات العادية لاستشارات امتحان القبول بالجامعة 
  هي فقط قليلا أعلى من الرسوم للتدريبات العادية لاستشارات امتحان القبول بالجامعة.","كان معظم الطلاب في المدارس الثانوية المهمة في يوكاي و سنينيو قد雇وا معلمين ذوي خبرة بعد المدرسة،  و دفعت لهم قليلاً أقل من "" سباق واحد ضد واحد لامتحان القبول بالجامعة"".","لا تمت تجربة جودة خطة ""السباق في امتحان القبول في الكليات الواحد ضد واحد"" بعداً في السوق، و لا تزال النتائج مستحيلة التحديد.","لا زال عدد المدربين في ""شركة الاستشارات التعليمية نانجيانغ"" قليلًا. أخشى أن يكون من الصعب تلبية احتياجات جميع الطلاب في المدارس الثانوية Yucai و New Century.",د
"حصل ونج فنج على منحة أعلى من لي ليانغ. بعد أن علم أن منحتيان شياو يه هي أعلى من لي دامينغ، يمكن رؤية أن منحة ونج فنج هي أعلى من لي دامينغ أيضًا.
يمكن أن يؤدي التالي من بين هذه التخمينات لصحة الاستنتاج السابق، باستثناء؟",يُعتبر منح دراسية ونج Fang متساوية مع منح دراسية ل Tian Xiaoye.,يعد منحة لي ليانغ أعلى من منحة لي دامينغ.,يعد منحة لي ليانغ أعلى من منحة تيان شياو يي.,يُعتبر منح Tian Xiaoye أعلى من منح Wang Fang.,د
"يوجد بعض المهندسين الذين حصلوا على دكتوراه، لذلك فإن بعض الأشخاص الذين حصلوا على دكتوراه هم ذوي مهارات عالية.
من أجل أن تكون الأسباب السابقة صحيحة، يجب أن يتم إضافة ما يلي كحجة أساسية؟",جميع الأشخاص ذوي المهارات العالية هم مهندسون.,يوجد بعض الأشخاص ذوي المستوى التقني العالي الذين لم يحصلوا على الدكتوراه.,يوجد بعض المهندسين لديهم مستوى تقني عالٍ.,المستوى الفني لجميع المهندسين عالٍ جدًا.,د
"يتم توظيف أعضاء في فرقة الأوركسترا السيمفونية. هناك 9 مرشحين على القائمة، بما في ذلك 3 جنوبيين، رجل واحد، شخصان في العشرين من العمر، شخصان يعانون من عجز البصر، سيدة واحدة، شخص من غوانغشي، وشمالي واحد.
يتضمن جميع الأعضاء ما سبق. يُعتقد أن النتائج التالية هي تفسيرات محتملة للبيان السابق، إلا أن ما يلي؟",هي امرأة من الشمال.,يتعانقان اثنان من الشباب البالغين من العشرين سنة هما ضعاف البصر.,رجل هو شمالي.,سيدة من قوانغشي.,ب
"كل المعادن هي موصلات، والفولاذ هو موصل، لذلك الفولاذ هو معدن.
ما الذي يُشبه هذا البناء المنطقي أكثر؟","جميع المعادن هي موصلات، والبرونز معدن، لذلك البرونز موصل. 
  البرونز هو معدن، وجميع المعادن هي موصلات، لذلك البرونز موصل.","المدراء المساعدين هم أفراد ذو عقلانية عالية، والباحثون ليسوا مدراء مساعدين، لذلك الباحثون ليسوا أفراد ذو عقلانية عالية 
.",كل الطيور ليسن نباتات.الفراشات طيور، لذلك الفراشات ليسن نباتات.,"لا جميع الطيور نباتات، والإنسان حيوان، لذلك الإنسان طائر. 
لا يوجد دليل على أن الإنسان طائر.",د
"حتى يتلقى مرضى السرطان علاج الكيمياء الحيوية، سيصابون بآثار جانبية قوية، وسيؤدي الآثار الجانبية للكيمياء الحيوية إلى انخفاض مقاومة مرضى السرطان. لذلك، يعتبر الأشخاص الذين لديهم مقاومة منخفضة معرضين للسرطان.


من بين الخيارات التالية، ما الذي يأخذ في الاعتبار الأسباب أعلاه؟",حتى يتحسن درجاتهم بشكل كبير، و إذا تحسنت درجاتهم، يمكنهم الحصول على منح دراسية، لذلك يمكن أن تحصل على منح دراسية العمل الجاد.,لا يستطيع إلا الفيزيائيون فهم نظرية الإ_relativeity،  و لا يستطيع إلا الذين فهموا نظرية الإ_relativeity المشاركة في الأبحاث ذات الصلة.  يشارك السيد ونج في أبحاث الإ_relativeity،  لذلك يجب أن يفهم الإ_relativeity.,إذا لعب باراك، فستفوز الفريق الألماني بالتأكيد. إذا فاز الفريق الألماني، فسوف يكون قادرًا على الحصول على جائزة عالية، لذلك عندما يحصل الفريق الألماني على جائزة عالية، يجب أن لعب باراك.,هو لاوتيان أبا أودا، وداچيون أخا لاوتيان، لذلك داچيون عم أودا.,ا
