question,option_a,option_b,option_c,option_d,answer
"Company S manufactures and sells the same instruments as company J.The wages of employees in company S and company J account for 40% of the production of instruments.Company S is seeking a competitive advantage over company J.Therefore, in order to promote this, S companies should lower their employees' salaries.
Which of the following, if true, would most weaken the above discussion?
The salary paid by D.S companies to its employees is, on average, 10% higher than that of J companies","Because they produce a small number of precision instruments, instrument manufacturers cannot get bulk discounts on raw materials","Decreased wages will reduce the quality of employees' work, and this reduction in quality will lead to a decline in sales",J company snatched 20% of S company's business last year,,b
"Only when leaders care about the needs of employees, employees can go all out to work.""
From this, we can know?","After the leaders care about the needs of the employees, the employees will go all out to work",Workers don't work hard because their leaders don't care about him,"Leaders do not care about the needs of employees, and employees will not go all out to work","Employees work hard, just because the leader cares about him",c
"Phenomenologically, humor is a distortion of the general logic of things, but it must be a reflection of conscious rationality.It cannot be separated from human normal thinking and healthy psychology, so humor is a reflection of human health psychology .
Based on the above statement, which of the following conclusions can be derived?","The essence of humor is to connect irrelevant things, make them logically confused and produce comedy effects",The logic involved in humor is often different from normal logic,Humor requires rich imagination,Human normal thinking and healthy mentality constitute sufficient conditions for humor,b
"Commission: The social material rewards obtained by providing intermediary services for others through their independent labor.
Which of the following are commissions:","Xiao Li founded a headhunting company to introduce talents for employers, and charges service fees to employers based on a 30% annual salary of the talents they have introduced.","Wang Feng is the chairman of the listed company, with an annual salary of 2 million yuan last year","Aunt Li used her savings for many years to buy a set of houses along the street to rent to others for rent.The monthly rent is 5,000 yuan.","It is verified that the work of the sales manager is very well received by customers.Last month, the boss of the company customer Liu personally sent a red envelope of 10,000 yuan.",a
"During the Spring Festival, the School Security Office plans to provide all students who do not return home during the Spring Festival with the opportunity to work and study, on the one hand, to alleviate the pressure of insufficient personnel in the Security Office during the Spring Festival; on the other hand, they want to ease the economic pressure for these poor college students.
Which of the following does not question this plan of the Department:",Students who do not go home during the Spring Festival are not necessarily financially difficult students,School public security tasks are difficult during the Spring Festival,"The security department has limited funds, and there are more students who do not return home during the Spring Festival",Most students who do not go home are enrolled in winter vacation English classes,c
"Flexible management: The organization takes people as the center and flexibly implements various management methods.It can produce good management effects by affecting people's psychology.
which is the following flexible management?",Zhang Li's 7-year-old child has a cold and fever and is left unattended at home.,"An organization organized a study trip to study abroad, and went to visit Dini Paradise for a day.","The director of the office is responsible for attendance.No matter who delays the attendance, the attendance records are qualified and the colleagues get along well.",The new employee Xiao Wang failed the probationary training exam.,a
"A driver violated the regulations, the police said: ""I will either deduct a license or fine you."" The driver said, ""I don't agree.""
So, according to the driver, which of the following must he agree to?",Deduction of license without penalty,fines but no deductions,"If you can achieve neither a license nor a fine, then both a license and a fine",Admit your mistakes and stop breaking the rules next time,c
"Intellectual property protection: Intellectual property rights are formed by the right holder through creative labor, or legally acquired property rights with intellectual, spiritual value, and practical economic benefits.Intellectual property protection is an individual or organization that legally has knowledge of the actual economic benefits Act to protect property rights and protect the legitimate rights and interests of intellectual property rights.
Which of the following are not the acts of intellectual property protection:",Private technology companies enter into trade secret protection agreement with confidential employees,Teacher Zhao of the Institute of Light Industry has long been engaged in technology research and development and has obtained a number of invention patents,Model contest champion Li Yan believes that the sponsor's unauthorized use of his photos for cosmetic advertising without his consent constitutes an infringement and has been brought to court,"Individual business owner Lee carefully researched and produced ""one stroke fresh"" condiment, which was welcomed by consumers and was preparing to apply for a registered trademark",c
"In the driving qualification test, the pile test is a highly demanding test.In the previous tests of various driving schools in Nanya City, some examiners violated work discipline, and some examiners were not responsible and were more random These are the issues where the opinions of trainees are relatively concentrated.Starting from January 1, this year, each driving school test venue has installed a pile tester on the piles on the site.Computer operation improves science.
Which of the following, if true, would most strongly doubt the function of this instrument?","Machines are invented by humans, and they are ultimately operated by humans, so there is still a great need to prevent the examiner's favor in law enforcement","The test instrument is strict in the discipline of examinations, but it will also cause some students to object, because it will be difficult to trust the relationship and go through the back door.","The results of machine measurement are printed directly by the computer, and the problem of randomness can be completely eliminated",The field driving test should also include a check on whether the student's operation in the cab is normal,c
"External diseconomy refers to the phenomenon that the daily production or life of an enterprise or individual is adversely affected due to the activities of other enterprises or individuals, but the corresponding compensation cannot be obtained from the enterprises and individuals that cause these effects.
Based on this judgment, which of the following options are externally uneconomical?","A new invention of Zhang is used by others, and the user has not paid him a usage fee","Residents in the upper reaches of the Yellow River planted a lot of grass and trees, and they improved the water quality of the downstream residents while harvesting the timber themselves, but they did not charge any fees to the downstream residents","The paper mill in the upper reaches of the Huaihe River directly discharged sewage to the Huaihe River, which caused a large reduction in crops on both sides of the river.The paper mill did not compensate the affected farmers.","After an enterprise's production scale expands, with a substantial increase in the number of products, the production cost has not only decreased but has increased, but this rising cost cannot be compensated.",c
"If your house is a new building after 2006, it will have external insulation.
visible?",Only new buildings built after 2006 will have exterior wall insulation,All new buildings built after 2006 have exterior wall insulation,Some buildings newly built before 2006 also have external wall insulation,All new buildings built before 2006 do not have external thermal insulation,b
"Light is an electromagnetic wave.Objects that cannot absorb light electromagnetic waves are generally transparent objects.Translucent objects only absorb part of the light, also called color filters.Opaque objects can absorb all of the light, also called black bodies.Transparent The animal's body does not have the ability to absorb visible light, can't see the pigment, and its concealment is strong.The secret of an invisible animal is that its body is transparent and colorless.
therefore?","The body of some invisible animals is transparent, but maybe colored","The body of an opaque animal can absorb visible light, has obvious colors, and has poor concealment",Transparent objects that can absorb light electromagnetic waves can be called white bodies,Red Goldfish Color Filter,b
"The crime of intentionally destroying property means that a natural person who has reached the age of criminal responsibility and has the capacity for criminal responsibility has deliberately destroyed or damaged public and private finances in a large amount or has other serious circumstances.The criminal purpose is only to damage public and private finances and has no purpose of illegal possession.
According to the above definition, Which of the following crimes of intentional destruction of property are:",Zhang is dissatisfied with the company's year-end dividend plan and takes away the company's valuables without permission,"Li Mo, a mental patient, robs a walker of his finances and causes his disability","Wang overfits his new house, causing cracks in residential buildings","Zhao destroys the high-voltage line, causing a blackout in the entire area for three days",d
"Pushing oneself and one's perceptual defense refers to an individual's tendency to think in terms of self-protection.It makes it easier for people to observe things that can meet the needs of the individual, and to ignore things that are irrelevant to the needs of the individual, and not hear.
Which of the following options are not perceptual defenses:","Worry and worry before the world, joy, and happiness after the world","Hearing out of the window with both ears, read the holy book with one heart","The poor post-lord also returned to the shrine, and the sunset chatted for Liang Father","The business girl doesn't know the hatred of the country, but still sings the backyard flowers across the river",a
"Scientific research has found that plants respond to touch because they think they are being hit by the wind, so they ""feel"" that they must increase their intensity to prevent wind damage.Just touching and tapping the plant's stem for a few seconds a day can make the density of plant branches is increased.After the plant is touched for less than 30 minutes, the plant's genes can produce proteins that increase the calcium content in the body.The increase in calcium, in turn, results in a substance called calcium protein.With the increase, the substance can make plants stronger.
If the following are true, the above conclusions can be questioned:",Vegetable farmers generally beat seedlings before they move the seedlings in the greenhouse to the open air.,"Before transplanting beets, remove the water from the beets and beat them with a broom",Crops that are often exposed to the wind at the edge of the field are 80% more likely to fall than crops that cannot be blown in the center of the field,"If it encounters the leaves of mimosa, it will shrink into a clump within seconds.The phenomenon occurs because calcium quickly flows into its cells.",c
"A recent computer market survey shows that, based on the percentage of student purchasers of a brand among all purchasers, A and B computers rank in the top two, with 68% and 52% respectively.However, in the past 6 months Of the students buying computers, the domestic C brand has always ranked first.
Which of the following is true is most helpful in explaining the above contradiction
The ratio of B.C student buyers to their buyers has also been higher than other brands for a long time",The establishment of rankings by relevant institutions affects the consumer choice of students to a certain extent,,"Compared with A and B brands, C brand computers are more cost-effective and more in line with student requirements",The percentage of student purchasers of a certain brand to the total number of student purchasers of each brand is different from the percentage of student purchasers of a certain brand to the total purchasers of the brand,d
"Induced movement is a kind of vision * perception, that is, the observer perceives that an object is moving, but the object has not actually moved, because the movement of other objects makes the observed object appear to be moving.
According to the above definitions, Which of the following are induced sports:","Looking up at the sky at night without moonlight, decide that the stars seem to be moving",Wonderful movies in the cinema,The moon travels behind clouds,"After watching a fast-moving train, you will feel that nearby trees are moving in opposite directions",c
"Limonene, commonly known as a lemon essential oil.It is often used to make citrus flavoring agents, and is one of the important chemical ingredients of many air fresheners, body sprays and other fragrances.Limonene itself is not terrible because the chemical is not harmful to the human body.It can be a big hazard.In fact, it can be used as a flavoring agent in foods.However, once limonene is sprayed into the air, it changes quickly.Studies have shown that when limonene is exposed to ubiquitous air, When in ozone, two limonene molecules form a single-molecule compound, methanol.When a large amount of limonene in a room is converted into methanol, the effect will be very different.
From this we can infer:
B-Limonene is harmful to humans when used as a flavoring agent in food
C If a high methanol concentration is measured in the room, it means that too much fragrance is used
D In life, we should try to avoid using items containing limonene",The use of air fresheners may be harmful to us,,,,a
"The accelerated expansion of the universe is due to the mutual exclusion of materials, and the decelerated expansion is due to the mutual attraction of materials.Therefore, to explain the accelerated or decelerated expansion of the universe on this basis, materials with different characteristics must dominate in different periods.All of the particles in the standard model of particle physics produce attractive gravitation, but the study of the galaxy rotation curve shows that there are still a lot of invisible materials in the galaxy, these materials can Generate very strong attractive gravity.
If the above argument is true, then which of the following conclusions does the galaxy rotation curve study conclusion imply?",The insufficient attractive force produced by all particles in the standard model of particle physics,"Particles in the standard model of particle physics are not unique, other particles exist",The study of galaxy rotation curves shows that the universe is accelerating in this period,"Studies of galaxy rotation curves indicate the existence of supermassive, invisible black holes",a
"A long time ago, potatoes were called ""ghost apples"" in France, and farmers were reluctant to introduce them.An agronomist came up with a way to grow potatoes on a piece of land and be guarded by a heavily armed King Guard At night, the guards deliberately withdrew.As a result, people came to steal potatoes and introduced them to their own fields.By this method, potato cultivation was quickly promoted in France.
which is the most appropriate conclusion to draw from this?","The more prohibited some things, the more people will be interested, such as certain movies, the more prohibited books and the more popular",People have a curiosity,People tend to violate regulations and break restrictions,The emergence of new things is initially unwelcome,c
"For many scientists, cloning technology offers unprecedented opportunities to more effectively design new life forms, save endangered species, and explore treatments for multiple human diseases.
which is the most appropriate conclusion to draw from this?",Cloning technology will advance scientific and social progress,Scientists agree that further development of cloning technology is needed,Many scientists will oppose the government's suppression of the development of cloning technology,"With the development of cloning technology, the emergence of clones will be inevitable",a
"The role of literary decoration refers to the phenomenon that people will come up with various reasons to forgive themselves or justify their failure after frustration.
Which of the following options are not part of the decoration?",Gore complains about injustice in U.S.justice system after failed U.S.presidential campaign,"Xiao Zhang did not rank advanced members, he thought that he had a bad relationship with the leadership of the judges","Xiao Li's business fails, stocks fall, he takes sleeping pills and commits suicide",The teacher said something wrong and explained that he was too rushed on the road and disrupted his thinking,c
"Copernicus's ""Heliocentric Theory"" contradicted the religious thought of the time, the dominant Aristotle physics, and people's ""common sense"".At first, many people opposed it until Newton discovered the law of gravity.It was gradually recognized by astronomers.
which of the following can't be introduced from this?","Aristotle's physics is not ""science""",Newton's findings support Copernicus,The religious thought at that time saw the sun as sacred,"People used to think ""the sun goes around the earth""",c
"Legal events: Legal facts that are not transferred by the will of the actor.
Which of the following are legal events?",Zhang San drives illegally,Li Si died of illness,Wang Wu gets married,Zhao Liu inherited property,b
"Five students A.B, C, D, and E participated in the college entrance examination.The relationship between their grades was: C did not have B high, E did not have D high, A was higher than B, and D was not as good as C high.
which is the highest score?",A,B,C,Ding,a
"A personal relationship is a social relationship that is inseparable from the person.It takes personal interests as the content and does not directly reflect the interests of property.Personal relationships include two types of personality relationships and identity relationships.Personality relationships are social relationships that occur based on personal interests; identity relationships are based on Specific status interests are social relationships with content.
By definition, which of the following is identity relationships?",Li's gift relationship between Zhang and Zhang,The father-son relationship formed by adopting Gong,"Zhao's right to sign the ""Frost Condensed Beauty Collection"" for his creation","Shen loaned Liang a 10,000 yuan for free based on his friend's morale",b
"Some people use simple adders, and some people use complex computers.Using computers can complete more calculations in less time than using adders.Assuming that the two machines are the same price, then, People who use computers generally make more money per hour than people who use adders.
Which of the following hypotheses makes the conclusions of the above argument logical? ?","Generally speaking, accounting differs based on the number of calculations they make and the amount of money they earn.","The more time an accountant spends at work, the more money he earns","The more calculations an accountant completes, the more money he earns","The more accurate a calculation performed by an accountant, the higher the asking price per hour",c
"To sell a product, the quality of the product and the integrity of the dealer are indispensable.
All the following items are consistent with the conclusion of the question, except","A product is slow-selling, indicating that he is either of poor quality, or the dealer lacks integrity",A product can only sell well if it is of high quality and distributed by honest people,"A product is selling well, indicating that it is a high-quality and honest dealer",A product cannot sell well unless it has a distributor of high quality and integrity,a
"According to the Criminal Law of China, criminals sentenced to fixed-term imprisonment or detention may be temporarily out of prison if: (1) they have serious illness and need medical treatment outside the prison; (2) those who are pregnant or are nursing their own babies Women.
Which of the following situations can be temporarily executed outside prison:","Ma is sentenced to detention, claiming that his daughter is in elementary school and needs his transfer","Zhou was sentenced to life imprisonment and attempted suicide several times in prison, making life unmanageable",Liu was sentenced to 3 years in prison and suffered serious illness during service and needed to be seen outside prison,"Han was sentenced to 5 years' imprisonment, claiming that his husband works outside the country, his mother is seriously ill, and his son is young and needs his care",c
"If carbon dioxide gas is generated in excess, it will accumulate in the atmosphere, causing an unpleasant greenhouse effect in the global climate.In places covered by green vegetation, especially in forests, through photosynthesis, green plants absorb carbon dioxide in the air and emit Oxygen.Therefore, in this sense, the destruction of green vegetation, especially forests, means the production of carbon dioxide.The consumption of plant-generated fuel by factories produces a large amount of carbon dioxide gas, which includes wood, coal, and oil.
Which of the following conclusions best supports the above conclusions?","If the green vegetation on the earth, especially the forest, is severely damaged, the global climate will inevitably have a greenhouse effect","As long as the green vegetation on the earth, especially forests, is effectively protected, even if workers consume excessive amounts of plant-generated fuel, it will not cause the global climate to have a greenhouse effect.","If the plant-generated fuel consumed by factories in various countries exceeds a certain limit, it will inevitably cause the global climate to have a greenhouse effect, unless the global green vegetation, especially the forest, is sufficiently well protected","As long as the plant-generated fuel consumed by factories in various countries is controlled within a certain limit, the greenhouse effect of the global climate can be avoided",c
"Intellectual property refers to the collective name of rights produced in accordance with law based on creative intellectual achievements and industrial and commercial marks.
Which of the following statements about intellectual property is correct?",is a property right,is a kind of personal right with the characteristics of sustainability,Taking the intangible object as the subject and having both the right of the person and property,"Obtained in one country, that is, under the common protection of all countries in the world",c
"Despite the advent of winter, the price of oil used by industrial consumers is particularly low this year and is likely to continue, so unless the winter is particularly cold, the price of natural gas used by industrial consumers may also remain low.
Which of the following, if true, best supports the above conclusion?",Long-term weather forecasts predict a mild winter,Industrial users who consume large amounts of natural gas can quickly and cheaply switch to using oil as an alternative,The largest sources of supply for both oil and gas are in subtropics and are unlikely to be affected by climate,Oil sales are more vulnerable to severe weather than natural gas sales,b
"Cybercrime refers to the behavior that endangers society by using computer networks as criminal tools or attack targets in cyberspace.It has the characteristics of the crime scene and the virtual nature of the crime, the concealment of the criminal behavior and the intelligence of the criminal means.
Which of the following behaviors are not cybercrime","Zhang opened a website that provided 120 pornographic movies online, with thousands of visitors","Li and a female netizen ""naked chat"", without the other party's knowledge, captured multiple nude photos of the other party, emailed them to the other party by e-mail and extorted 5,000 yuan","College student Wang uses the machine working in a network company to enter the game database, steal ""gold coins"" that can be exchanged for game time, and sell them on the network to obtain illegal income.","Zhao and female college student Liu have chatted on the Internet several times.Both of them have a good impression on each other, so they agreed to meet and chat.After the meeting, Zhao saw Liu was very beautiful and had an evil idea, and dragged Liu to a quiet place to implement it.Rape",d
"If all Cretans are lying and Merak is a Crete, Mela lies.
Starting from the above proposition, it is logical to deduce: ""Some Cretans do not lie"", which of the following options need to be added?","Mela does not lie, and all Cretans lie","Mela doesn't lie, and Mela is not a Cretan","Mela doesn't lie, and Mela is a Crete",Mela lies and Mela is not a Cretan,c
"Thermal convection refers to the phenomenon that heat is transferred by the flow of liquid or gas
Among the following phenomena, the thermal convection phenomenon is","In the winter, you can feel the iron rods and wooden sticks of the same size with your hands.","Snow covers the ground in winter, but winter wheat is not easy to freeze to death","Hot summer, people like to wear light clothes","Place the paper windmill on the top edge of the lampshade, and the windmill will rotate",d
"The Tujia dog is a small hairless beast that lives only in the southern United States.Before humans settled in the southern United States, Tujia's natural enemies were not strong, so Tujia prospered in the southern United States.When humans began to hunt them, Tujia dogs became extinct Therefore, it must be that people's minefields have caused its extinction.
Which of the following, if true, has most severely weakened the reasoning above?","While humans settled in the southern United States, they also brought new species that may be natural enemies of Tujia dogs.","Since the first humans settled in the southern United States, Tujia dogs have remained in some parts of the southern United States for about 300 years",Some breeds of Tujia dogs run faster than leopards,In the southern United States people hunt another mammal that is easily preyed by natural enemies but has never been extinct,a
"Randomly select a group of people to listen to a lecture on administrative ethics by a speaker to a large group of highly focused listeners.Randomly select another group of people to listen to this speaker who is less focused on a small group Of the same content by the audience.The former group thought that the speaker thought deeply and confidently; the latter group thought that his expression was vague and lengthy.
Which of the following assertions can the information in the title most refute?",People's judgment on the personal qualities of the lecturer mainly depends on the content and method of the lecture.,"If the second group listens to the speaker's first lecture, their judgment will be very different","When the same social behavior is evaluated in different social contexts, different people will make different judgments",A person's assessment of the quality of a speaker's speech will be influenced by other people's response to the speech,a
"The behavior penalty, also known as the ability penalty, is a punishment measure taken by an administrative subject to limit or deprive a specific capacity or qualification of an administrative counterparty who violates administrative laws and regulations.
Which of the following are penalties for behavior",Administrative detention,Forfeiture of property,Revocation of business license,Reeducation through labor,c
"In a certain year, the city's college entrance examinations for arts and sciences were all students of Zhiyuan Private High School, so many parents concluded that ""the quality of Zhiyuan Middle School is higher than the city's key high school-the first high school"".
Which of the following best refutes these parents' conclusions?",The appearance of the number one liberal arts college entrance examination is not the only criterion for measuring the level of school teaching,The average college entrance examination score of Zhiyuan Middle School students was much lower than that of a city middle school student that year.,"Because the teachers of Zhiyuan Middle School are well treated, many teachers leave the city No.1 Middle School to come to Zhiyuan to teach","The students of Zhiyuan Middle School all live in houses, so they spend more time studying at school than City No.1 Middle School.",b
"Social work is guided by altruistic values, based on scientific knowledge, and uses scientific methods to help others.
According to the above definitions, which of the following is social work?","The Guangzhou Asian Games Organizing Committee recruited a lot of volunteers in the school and the streets, which provided manpower guarantee for the successful hosting of the Asian Games","Non-governmental organizations such as Friends of Nature have carried out various forms of publicity activities over the years, raising people's environmental awareness","Recently, many stars have been invited to participate in a charity auction.","Xiao Zhang is a professional psychological counselor.Every semester, he will compulsorily teach classes to nearby primary and secondary school students, explaining how to prevent juvenile delinquency, etc.",b
"The law of decimals is a kind of psychological bias, which means that people consider the probability distribution of an event in a small sample as a general distribution, and grasp the characteristics of the problem to directly infer the results, without considering the true probability and characteristics of such characteristics.For other reasons.
Based on the above definition, which of the following reflects the law of decimals?","In a coin flip game, even if there are 10 consecutive heads, there is still a 50% chance of a head appearing on the 11th time.","An investment manager has performed better than others in the past two years, which does not mean that the manager is better than others","A survey of 100 people on the streets of Beijing believes that Beijing's house prices are high, so everyone in Beijing thinks that Beijing's house prices are high","60% of babies born in a large hospital at a given time are boys, the situation must be the same in a small hospital",c
"Archimedes will be remembered forever, and the playwright Escouros will be forgotten, because the language will die and the mathematical idea will not die.""
What premises may this implied, except?",Archimedes' contribution lies in mathematical ideas,Escuros is not a good writer,People who use perishable things are forgotten,Mathematical ideas are not the language,b
"If he did not learn erhu performance, Xu Ping would not be able to study folk music theory.If he likes folk instruments, he would choose to study erhu performance as a major.If he does not like folk instruments, he would do folk music theory research.
Can Xu Ping be introduced from this?",Studying folk music theory,Learn to play erhu,Do not learn to play erhu,Not studying folk music theory,b
"Reward sales refer to behaviors in which an operator sells goods or provides services and incidentally provides purchasers with goods, money, or other economic benefits.It includes: bonus sales and rewards that reward all buyers within a certain period Raffle-type prize sales that reward some buyers.
Which of the following are not in the lottery with prize sales?",A mobile communication company sends a text message to inform users that they can get the opportunity to redeem the rewards by replying to the text message.,"An online mall claims that the first 10,000 customers who purchase products in the mall will receive 200 yuan vouchers per person","In a large supermarket, it is stipulated that a purchase of 100 yuan will receive a bag of laundry powder or a bar of soap",A furniture mall stipulates that customers who visit the mall within one month of opening can enjoy a 10% discount,a
"If Professor Wang is a teacher at Peking University [Weibo] and has written many philosophical articles, he must be a teacher in the Department of Philosophy.
Which of the following, if true, would best support the above argument?",Professor Wang has written many philosophical papers,Philosophy teachers have written many philosophical papers,Only teachers of the Department of Philosophy have written many philosophical papers among the teachers of Peking University,Few teachers have written many philosophical papers,c
"A middle school held two types of lectures on literature and science, and statistics on students' participation in the lectures.It was found that among the first-year students, some students participated in all literature lectures, and some students participated in all science lectures.
If the above statement is true, which of the following must be true? ?",First-grade students attended all lectures,Every first-grader attended at least one lecture,Every lecture is attended by first-year students,Some first-year students did not attend any lectures,a
"The operation of the ecological economy is defined as an economy that does not damage the environment, does not pollute the environment, and that is not an economy based on non-renewable resources.
According to the above definition, which of the following is eco-economics?","After the road was built in a certain place with the funds raised by cutting trees, it will greatly facilitate the travel of villagers.","When a city develops the coal economy, it focuses on improving technology and increasing resource utilization to protect and repair the environment.","A village uses the biogas project of livestock, biogas and cash crops to develop the local economy","A township uses new types of fertilizers and pesticides to develop a fish-bream polyculture model, and farmers' harvests reach new heights",c
"A teacher conducted a test on American high school students and Chinese high school students.He asked the same question, ""If a piece of A4 paper is folded in half, it can be folded several times at most."" It turns out that after hearing the problem, most American high schools Students began to origami immediately, and then answered the number of times they could fold according to the actual situation.Most Chinese high school students immediately answered the question: infinity.The teacher concluded from this: American high school students focus on practice, but China High school students focus on theory.
Which of the following must be assumed by the teacher to reach a conclusion?",Theory and practice are antagonistic,"As long as you start to origami and answer questions according to the actual situation, you are focusing on practice","As long as you start to origami and answer the question according to the actual situation, you don't pay attention to theory","As long as you answer ""infinite times"" immediately, you don't pay attention to the practice",b
"The requirements for a certain recruitment position: All fresh graduates of English majors who have passed the eighth major in English and have participated in support activities are eligible to apply for the position.Zhang Hua is a fresh graduate of English major in a famous university in Beijing, but is not eligible to apply for the post position.
What must be inferred from this?",Zhang Hua failed the English major eight,Zhang Hua has not participated in teaching activities,"If Zhang Hua passed the English major eighth test, then he has not participated in teaching activities","If Zhang Hua has participated in teaching support activities, then he has passed the English major eight exam",c
"Psychologists believe that in general, people are reluctant to accept higher and more difficult requirements, because it is time-consuming, labor-intensive, and difficult to succeed.On the contrary, people are willing to accept smaller, more easily completed requirements, After a small request, people slowly accepted the larger request, and this is the ""entry threshold effect"".
According to the above definition, Which of the following does not meet the threshold effect is F",A salesman always carefully records customer needs and regularly promotes new products to them,"Residents are asked to sign a petition in favor of safe driving, and a few weeks later they are asked to put up a sign saying ""careful driving"" in front of their house.","The headteacher of a high school does not ignore every little progress of the students, and helps them set short-term goals to promote them to the ideal university","A 10,000-meter long-distance champion said: ""I divided 10,000 meters into 10 segments.I kept the lead in each segment, so I won.""",a
"Viral marketing refers to a marketing method in which the initiator sends the initial information of the product to the user, and then relies on the user's spontaneous word-of-mouth publicity.This strategy is like a virus, using rapid replication to spread the information to thousands.And even millions of audiences.
According to the above definitions, Which of the following are viral marketing:",A company encourages them to sell the company's products to more people by developing customers as a sales channel,An enterprise holds an advertising creative design contest to allow consumers to design advertisements for related products.,A company randomly sends product advertisements via e-mail and informs that forwarding the advertisement can participate in the lottery,"A merchant promoted with a unique advertising word, and netizens reposted it to quickly become a buzzword",d
"A certain unit organizes employees to conduct medical examinations, and employees can voluntarily sign up to participate.Pharaoh met Xiao Li, a newcomer, and talked about this.Pharaoh reminded Xiao Li: ""Where is the organization organizing a physical examination, hurry up and register."" Xiao Li said, ""I'm in good health, so I don't need to report.""
Which of the following can be used as a hypothesis in Xiao Li's answer? ?","If you are not healthy, you must sign up for a medical examination","As long as I am healthy, I don't have to take a physical examination",Whoever signs up for the medical examination is unhealthy,Only people who are not healthy can sign up for the medical examination,a
"Human immune cells can be divided into two types, one is ""army"" type cells that protect the human body from invasion, and the other is ""police"" type cells that maintain internal law and order.The former is to achieve anti-virus infection through an antigen-antibody reaction.It usually takes a certain amount of time to react; the latter is also known as natural killer cells (NK cells).One million new cells are born in the human body every day, of which there are about 5,000 bad cells.They may cause canceration.NK cells can Early detection and attack of these bad cells and infected cells, research has confirmed that R-1 lactic acid bacteria in yogurt can increase NK cell activity.
Can it be launched from this?",Lack of NK cells will lead to cancelation of some human cells,"Against the flu, yogurt even works faster than drugs","""Army"" type immune cells are more resistant to infection","""Police"" immune cells help the body fight cancer",d
"During the lifetime of the human body, the human brain will constantly ""optimize the reorganization"" of brain neural connections and ""trim"" excess connections to ensure that useful connections are faster and smoother.Researchers selected 121 healthy people aged 4-20 Volunteers, using bump resonance technology, analyzed the changes in neural connections at this age as the brain develops and matures.It was found that the time when women begin to ""trim"" brain neural connections is generally earlier than that of men.Therefore, the researchers believe that Female brains are more efficient than male brains.
If the following statement is true, which one does not support the above conclusion?",School-age girls often show better understanding and language skills than boys of the same age,"Errors in ""trimming"" brain neural connections can lead to autism, with significant gender differences in prevalence","When a boy can only focus on one job, a girl can handle multiple jobs at the same time","After ""trimming"" and ""reorganizing"" the brain, the efficiency of various cognitive activities is greatly improved.",b
"A school must select four of the seven students A.B, C, Gu, Wu, Ji, and G to form a debate team to participate in the city's debate competition.According to the usual training situation, the selection must meet the following conditions: To participate, C must also participate; unless B participates, Geng does not participate; at least one of A and B participates, but not both; at least one of Wu Heji, but not both.
Based on the above statement, which of the following students will definitely participate in the debate contest?","B or G, or both","Wu or Geng, or both","C or D, or both","C or E, or both",c
"The crime of mediation and bribery, also known as the occasional acceptance of bribes, refers to the convenience of the state staff by using their power to form a position, and through the behavior of staff of other countries, to obtain unfair benefits for the trustee, solicit the trustee's property or accept the trust People and property.
According to the above definitions, which of the following is crimes of mediation and bribery?","The principal of a private school, Zhang, received a red envelope from a student's parents, and entrusted his teacher to falsify the student's transcript.","Chairman Li gave his wife, the chief of the audit department, a car, which successfully made his company escape the audit review","Xiao Zhao, who is responsible for customs clearance of overseas goods, often receives gifts from overseas buyers and helps them evade taxes",Police Sun asked an old colleague from the traffic management bureau to help Xiao Li delete the illegal records and asked Xiao Li for a benefit,d
"In the United States, all members of the X Institute are opposed to human consumption of genetically modified foods, and company Y, which specializes in producing genetically modified corn, believes that all genetically modified foods are safe and encourages people to eat with confidence.Some university professors also serve as company leadership.
Assuming the above statement is true, which of the following must be true?",Some university professors are academicians of the American X Institute,Some academicians support human consumption of genetically modified foods,Some university professors support people to eat genetically modified food,Some university professors do not support people to eat genetically modified food,c
"Facing the parents' doubts about the formaldehyde exceeding the standard in the classroom that has been renovated for two months in a primary school, the principal of the elementary school responded: ""I have visited all the classrooms one by one, and did not smell any odor, so the formaldehyde did not exceed the standard.""
Which of the following, if true, would best refute the principal's certification?",Different people have different feelings about the taste.,"More than three months after the completion of the decoration of a new house, formal inspections have shown that formaldehyde still exceeds the standard.","Even if the room has no odor after decoration, there may be a possibility of formaldehyde exceeding the standard within a few months after decoration.",Formaldehyde is a colorless and odorless gas.You cannot judge whether the formaldehyde exceeds the standard by the taste of the room.,d
"A concept is a form of thinking that reflects the essential attributes of an object.The extension of a concept refers to all objects that have the essential attributes reflected by the concept.According to whether there is an overlapping part between concept extensions, the relationship between concepts can be divided into compatible relations and Incompatible relationship: The compatible relationship between concepts refers to the relationship where the extensions of two concepts at least partially overlap.
According to the above definition, Which of the following concepts are not compatible:",Conductor-semiconductor,U.S.Capital-Washington,Writer-Chinese Writer,College students-Communist Party members,a
