observation_1,observation_2,hypothesis_1,hypothesis_2,label
Lydia loved to paint with water colors.,Her painting won her first prize and an art school scholarship!,she participated in the painting competition held in her school.,she didn't participate in the dancing competition held in her school.,1
My friends and I went to the A&P grocery store during a big sale.,Now I have a large A&P sign in my living room.,The store was giving away signs.,The closed store was giving away signs.,1
Tom loved to eat cheerios.,Tom decided that cheerios are not good with water.,"Tom added water to his cheerio bowl, it was awful.","Tom added milk to his cheerio bowl, it was awful.",1
Tom loved to eat cheerios.,Tom decided that cheerios are not good with water.,Tom was out of milk and used creamer.,he was out of milk and used water.,2
Adam woke early and excitedly ran to his parents room.,He was so happy to receive four lego sets and spy gear toys!,It was just a regular morning.,It was Christmas morning.,2
Jay was riding his bike as fast as he could.,"The bullies rode past, laughing, while Jay cried.",A group of kids waved Jay off his bike.,A group of bullies knocked Jay off his bike.,2
Jay was riding his bike as fast as he could.,"The bullies rode past, laughing, while Jay cried.",The bullies tripped Jay off the bike.,Jay tripped the bullies off their bike.,1
Michael couldn't afford braces as a child.,Now he enjoys smiling more often.,Michael got braces later on in life.,Michael never got braces.,1
Last week the guys and I decided to watch sports.,Overall everyone enjoyed the day.,We drank beer and non-watchfuled football together.,We drank beer and watched football together.,2
I ordered peonies for my girlfriend for Valentines day.,They sent a new batch out the next day that were so great.,The Peonies were dead.,The Peonies looked beautiful.,1
I ordered peonies for my girlfriend for Valentines day.,They sent a new batch out the next day that were so great.,The peonies were all broken.,The peonies were not all broken.,1
The chefs were finished with their plates.,"Since the food was spicy, he wasn't able to eat it.",One of the chefs was feeling sick to his feet.,One of the chefs was feeling sick to his stomach.,2
The chefs were finished with their plates.,"Since the food was spicy, he wasn't able to eat it.",They served the plates.,They forgot to serve the plates.,1
Cara had a crush on a boy in her English class named Ray.,Soon they began dating - and they got a great grade on their project!,Cara was assigned to a project with Ray.,Cara was assigned to another class without Ray.,1
Cara had a crush on a boy in her English class named Ray.,Soon they began dating - and they got a great grade on their project!,The teacher teamed Cara and Ray together.,"The teacher teamed Cara and Ray together, but they hated it.",1
Today my dad took me and my brothers to the zoo.,My dad said that we will get to go again very soon.,I don't want to go back now!.,I can't wait to go back now!.,2
Today my dad took me and my brothers to the zoo.,My dad said that we will get to go again very soon.,We had a terrible day and begged to go again.,We had a great day and begged to go again.,2
The children were inside playing when they heard music.,The children threw the money in the street.,A band was marching down the street playing lively and happy music.,A street was marching on a band playing lively and happy music.,1
The children were inside playing when they heard music.,The children excitedly bought ice cream cones.,The children ran out to meet the ice cream truck.,The children ran out to meet the mail truck.,1
New Years Eve was the one holiday Julie loved more than anything.,Every guest truly and a great time and couldn't wait until next year.,She decided to stay home alone.,She decided to throw a part.,2
Hank had the best grill in town.,Hank was devastated at the loss of his grill.,Hank left the grill in the front yard one night.,Hank put the grill in the house one night.,1
Hank had the best grill in town.,Hank was devastated at the loss of his grill.,Some burglars came but didn't steal the grill.,Some burglars stole the grill from Hank's yard.,2
I was trying to tell my uncle a message.,He didn't say a single word to me for the rest of the day.,I told my uncle that his new girlfriend didn't want to see him anymore.,I told my grandmother that his new girlfriend didn't want to see him anymore.,1
I was trying to tell my uncle a message.,He didn't say a single word to me for the rest of the day.,I was using hand movements and he thought I was flipping him off.,I was using hand movements and he thought I was teaching him something.,1
Cora and her friends were on a day trip.,Cora and her friends had a great day at the beach!,Cora and her friends wanted to hike.,Cora and her friends wanted to swim.,2
Cora and her friends were on a day trip.,Cora and her friends had a great day at the beach!,They decided to stay away from the beach.,The decided to go to the beach.,2
Gina and her family finally arrived at her grandma's house.,They sat around talking and laughing for an hour.,Gina and her family caught up on each other's lives.,Gina and her family caught up and fought.,1
Gina and her family finally arrived at her grandma's house.,They sat around talking and laughing for an hour.,Gina was excited to her grandma's.,Gina was excited to visit.,2
I bought a great pair of red shoe at the shoe store.,I ended up getting a white pair with no heels.,I couldn't take them back because they were stolen.,I had to take them back because they were too tight.,2
I bought a great pair of red shoe at the shoe store.,I ended up getting a white pair with no heels.,The red ones I got hurt my feet very badly.,The white ones I got hurt my feet very badly.,1
"After Mike was legally allowed to drink, he formed some bad habits.",Mike decided to stop drinking alcohol from then on.,Mike had a blast drinking and wanted to continue doing it.,He found that every time he drank it was to excess causing him to act out and become sick afterwards.,2
"After Mike was legally allowed to drink, he formed some bad habits.",Mike decided to stop drinking alcohol from then on.,Mike was getting drunk and having fun.,Mike was getting tired of doing bad things.,2
Three little girls were standing by a pool at a party.,The little girl was saved by her dad.,One girl tripped and fell into the pool but she didn't know how to swim.,One girl jumped in but she didn't know how to swim.,1
Three little girls were standing by a pool at a party.,The little girl was saved by her dad.,the girls brother fell in.,One little girl fell in.,2
Three little girls were standing by a pool at a party.,The dad was then pulled out by the girl.,The dad walked by and accidentally fell into the pool and started drowning.,The girls walked by and accidentally fell into the pool and started drowning.,1
My aunt took a family portrait of everyone at the party.,I didn't bother to ask for a copy and ended up walking away.,I had a lot of fun and asked my aunt for a copy.,I was having a lot of fun at the party.,2
Micah was at work.,He was never able to find it.,He remembered he lost something.,He remembered he found something.,1
Raya went to visit her family in Iran.,She was glad to return home to America.,Raya stayed two minutes with her family.,Raya stayed two weeks with her family.,2
Raya went to visit her family in Iran.,She was glad to return home to America.,Flight to Iran was not pleasure.,The flight to London was not pleasurable.,1
Oswald wanted to learn to drive.,Oswald decided to never drive again.,Oswald took a driving lesson and got in an accident.,Oswald took a driving lesson and got hooked.,1
Fred got in a car accident and thought it was his fault.,Fred told him not to worry about the damage at all.,Fred refused to talk to the other car driver.,Fred talked to the other car driver.,2
Fred got in a car accident and thought it was his fault.,Fred told him not to worry about the damage at all.,The other driver did not.,The other driver did too.,1
Amber and Rob had taken some time apart,Rob and Amber decided to move back in together,Amber and Rob both moved on with new relationships.,Amber and Rob realized they missed each other.,2
Gina's friend Tami had a folder that Gina wanted.,So she decided she would try to find the folder on her own.,Tami didnt want Gina to have the same folder so she didnt tell her where she got it.,Gina didn't want Tami to have the same folder so she didn't tell her where she got it.,1
Gina's friend Tami had a folder that Gina wanted.,So she decided she would try to find the folder on her own.,Tami wouldn't give it to Gina.,Tami gave her the folder.,1
"Deep in Louisiana swamps, there was a legend of ghosts haunting.",The ran away fast and went home the next morning.,A group of friends tried to investigate one night.,A group of friends tried to investigate one night but stayed home instead.,1
"Deep in Louisiana swamps, there was a legend of ghosts haunting.",The ran away fast and went home the next morning.,When the kids camping they heard a spooky noises coming from over by the swamps all night.,When the kids camping they heard no noises coming from over by the swamps all night.,1
It was my birthday.,When I got home the party was set up for my brother.,My friends were going to surprise me with a party.,I was going to surprised my friends with a party.,1
It was my birthday.,When I got home the party was set up for my brother.,My friends were going to surprise me with a party.,My friends were going to my friends with a party.,1
Ritz was born in a large litter of 12 other puppies.,Ritz was orphaned and had to be sent to a shelter.,Ritz's owner wasn't responsible and couldn't take care of them.,Ritz's owner was wealthy and able to take care of many dogs.,1
Ritz was born in a large litter of 12 other puppies.,His owner began running 12 miles a day.,Ritz loved to go for long runs.,Ritz did not love to go for long runs.,1
Ritz was born in a large litter of 12 other puppies.,His owner began running 12 miles a day.,Ritz was adopted by a marathoner.,Ritz wasn't adopted by a marathoner.,1
Miki's grandmother was getting very old.,Miki and her grandmother cherished the time they had together.,miki stayed home.,Miki decided to visit before her grandmother died.,2
Miki's grandmother was getting very old.,Miki and her grandmother cherished the time they had together.,Miki did not like her grandmother.,Miki took her grandmother to a park for a picnic.,2
Gina was the last one to the car.,She was upset when her mother forced her to sit in the middle.,Gina hated sitting by the window.,Gina wanted to sit by the window.,2
Gina was the last one to the car.,She was upset when her mother forced her to sit in the middle.,Gina's two younger siblings each claimed the middle seat.,Gina's two younger siblings each claimed a back window seat.,2
Jill had a messy room.,She was able to clean the whole room on her sick day.,Jill went to work.,Jill called in sick to work to stay home.,2
Jill had a messy room.,She was able to clean the whole room on her sick day.,She had to make her room messy because she lost important work.,she had to clean her room becuase she lost important work.,2
Charles laughed at his friends for going to jail.,His girlfriend called the police and Charles was arresting.,Charles started a game with another friend.,Charles started a fight with another friend.,2
Joe lived a lonely life.,"Joe ordered some new cable channels, but was still unhappy.",Joe decided to turn off his TV.,Joe decided to watch some reality TV.,2
Joe lived a lonely life.,He was much happier now that he some companions in his life.,A social club decided to join Joe.,Joe decided to join a social club.,2
Joe lived a lonely life.,He was much happier now that he some companions in his life.,Joe gave away a few pets.,Joe bought a few pets.,2
Freddy lost most of his fortune on a bad business deal.,Freddy was glad he sold the jet.,Freddy decided to continue despite losses.,Freddy decided to be more practical.,2
Ginny was playing ball in the house.,Ginny's mom grounded her.,Ginny safely hit a window with her soft ball.,Gina broke a window with her ball.,2
Ginny was playing ball in the house.,Ginny's mom grounded her.,Ginny didn't hit the ball on anything.,Ginny hit the ball through the window.,2
Anna was hiking in the hills behind her home.,Anna had to return home for treatment.,Anna didn't take her insulin that day.,Anna didn't take her shoes that day.,1
Anna was hiking in the hills behind her home.,Anna had to return home for treatment.,Anna stumbled and fell into a patch of poison ivy.,Anna stumbled and fell into a lake.,1
I wanted some cabinets to put in my bedroom.,After two months of work I had crafted some beautiful cabinets!,I had to buy the materials first.,I had to buy the cabinets first.,1
I wanted some cabinets to put in my bedroom.,After two months of work I had crafted some beautiful cabinets!,I couldnt take a shop class.,I took a woodworking class.,2
Adam was sitting in the chair when his stomach started to growl.,He sat down and enjoyed his cup of cereal.,Adam poured some coffee and milk.,Adam poured some cereal and milk.,2
Adam was sitting in the chair when his stomach started to growl.,He sat down and enjoyed his cup of cereal.,He went to kitchen to get a cup of cereal.,He went to kitchen to get a cup of sugar.,1
Will and his sister loved to make mud pies in the summer.,His sister couldn't stop laughing.,Will's sister threw a mud pie in his face.,Will's sister threw a mud pie in his face but missed.,1
Karen woke up this morning feeling sick.,Karen tells her husband they are having a baby in 8 months.,Karen was just constipated.,Karen took a pregnancy test.,2
Richard always wished he had a better relationship with his dad.,Richard and his dad are closer because Richard initiated the contact.,Richard decides to call his dad to apologize and make amends.,Richard decides to call his teacher to apologize and make amends.,1
Mel loved candy canes.,It broke in half while trying to use it and which made him sad.,Mel's candy cane didn't fall on the floor.,Mel's candy cane fell on the floor.,2
A bird flew in the sky and landed on a tree by my house.,She told me that it was most likely as goldfinch.,I learned that the bird was a robin from my bird book.,I asked my mother what bird it was.,2
Amy was looking through her mother's old scrapbooks.,Amy realized her mother had dated her history professor.,Amy found pictures of her history professor and mother together.,Amy found pictures of her father and mother together.,1
Amy was looking through her mother's old scrapbooks.,Amy realized her mother had dated her history professor.,Amy saw a familiar face in the photographs.,Amy saw a stranger's face in the photographs.,1
Dan was very tired after working out.,Dan woke up revitalized.,Dan decided to run a marathon.,Dan decided to get some rest.,2
Dan was very tired after working out.,Dan woke up revitalized.,Dan went to bed and had many nightmares.,Dan went to bed and slept soundly.,2
Amy's friends were talking about her in class.,Amy picked up her things and switched to a different table.,Amy got tired of all of the verbal abuse from her friends.,Amy was loving all of the compliments from her friends.,1
Amy's friends were talking about her in class.,Amy picked up her things and switched to a different table.,Amy's feeling were hurt.,Amy's feelings were gone.,1
"In the autumn, Susan planted some flower seeds in the backyard.","Soon, Susan had a beautiful garden.",She forgot about them and mowed the whole area.,Susan spent all season tending the garden.,2
"In the autumn, Susan planted some flower seeds in the backyard.","Soon, Susan had a beautiful garden.",The flowers grew into ugly weeds in the backyard.,The flowers grew in the backyard.,2
Anna was very hungry.,She had a great idea she put it in the microwave and made applesauce!,Anna only saw some apples laying around.,Anna saw food laying around but no apples.,1
Francis has always looked forward to learning how to drive.,Francis is really proud of his accomplishment.,Francis practiced driving but failed his test.,Francis practiced driving and got his license.,2
Francis has always looked forward to learning how to drive.,Francis decides he would rather take public transportation.,Francis failed at learning to drive.,Francis got his licence.,1
Francis has always looked forward to learning how to drive.,Francis decides he would rather take public transportation.,he learned it could get him to work on time.,He learned it could cause pollution though.,2
Lily's wanted a fish tank just like her friend had.,"The next day, Lily had to replace the fatally overfed fish.",Lily gave too much food to the fish.,Lily's mom told her that she was too young to have a fish tank.,1
Amanda needed to get across town to the store.,She got in and they were off to the store!,Amanda hailed a random stranger.,Amanda hailed a taxi cab.,2
Wendy was about to turn 30.,"When she got there, a surprise party awaited.",She decided to go home after work.,She almost decided to go home after work.,1
Silas was a forgetful person.,"Once he did, he no longer had problems remembering things.",silas was advised to write things down in a notepad on his phone.,Silas advised his uncle to write things down in a notepad on his phone.,1
Helen's grandparents were coming up for a visit.,"The following morning, they left.",They arrived and spent the morning together.,They arrived and spent the whole day together.,2
Sue went camping with some friends.,Although she had a fun time she will not go camping again.,All the bugs fascinated Sue quite a bit.,All the bugs bothered Sue quite a bit.,2
Sue went camping with some friends.,Although she had a fun time she will not go camping again.,Sue was bit by many bugs.,Sue was bit by many of her friends.,1
Mary makes candles.,Mary was very happy.,Her friends disliked her candles.,Her friends loved her candles.,2
Mary makes candles.,Mary was very happy.,Mary loves the scent of candles.,Mary is sick of candles.,1
Mary makes candles.,Mary felt unappreciated.,Mary gave Tina a candle and got a big hug.,Mary gave Tina a candle but got no thanks.,2
Mickey was bored.,"Then, they played for the next hour.",Mickey wouldn't play a game with his sister.,Mickey played a game with his sister.,2
Max was sitting in his living room.,"Finally, he discovered an old plate of food under the couch.",Max smelled something amazing.,Max smelled something horrid.,2
Jack liked to take trips on the weekends with his friends.,They rented a car and had a wonderful time skiing.,They decided to take a ski trip together.,They decided to take a beach trip together.,1
Jack liked to take trips on the weekends with his friends.,He decided that he did not want to go skiing.,The weather was calling for more snow.,The weather at the nearest ski resort was hot.,2
Every year for Christmas John received a fruit basket from his mom.,She noticed the empty basket and smiled.,John never enjoyed the fresh fruit very much.,He always enjoyed the fresh fruit very much.,2
Mikey unloaded the heavy boxes from the delivery truck.,Mikey froze in his tracks as he heard popping sounds from behind him.,Mikey worked quickly in this crime-ridden neighborhood.,Mikey never worked quickly in this crime-ridden neighborhood.,1
Tori had a feeling her boyfriend was being unfaithful.,She's still hurt over the breakup.,Tori broke up with her boyfriend.,Jori didnt break up with her boyfriend.,1
Tori had a feeling her boyfriend was being unfaithful.,She's still hurt over the breakup.,"Tori decided she could no longer trust him, and she ended their relationship.","Tori decided she could no longer trust him, but she continued their relationship.",1
Lara was having a birthday party.,Tina was upset she was late.,Lara did not invite her enemy Tina.,Lara invited her friend Tina.,2
Lara was having a birthday party.,Tina was upset she was late.,Tina was late coming to Lara's party.,Tina was early coming to Lara's party.,1
"Jimmy graduated high school, but his grades weren't great.",Jimmy made good money and was secretly glad he got rejected.,Jimmy got rejected from his girlfriend but got another.,Jimmy got rejected from college but got a job.,2
Cory went down a very steep hill on a longboard.,He was picked up by a car and taken to the hospital.,Cory fell down and was injured.,Cory fell down and but luckily wasnt injured.,1
Cory went down a very steep hill on a longboard.,He was picked up by a car and taken to the hospital.,Cory got into an accident.,Cory went so fast.,1
Pat bought a ruler at an office supply store.,He found that his new ruler was slightly shorter than his old one.,"Pat really liked this new ruler."".",Pat didn't like this new ruler.,2
Desiree went to California to see her grandparents over the summer.,She went into business with her grandpa selling hair jewels.,Desiree got to see her grandpas business in Florida.,Desiree got to see her grandpas business.,2
Desiree went to California to see her grandparents over the summer.,She went into business with her grandpa selling hair jewels.,Desiree started making hair jewels with her grandpa.,Desiree was unable to make hair jewels with her grandpa.,1
Renee's family was going on their annual family vacation.,Renee and her family got to enjoy their vacation together.,Renee was happy everyone could go with but the car died.,Renee was happy everyone could go with.,2
Renee's family was going on their annual family vacation.,Renee and her family got to enjoy their vacation together.,They all booked their college classes at the same time.,They all booked their trips at the same time.,2
I planned to bake a cake for dessert.,"Once the cake cooled down, I frosted it.",I bought cake ingredients and baked a small bird.,I bought cake ingredients and baked a chocolate cake.,2
Tami decided to attend volleyball tryouts.,Tami made the basketball team.,The players were being picked for volleyball team when Tami arrived.,The players had already been picked for volleyball team when Tami arrived.,2
Tami decided to attend volleyball tryouts.,All the players were good but she made the team.,Tami practiced volleyball everyday for the tryouts.,Tammy was not a good teammate.,1
Jeremy was working on his car.,This time she was able to get the right part.,Jeremy ordered the wrong part.,Jeremy ordered the correct part.,1
A woman came out of the cafe with a box.,She dropped the box full of puppies and one of them died.,The woman was trying to find homes for a litter of puppies.,She found homes for the puppies.,1
A woman came out of the cafe with a box.,She dropped the box full of puppies and one of them died.,The woman was trying to find homes for a litter of puppies.,The woman gave the box to a man and walked away.,1
Neil was visiting Limerick in Ireland.,The River Shannon was beautiful.,Neil went to see all of the sights.,Neil went to see none of the sights.,1
Neil was visiting Limerick in Ireland.,That Neil was very stupid.,He walked by the River Shannon during a tour.,He fell in the River Shannon during a tour.,2
Alexis was changing her baby's diaper.,"Finally, the baby felt better.",Her baby had been fussy all day.,Her baby had been happy all day.,1
Alexis was changing her baby's diaper.,"Finally, the baby felt better.",The baby cried because it had diaper rash.,The puppy cried because it had diaper rash.,1
"One day, police were investigating a crime scene.",The police found the perpetrator and locked her up.,The police found clues that lead them to the evidence needed.,The police found cookies that lead them to the evidence needed.,1
"One day, police were investigating a crime scene.",The police put on a community event to raise money.,They realized that the crime could have been solved sooner if they had better technology.,They realized that the crime could have been solved sooner if they had older technology.,1
The two friends hated their job.,He knew he must request a transfer.,Bob was not getting a promotion.,Bob was not abandoning a promotion.,1
The two friends hated their job.,He knew he must request a transfer.,The seemed to be getting much better as time went on.,The job seemed to be getting worse every day.,2
The alarm clock beeps.,Sara runs out the school bus to go to school.,Sara killed a burglar and got dressed.,Sara loves school and eager to get to school.,2
Samuel was dribbling the basketball towards the hoop.,"In addition, they diagnosed him with a head concussion.","He fell and hit his head, getting a bad scrape.",Samuel almost fell but caught his balance.,1
Jill was invited to a party.,She felt embarrassed having to take all of them back home.,Jill didn't bring great gifts.,Jill brought great gifts .,1
Anna went to the city of Buffalo.,"When they came, Anna found them to be delicious!",She decided to order a mud pie.,she decided to order pizza.,2
I hated waking up in the morning.,I realized I needed an alarm clock to avoid sleeping too much.,I always got up early.,I always slept in too late.,2
I hated waking up in the morning.,I realized I needed an alarm clock to avoid sleeping too much.,I was always awake on time.,I was always oversleeping.,2
A tear dripped down Rachel's face.,It was her neighbor with a card and a beautiful pot of daffodils!,Others were touched by the kindness of Rachel.,Rachel was touched by the kindness of others.,2
A tear dripped down Rachel's face.,It was her neighbor with a card and a beautiful pot of daffodils!,She was so sad that she cried about it.,She was so happy that she cried about it.,2
Ned had always been shy.,Ned is now more shy than ever before.,He tried to make some new friends and succeeded.,He tried to make some new friends and failed.,2
Sara wanted to have a baby.,She was thrilled when the doctor told her she was pregnant.,Sara had sex with her husband.,Sara had sex with her doctor.,1
Sara wanted to have a baby.,She was thrilled when the doctor told her she was pregnant.,"With her partner she detested for a family, financially and emotionally, making sure the time was right.","With her partner she planned for a family, financially and emotionally, making sure the time was right.",2
My friends were shooting paper balls with rubber bands.,They didn't come to school for a whole week.,My friends got caught and were given a reward.,My friends got caught and were suspended.,2
I went to the amusement park with my friend today.,Now i can't wait to go back and ride them all.,I had a great time on the rides.,I had a horrible time on the rides.,1
I went to the amusement park with my friend today.,Now i can't wait to go back and ride them all.,I never got to go on any rides but it was fun.,I only got on one ride but it was fun.,2
I went to the amusement park with my friend today.,Now i can't wait to go back and ride them all.,We were there a long time and I hated the roller coasters I rode.,"We were only there a short time, but I loved the roller coasters I rode.",2
Melinda and her brother Ty were playing by the creek.,"After he was pulled out, Ty had a headache but was glad to be alive.",Ty fell into the creek on accident.,Ty swam safely across the creek.,1
All Kevin wanted in life was to buy his fiance a house.,Kevin bought a house.,Kevin and his fiance picked out a house together.,Kevin's fiance picked out a house alone.,1
All Kevin wanted in life was to buy his fiance a house.,Kevin used the money that he had saved to buy a sports car.,But they broke up.,But they got married.,1
Yesterday I got the Star Wars game from the iTunes Store.,It was absolutely amazing.,I started playing the Star Wars game and it broke.,I started playing the Star Wars game.,2
Cindy had a guy friend.,The guy never told his girlfriend he cheated.,"Cindy and a guy friend had an affair, her friend never told his girlfriend that he cheated on her.","Cindy and a guy friend had an affair, her friend always told his girlfriend that he cheated on her.",1
Cindy had a guy friend.,The guy never told his girlfriend he cheated.,Cindy learned the guy had a girlfriend.,Cindy learned the guy had a good friend.,1
Tom worked at a nice office.,He went to the pharmacy to buy eye drops to remedy his situation.,Tom drank some soda.,Tom got soda in his eye.,2
I was typing at my desk.,I felt much more comfortable.,I adjusted my chair.,I adjusted my mirror.,1
I was typing at my desk.,I felt much more comfortable.,I had to adjust my chair.,The chair had to adjust me.,1
Alexandra was so very tired.,She was about to go to sleep when a marching band rolled by.,Alexandra put up her pajamas and went to work.,Alexandra put on her pajamas and went to bed.,2
"Ella wanted a kitten, and she had finally convinced her parents.","There, she found the perfect soft, loving little kitty!",Ella came home from the living room and saw a box in school.,Ella came home from school and saw a box in the living room.,2
I always wanted a game system.,I played all day long.,I finally got a game system but it arrived broken.,I finally got a game system.,2
Elise wanted to take her new boyfriend ice skating.,They had a fun afternoon at the rink.,Elise was to scared to ask her boyfriend to go out.,Elise asked the boyfriend to go on a date.,2
Elise wanted to take her new boyfriend ice skating.,They had a fun afternoon at the rink.,Elise's boyfriend was nervous because he'd never been ice skating.,Elise's boyfriend declined because he'd never been ice skating.,1
Katie and Fred were having their engagement at Laura's house.,She wouldn't leave so they were stuck with her.,Fred dumped her and left.,Fred dumped her ice cream left.,1
Katie and Fred were having their engagement at Laura's house.,She wouldn't leave so they were stuck with her.,Laura insisted on it.,Laura left them alone.,1
I took a trip to the local animal shelter yesterday to take a look.,I scooped her out and decided to keep her.,I saw a cat named Saucy.,I didn't find any animals I wanted.,1
A scuba diver went to a lake to look at the fish.,He found a wallet in the car and nothing else.,The driver found a bike.,The diver found a car.,2
Bob had never tried coffee.,He decided to get a black coffee with one sugar.,He was stumped by all the flavors and styles.,He was allergic to caffeine.,1
The players were excited about the upcoming game.,This win was the most important win on the year.,The players worked hard as a team and won.,The players never worked hard as a team and lost.,1
The players were excited about the upcoming game.,This win was the most important win on the year.,"They tried hard, and lost the big game.","They tried hard, and won the big game.",2
I went to McDonald's to get French fries.,I learned to never leave my fries with my dog again.,I left them out and my dog burned them all.,I left them out and my dog ate them all.,2
Chuck was driving home from work.,He drove white knuckled the rest of the way home.,Chuck got a call that his wife was bored.,Chuck got a call that his wife was in labor.,2
Chuck was driving home from work.,He drove white knuckled the rest of the way home.,Chuck narrowly avoided a Burger King.,Chuck narrowly avoided an accident.,2
Mariah was cooking breakfast.,She spilled the milk all over the kitchen counter.,Mariah didn't rush to cook.,Mariah was in a rush to cook.,2
Mariah was cooking breakfast.,She spilled the milk all over the kitchen counter.,"She was busy making scrambled eggs when her elbow hit a carton of milk, the milk did not fall.",She was busy making scrambled eggs when her elbow hit a carton of milk.,2
Easton had a very important test coming up.,He missed his test.,He forgot to set his alarm and overslept.,"He forgot to set his alarm, but woke up 2 hours early.",1
Easton had a very important test coming up.,He missed his test.,He went to bed early the night before the test.,He played video game the night before the test.,2
Sara was walking in front of her high school.,She ended up tripping and falling on the sidewalk.,She was looking at her phone.,Sara was looking where she was going.,1
John got a job.,John loved his job.,He started to hate the job.,He started to get used to the job.,2
John got a job.,John loved his job.,John was good at his job.,John was bad at his job.,1
Tim was playing games with Jeb.,They then decided to make up and not fight.,Tim and Jeb got into an argument.,Tim and Jeb got into a conversation.,1
Mary and Bill wanted to get a Christmas tree.,"Mary hung ornaments and lights, then sat back to admire her hard work.",Mary and Bill went out and bought a gift certificate to a tree farm.,Mary and Bill went out and bought a tree and decorations.,2
Roger was always suspicious of everything.,"He ended up with an enhanced hat, which he tried on for size.",Roger became the leader of a tin foil hat cult.,Roger wanted something to stop the waves from entering his head.,2
Roger was always suspicious of everything.,"He ended up with an enhanced hat, which he tried on for size.",Roger went to eat at a restaurant.,Roger went shopping at the store.,2
Helen wanted to be a dancer.,"She began to teach ballet to kids, dancing every day!",Helen practiced every day for years.,Helen rarely practiced for years.,1
Helen wanted to be a dancer.,"She began to teach ballet to kids, dancing every day!",In school she realized she would never be a professional.,"In school, Helena realized she would rather be an astronaut.",1
Dan was the team basketball star at his school.,The team won by two points and went on to state finals.,Dan missed the team practice.,Dan helped the team very much.,2
Zeke had a dog.,Zeke bought the dog a new ball and the dog was happy again.,Zeke noticed the dog was very happy.,Zeke noticed the dog wasn't happy.,2
Zeke had a dog.,Zeke bought the dog a new ball and the dog was happy again.,Zeke's cat was upset.,Zeke's dog was upset.,2
Nick was sledding with his siblings.,"Luckily, no one was seriously hurt.",The sled was going too fast and flipped off a jump.,The sled was a perfect fit for all of them.,1
My driveway was stained dark in some places.,"After I was done, the driveway was clean.",I decided to power wash the driveway.,I decided to power wash the curtains.,1
My driveway was stained dark in some places.,"After I was done, the driveway was clean.",I used the power washer to clean the stains.,I used super glue to clean the stains.,1
Lulu loved sneakers.,Lulu was frustrated.,Lulu's favorite sneakers still  perfectly fit her now.,Lulu's favorite sneakers were too small for her now.,2
The runner rounded 3rd base.,The catcher sprained his ankle in the collision.,As the runner slid into home plate he was safe.,As the runner slid into home he crashed into the catcher.,2
The runner rounded 3rd base.,The catcher sprained his ankle in the collision.,The runner collided with the catcher.,The runner nearly collided with the catcher.,1
"The dog looked up from his cage, almost as if sad.","The man saved the dog, and the dog eventually saved the man.",The dog tugged at the lonely man's heartstrings.,The cat tugged at the lonely man's heartstrings.,1
"The dog looked up from his cage, almost as if sad.","The man saved the dog, and the dog eventually saved the man.",The man felt bad for the dog.,The man felt bad for the cat.,1
Jeff painted his mailbox bright blue to make it look nice.,Jeff limped home and painted his box green the next day.,Then he went home and slept.,As he was finishing a hit and run driver clipped his leg.,2
Jeff painted his mailbox bright blue to make it look nice.,Jeff limped home and painted his box green the next day.,Jeff ran out of red paint half way through.,Jeff ran out of blue paint half way through.,2
The jug player for a band lost his instrument.,The jug had previously contained toluene.,The player could not find the right jug to replace it.,The player could not find the right chemical to replace it.,1
Bob's stomach was really bothering him after the big meal.,Bob will be careful that he never eats at that restaurant again.,Bob went to the doctors and found out he had food poisoning.,Bob wanted to eat more to make himself feel better.,1
Bob's stomach was really bothering him after the big meal.,Bob will be careful that he never eats at that restaurant again.,was not yet ready to leave.,The food was bad and Bob got food poisoning.,2
Steven's final exam is an essay.,Joe decided he better skip the party and write his paper.,Joe was in his class and was invited to stevens party.,He did not think the paper was important.,1
Steven's final exam is an essay.,Joe decided he better skip the party and write his paper.,Steven's friend Joe was more studious than him.,Steven's friend Joe was more into drugs than him.,1
Julie always wanted a kitten.,She saw a kitten alone in a corner and knew this was the one for her.,Julie went to an animal shelter to see what kittens they had available.,Julie went to an animal shelter to see what crabs they had available.,1
I was craving a BLT sub.,My belly looks very round now.,I ate a whole large sandwich.,I ate a simple salad.,1
I was craving a BLT sub.,My belly looks very round now.,I made myself a very large BLT to eat.,I made myself a very large belly to eat.,1
Kelly and her family moved abroad.,When she was was three months in she was fluent.,Kelly did not know the language.,Kelly did not know the quiet.,1
Kelly and her family moved abroad.,When she was was three months in she was fluent.,The language did not know Kelly.,Kelly did not know the language.,2
Johnny wanted to gain some confidence.,Johnny was fulfilled and happy with his hard earned confidence.,Johnny hired a life coach to help him build confidence.,Johnny hired a workout coach to help him build strength.,1
Johnny wanted to gain some confidence.,Johnny was fulfilled and happy with his hard earned confidence.,Johnny took a public speaking class.,Johnny took a bunch of drugs.,1
Maddie was at school.,Her teacher sent her home with pinkeye.,Maddie couldnt stop itching her eye.,Her eye could stop itching Maddie.,1
Bob was always upset about his looks.,Bob ended up getting plastic surgery 20 more times.,Bob wanted to do something about his happiness.,Bob wanted to do something about his unhappiness.,2
"Driving to the grocery store in a storm, Ana heard air raid sirens.","Waiting out the storm, Ana was grateful to have found shelter.",A big storm was brewing so she hid in a shelter.,A big storm was brewing so no where to go.,1
